device_id,user_id,device_type,platform,app_version,last_active_at,trusted
D0006187,U000983,Android,星购App,5.8.0,2025-05-16 12:37:21,1
D0006188,U003156,macOS,星购App,web,2025-03-17 01:52:59,1
D0006189,U003761,Android,微信小程序,5.9.1,2025-04-07 09:58:41,1
D0006190,U003394,Android,微信小程序,6.0.0,2026-07-02 09:09:06,1
D0006191,U004360,macOS,微信小程序,5.9.1,2025-07-10 03:48:40,1
D0006192,U003536,Android,网页,5.9.1,2025-03-09 10:35:07,1
D0006193,U004309,iOS,星购App,5.8.0,2025-08-19 16:20:05,1
D0006194,U000507,Android,微信小程序,5.9.1,2025-10-28 03:59:34,1
D0006195,U000231,iOS,星购App,web,2025-08-03 19:49:06,1
D0006196,U000377,iOS,微信小程序,6.0.0,2025-10-18 11:10:13,1
D0006197,U001426,iOS,星购App,5.9.1,2025-03-14 01:03:52,1
D0006198,U003102,Android,微信小程序,6.0.0,2025-07-07 10:53:37,1
D0006199,U003793,Android,网页,6.0.0,2025-01-29 23:01:04,1
D0006200,U000587,Android,星购App,5.9.1,2026-08-12 19:03:46,1
D0006201,U000132,iOS,微信小程序,5.8.0,2025-12-24 15:19:11,1
D0006202,U001314,iOS,微信小程序,web,2026-08-03 00:23:19,1
D0006203,U001935,Android,星购App,6.0.0,2026-06-03 23:04:14,1
D0006204,U001647,Android,星购App,6.0.0,2025-04-22 11:04:33,1
D0006205,U004346,iOS,网页,5.9.1,2025-09-05 20:49:55,1
D0006206,U004586,macOS,星购App,5.9.1,2026-01-22 16:07:57,1
D0006207,U003151,Windows,微信小程序,5.9.1,2025-12-02 05:31:20,1
D0006208,U003014,Android,星购App,5.9.1,2025-09-30 07:11:47,1
D0006209,U001372,Android,微信小程序,5.9.1,2025-10-07 07:49:14,1
D0006210,U001162,iOS,微信小程序,6.0.0,2026-01-01 23:38:31,1
D0006211,U000885,iOS,星购App,6.0.0,2025-10-23 09:49:29,1
D0006212,U003530,Android,星购App,web,2026-06-22 16:30:16,1
D0006213,U003179,Android,网页,6.0.0,2026-04-10 05:22:07,1
D0006214,U000127,Android,星购App,5.9.1,2025-03-19 00:06:53,1
D0006215,U001353,Android,星购App,5.8.0,2025-05-26 06:41:33,1
D0006216,U004219,iOS,星购App,5.8.0,2026-03-24 00:10:47,1
D0006217,U001685,Android,星购App,5.8.0,2026-06-01 16:02:00,1
D0006218,U002200,Windows,星购App,5.8.0,2026-07-12 22:20:48,1
D0006219,U004710,macOS,微信小程序,5.8.0,2026-05-01 23:48:57,1
D0006220,U001612,Android,微信小程序,5.8.0,2025-09-20 02:50:08,1
D0006221,U000662,Android,星购App,5.9.1,2026-02-11 18:29:45,1
D0006222,U002890,Android,微信小程序,6.0.0,2025-07-08 21:27:58,1
D0006223,U004901,Android,微信小程序,6.0.0,2025-08-15 00:32:15,1
D0006224,U003807,Android,星购App,5.9.1,2025-10-16 22:28:01,1
D0006225,U001506,Android,网页,5.8.0,2026-04-14 07:55:20,1
D0006226,U004419,iOS,网页,5.8.0,2026-06-11 19:40:47,1
D0006227,U001969,iOS,微信小程序,6.0.0,2026-01-08 11:50:42,1
D0006228,U000325,iOS,星购App,6.0.0,2025-09-19 05:34:54,1
D0006229,U001941,Android,星购App,6.0.0,2025-10-23 02:35:13,1
D0006230,U004819,iOS,星购App,5.9.1,2026-05-11 11:55:19,1
D0006231,U003561,Android,微信小程序,6.0.0,2026-06-19 00:35:36,1
D0006232,U004812,Windows,星购App,6.0.0,2025-05-14 09:53:58,1
D0006233,U004615,iOS,星购App,5.8.0,2025-08-12 23:37:17,1
D0006234,U001352,Android,星购App,5.9.1,2026-03-05 08:05:54,1
D0006235,U003062,iOS,星购App,6.0.0,2025-03-25 11:53:21,1
D0006236,U000767,Android,微信小程序,6.0.0,2026-03-14 07:18:08,1
D0006237,U002373,Windows,星购App,5.8.0,2026-04-11 14:43:57,1
D0006238,U001704,iOS,星购App,5.8.0,2025-04-28 15:44:57,1
D0006239,U003969,Windows,星购App,6.0.0,2026-07-22 08:26:03,1
D0006240,U000022,Android,星购App,6.0.0,2025-10-22 22:56:31,1
D0006241,U000832,Android,网页,web,2025-04-14 11:27:40,1
D0006242,U003599,Android,星购App,6.0.0,2025-06-26 15:18:28,1
D0006243,U002814,macOS,星购App,5.8.0,2025-05-17 14:50:57,1
D0006244,U002509,Android,星购App,6.0.0,2026-01-25 00:23:01,1
D0006245,U000986,iOS,星购App,5.8.0,2025-08-31 02:48:07,1
D0006246,U001616,Android,星购App,5.8.0,2026-04-30 10:13:30,1
D0006247,U000261,iOS,星购App,5.8.0,2026-05-15 07:12:39,1
D0006248,U004854,Android,微信小程序,6.0.0,2025-06-17 03:32:10,1
D0006249,U001522,iOS,星购App,5.8.0,2025-11-05 01:07:43,1
D0006250,U000484,Android,星购App,5.9.1,2026-03-03 20:11:48,1
D0006251,U003895,Android,微信小程序,6.0.0,2025-11-22 04:20:08,1
D0006252,U002912,iOS,星购App,5.8.0,2026-05-23 20:43:21,1
D0006253,U004553,Windows,微信小程序,5.8.0,2025-02-05 17:53:59,1
D0006254,U003526,iOS,微信小程序,5.8.0,2025-11-26 12:08:04,1
D0006255,U000418,Android,星购App,5.8.0,2026-06-21 13:21:24,1
D0006256,U002754,iOS,星购App,web,2026-05-14 11:27:49,1
D0006257,U002237,iOS,网页,5.8.0,2026-04-18 18:20:00,1
D0006258,U000316,Windows,网页,5.8.0,2025-03-26 23:40:18,1
D0006259,U001704,iOS,网页,5.9.1,2025-06-06 04:59:51,1
D0006260,U000165,Android,星购App,web,2026-04-12 02:48:16,1
D0006261,U000898,iOS,星购App,5.8.0,2025-10-21 19:33:06,1
D0006262,U000055,Android,星购App,6.0.0,2025-07-10 01:03:13,1
D0006263,U000168,iOS,星购App,5.9.1,2025-01-13 18:36:08,1
D0006264,U002595,iOS,星购App,web,2025-10-12 11:30:11,1
D0006265,U003451,iOS,网页,6.0.0,2025-12-07 12:59:23,1
D0006266,U002869,Android,星购App,6.0.0,2026-01-27 04:30:06,1
D0006267,U001732,Android,微信小程序,web,2025-10-17 06:59:00,1
D0006268,U004818,iOS,微信小程序,5.8.0,2026-04-27 17:20:57,1
D0006269,U002374,Android,星购App,web,2025-11-15 05:48:59,1
D0006270,U001436,Windows,网页,6.0.0,2025-07-20 16:46:07,1
D0006271,U000005,iOS,微信小程序,5.8.0,2026-03-31 19:07:55,1
D0006272,U001446,iOS,微信小程序,5.9.1,2025-05-11 18:57:53,1
D0006273,U002712,iOS,星购App,5.9.1,2026-06-11 15:44:25,1
D0006274,U003424,iOS,网页,6.0.0,2025-04-27 17:59:10,1
D0006275,U004328,Android,星购App,5.9.1,2025-03-10 04:53:18,1
D0006276,U002485,Android,星购App,5.9.1,2025-05-01 18:50:39,1
D0006277,U002873,iOS,网页,5.9.1,2025-06-27 12:25:04,1
D0006278,U002010,iOS,网页,5.9.1,2026-02-15 04:24:09,1
D0006279,U004454,Android,微信小程序,web,2026-05-03 11:20:01,1
D0006280,U000988,Android,星购App,5.9.1,2025-05-06 18:29:45,1
D0006281,U000216,Windows,星购App,5.8.0,2025-08-17 04:01:01,1
D0006282,U002119,iOS,星购App,6.0.0,2026-07-05 17:55:24,1
D0006283,U004372,Windows,星购App,5.9.1,2025-10-30 09:02:15,1
D0006284,U004390,iOS,微信小程序,5.9.1,2025-04-08 15:05:13,1
D0006285,U002927,Android,星购App,5.9.1,2025-06-26 23:14:59,1
D0006286,U003311,Android,网页,5.9.1,2026-03-23 00:05:44,1
D0006287,U002180,Windows,星购App,5.9.1,2025-06-21 17:10:59,1
D0006288,U003226,macOS,星购App,5.9.1,2025-01-23 17:27:36,1
D0006289,U004070,Android,星购App,5.8.0,2025-06-23 08:08:34,1
D0006290,U003399,Windows,微信小程序,5.8.0,2026-07-21 19:42:22,1
D0006291,U001599,Windows,星购App,5.9.1,2026-02-07 04:54:53,1
D0006292,U004974,iOS,星购App,5.9.1,2026-03-04 16:02:08,1
D0006293,U002720,Android,网页,6.0.0,2025-09-18 11:10:35,1
D0006294,U001180,iOS,星购App,5.9.1,2025-01-30 03:05:27,1
D0006295,U004268,Android,星购App,6.0.0,2026-01-31 10:11:47,1
D0006296,U004289,Android,星购App,6.0.0,2025-10-05 13:51:49,1
D0006297,U003490,Windows,网页,5.8.0,2025-03-15 16:58:09,1
D0006298,U002142,iOS,星购App,5.9.1,2025-11-12 07:17:26,1
D0006299,U004992,iOS,星购App,5.8.0,2026-05-29 02:53:25,1
D0006300,U004232,Android,星购App,web,2026-07-06 09:24:27,1
D0006301,U002643,Android,星购App,5.9.1,2025-09-04 01:00:09,1
D0006302,U004569,Android,微信小程序,5.8.0,2026-06-29 14:00:46,1
D0006303,U003162,Android,网页,6.0.0,2026-08-01 23:16:57,1
D0006304,U000340,Android,网页,6.0.0,2026-08-14 03:42:44,1
D0006305,U001974,Android,星购App,6.0.0,2026-06-09 14:24:18,1
D0006306,U002997,iOS,星购App,6.0.0,2025-09-09 13:00:26,1
D0006307,U000037,Android,星购App,5.9.1,2026-04-13 17:33:09,1
D0006308,U001929,Windows,星购App,6.0.0,2026-02-20 21:34:27,1
D0006309,U001253,Android,星购App,5.9.1,2026-03-23 03:15:34,1
D0006310,U002637,Android,星购App,web,2025-02-22 23:58:56,1
D0006311,U002127,Android,网页,5.9.1,2025-01-31 20:16:28,1
D0006312,U002271,macOS,微信小程序,6.0.0,2026-06-29 14:19:53,1
D0006313,U003988,Android,星购App,5.8.0,2025-04-12 22:58:32,1
D0006314,U002285,Android,网页,5.8.0,2026-06-04 08:07:06,1
D0006315,U003500,iOS,微信小程序,5.9.1,2026-08-08 12:48:25,1
D0006316,U004155,iOS,星购App,6.0.0,2025-01-04 16:57:17,1
D0006317,U002120,Android,星购App,5.9.1,2025-09-06 12:34:50,1
D0006318,U000740,Android,微信小程序,5.9.1,2026-01-07 13:59:05,1
D0006319,U002669,Android,星购App,6.0.0,2025-04-24 14:20:28,1
D0006320,U004297,Android,星购App,5.9.1,2026-07-02 20:14:13,1
D0006321,U000174,Windows,星购App,5.9.1,2025-01-20 13:40:14,1
D0006322,U000399,Android,星购App,5.8.0,2025-09-10 00:01:03,1
D0006323,U002025,Android,星购App,5.9.1,2025-04-06 23:05:34,1
D0006324,U003702,Android,星购App,5.9.1,2026-05-31 16:28:02,1
D0006325,U004718,iOS,星购App,5.8.0,2025-06-27 15:41:38,1
D0006326,U004861,Android,星购App,5.8.0,2025-04-05 01:01:22,1
D0006327,U000960,iOS,网页,5.9.1,2025-02-16 21:09:05,1
D0006328,U003638,Android,星购App,web,2026-04-06 16:30:47,1
D0006329,U002167,Android,微信小程序,5.9.1,2026-07-15 17:55:36,1
D0006330,U002538,iOS,星购App,web,2025-12-03 20:33:33,1
D0006331,U001109,Android,星购App,6.0.0,2025-06-03 01:03:19,1
D0006332,U004500,Android,星购App,web,2025-11-17 08:30:20,1
D0006333,U001165,Android,网页,5.9.1,2025-02-25 21:40:59,1
D0006334,U001695,Windows,星购App,6.0.0,2026-07-20 02:39:11,1
D0006335,U002980,Android,网页,6.0.0,2025-10-08 10:53:34,1
D0006336,U002823,Windows,星购App,web,2026-03-01 08:57:59,1
D0006337,U004729,Android,星购App,5.8.0,2025-12-12 16:59:58,1
D0006338,U000536,Android,星购App,5.9.1,2025-05-16 18:21:20,1
D0006339,U004861,iOS,星购App,5.9.1,2026-07-22 13:52:31,1
D0006340,U004096,Android,星购App,5.8.0,2025-07-30 21:32:20,1
D0006341,U000779,iOS,网页,web,2026-05-03 19:41:22,1
D0006342,U002525,Android,星购App,6.0.0,2026-04-18 00:11:01,1
D0006343,U000966,iOS,星购App,5.8.0,2026-05-17 16:31:15,1
D0006344,U000476,Android,微信小程序,6.0.0,2025-05-07 10:30:27,1
D0006345,U003650,Android,星购App,5.9.1,2026-02-03 10:34:29,1
D0006346,U000031,iOS,星购App,6.0.0,2026-01-20 03:59:10,1
D0006347,U001944,Windows,星购App,5.8.0,2025-12-25 08:20:35,1
D0006348,U002557,Android,星购App,web,2026-01-05 07:10:50,1
D0006349,U003289,iOS,微信小程序,web,2025-08-30 04:49:36,1
D0006350,U000101,Android,星购App,web,2025-05-19 02:47:40,1
D0006351,U002442,iOS,微信小程序,5.8.0,2026-02-01 00:17:02,1
D0006352,U000860,iOS,星购App,6.0.0,2025-10-26 02:56:49,1
D0006353,U003782,Android,微信小程序,6.0.0,2026-06-10 16:52:30,1
D0006354,U003080,Android,微信小程序,6.0.0,2025-07-29 06:38:32,1
D0006355,U001109,iOS,星购App,5.9.1,2026-02-12 09:43:23,1
D0006356,U000474,iOS,星购App,5.8.0,2025-03-24 08:48:01,1
D0006357,U000675,iOS,星购App,6.0.0,2026-02-15 06:39:22,1
D0006358,U001227,iOS,星购App,6.0.0,2026-02-10 11:03:02,1
D0006359,U003591,Android,星购App,6.0.0,2025-06-27 21:16:43,1
D0006360,U002178,Android,星购App,5.8.0,2025-08-05 14:55:25,1
D0006361,U003253,Android,星购App,5.9.1,2026-04-18 03:45:27,1
D0006362,U004633,iOS,星购App,5.9.1,2026-03-26 10:31:00,1
D0006363,U004737,Android,星购App,6.0.0,2025-10-28 02:32:40,1
D0006364,U004593,Windows,星购App,6.0.0,2025-03-17 00:49:56,1
D0006365,U002822,iOS,星购App,6.0.0,2026-01-09 14:41:42,1
D0006366,U002453,iOS,星购App,5.8.0,2025-09-05 10:44:13,1
D0006367,U002709,Android,网页,web,2026-07-30 10:31:13,1
D0006368,U000786,Android,星购App,5.8.0,2026-03-13 00:38:04,1
D0006369,U001482,macOS,微信小程序,web,2026-06-19 14:51:42,1
D0006370,U000998,iOS,星购App,6.0.0,2025-05-22 18:07:39,1
D0006371,U004319,Android,星购App,6.0.0,2026-01-04 18:25:11,1
D0006372,U004218,Android,星购App,6.0.0,2026-02-25 07:20:05,1
D0006373,U003933,iOS,星购App,5.8.0,2025-11-12 09:06:44,1
D0006374,U004380,Android,网页,5.8.0,2025-04-16 06:14:06,1
D0006375,U002064,Android,星购App,6.0.0,2025-03-02 15:02:54,1
D0006376,U001968,Android,微信小程序,5.8.0,2025-02-17 00:12:13,1
D0006377,U002581,macOS,微信小程序,5.9.1,2025-02-18 22:56:05,1
D0006378,U003892,Android,星购App,5.8.0,2025-03-19 04:02:30,1
D0006379,U003667,Android,星购App,5.8.0,2025-02-05 08:16:05,1
D0006380,U002187,Android,星购App,5.9.1,2025-02-11 02:16:31,1
D0006381,U004550,Android,星购App,5.9.1,2026-06-27 18:16:45,1
D0006382,U003422,iOS,星购App,6.0.0,2025-08-28 22:01:40,1
D0006383,U000330,iOS,微信小程序,5.8.0,2025-03-19 16:55:49,1
D0006384,U001294,iOS,星购App,5.9.1,2026-05-12 12:27:24,1
D0006385,U004748,Android,星购App,6.0.0,2025-03-10 19:29:34,1
D0006386,U003569,iOS,星购App,6.0.0,2025-08-12 17:59:30,1
D0006387,U004068,macOS,星购App,web,2025-06-23 14:11:12,1
D0006388,U001873,Android,星购App,5.8.0,2026-08-06 16:01:11,1
D0006389,U003053,Android,微信小程序,6.0.0,2026-02-26 03:50:36,1
D0006390,U003194,Windows,星购App,6.0.0,2026-07-25 19:37:42,1
D0006391,U000285,iOS,微信小程序,5.8.0,2026-08-08 06:52:17,1
D0006392,U000689,iOS,微信小程序,5.9.1,2026-05-02 22:53:08,1
D0006393,U002636,Android,网页,5.9.1,2026-07-12 09:26:27,1
D0006394,U001339,iOS,星购App,6.0.0,2026-07-21 02:49:17,1
D0006395,U000620,iOS,微信小程序,web,2025-06-17 07:01:30,1
D0006396,U004039,Android,星购App,5.8.0,2025-04-25 00:12:04,1
D0006397,U000122,iOS,网页,5.9.1,2025-09-28 17:05:43,1
D0006398,U001303,iOS,星购App,5.8.0,2025-09-11 18:53:59,1
D0006399,U002156,Android,微信小程序,6.0.0,2026-05-09 06:42:37,1
D0006400,U002631,Android,星购App,web,2025-03-25 00:49:26,1
D0006401,U000797,iOS,星购App,6.0.0,2026-05-02 10:49:26,1
D0006402,U001684,Android,微信小程序,5.9.1,2026-02-23 19:18:42,1
D0006403,U002521,Android,星购App,5.9.1,2025-04-30 08:00:41,1
D0006404,U000628,Android,网页,6.0.0,2025-10-18 08:48:45,1
D0006405,U001069,Android,微信小程序,6.0.0,2026-04-19 03:05:45,1
D0006406,U004138,iOS,微信小程序,5.9.1,2025-07-03 16:32:46,1
D0006407,U001663,Android,星购App,6.0.0,2025-04-11 23:56:10,1
D0006408,U003597,iOS,网页,5.9.1,2026-05-27 00:30:02,1
D0006409,U004220,Android,网页,5.9.1,2025-12-12 18:33:59,1
D0006410,U001135,iOS,星购App,5.9.1,2026-08-01 02:23:59,1
D0006411,U004622,Windows,星购App,5.8.0,2025-11-03 17:43:45,1
D0006412,U000635,macOS,微信小程序,6.0.0,2026-04-04 04:33:39,1
D0006413,U003806,Android,星购App,6.0.0,2026-08-08 23:08:03,1
D0006414,U004019,iOS,星购App,6.0.0,2025-12-13 10:19:03,1
D0006415,U003450,iOS,星购App,5.9.1,2026-04-07 11:18:55,1
D0006416,U001226,Android,微信小程序,6.0.0,2026-04-05 07:00:33,1
D0006417,U003480,Android,星购App,5.9.1,2026-05-03 12:41:44,1
D0006418,U000746,Android,网页,6.0.0,2025-12-13 12:38:47,1
D0006419,U003489,iOS,星购App,6.0.0,2025-10-12 13:23:36,1
D0006420,U003156,Android,星购App,6.0.0,2026-01-05 20:21:43,1
D0006421,U004595,Android,微信小程序,5.9.1,2025-04-12 06:05:30,1
D0006422,U002370,Android,星购App,web,2025-04-08 20:45:11,1
D0006423,U002067,Android,星购App,5.9.1,2026-03-05 20:36:14,1
D0006424,U000220,Android,微信小程序,6.0.0,2025-09-13 03:35:40,1
D0006425,U003708,Android,星购App,5.9.1,2025-04-16 22:47:11,1
D0006426,U000720,Android,星购App,6.0.0,2025-12-31 00:26:06,1
D0006427,U001773,Windows,星购App,5.9.1,2025-05-18 09:46:19,1
D0006428,U003434,Android,网页,5.9.1,2025-01-26 18:59:54,1
D0006429,U001833,Android,星购App,5.8.0,2025-09-09 12:30:40,1
D0006430,U003362,Android,星购App,web,2025-01-17 06:00:56,1
D0006431,U000706,Windows,微信小程序,5.8.0,2025-12-11 10:39:35,1
D0006432,U004353,Android,星购App,5.9.1,2025-09-12 14:22:12,1
D0006433,U003566,Android,星购App,5.9.1,2025-12-03 11:01:17,1
D0006434,U000608,iOS,星购App,5.9.1,2025-04-19 02:18:50,1
D0006435,U001940,Android,网页,5.9.1,2026-04-21 15:16:49,1
D0006436,U004793,iOS,星购App,5.9.1,2025-10-02 08:20:06,1
D0006437,U003135,Android,微信小程序,5.8.0,2025-07-20 00:51:15,1
D0006438,U003199,Android,星购App,6.0.0,2026-02-11 22:12:18,1
D0006439,U001313,Android,星购App,5.8.0,2025-05-08 20:40:32,1
D0006440,U004480,iOS,星购App,5.9.1,2025-06-06 09:38:55,1
D0006441,U003936,Android,星购App,5.9.1,2026-06-04 09:49:59,1
D0006442,U002733,Android,星购App,6.0.0,2025-07-24 22:37:33,1
D0006443,U001544,iOS,星购App,6.0.0,2026-03-25 20:15:20,1
D0006444,U003404,Android,星购App,6.0.0,2025-08-11 05:16:42,1
D0006445,U002919,Android,星购App,5.8.0,2026-06-21 07:14:45,1
D0006446,U003130,Android,微信小程序,5.9.1,2026-03-16 16:27:14,1
D0006447,U000306,iOS,星购App,5.9.1,2026-07-15 15:29:28,1
D0006448,U002336,iOS,星购App,5.9.1,2025-11-27 20:52:32,1
D0006449,U004022,macOS,微信小程序,5.9.1,2025-01-15 13:49:13,1
D0006450,U000341,Windows,微信小程序,5.9.1,2026-04-19 05:41:22,1
D0006451,U003654,iOS,微信小程序,5.8.0,2025-11-22 18:17:59,1
D0006452,U003282,Android,网页,5.9.1,2025-06-03 02:02:52,1
D0006453,U004143,iOS,星购App,web,2025-10-08 01:30:10,1
D0006454,U002106,Android,星购App,5.9.1,2025-10-05 11:35:42,1
D0006455,U003851,Android,星购App,5.9.1,2025-04-14 08:14:19,1
D0006456,U004790,Android,网页,6.0.0,2026-04-28 22:01:47,1
D0006457,U000700,Android,星购App,5.8.0,2026-05-21 14:35:40,1
D0006458,U003140,Android,网页,5.8.0,2025-01-26 13:26:16,1
D0006459,U000206,iOS,星购App,5.8.0,2025-12-29 16:54:43,1
D0006460,U003194,iOS,星购App,5.9.1,2025-05-16 10:16:08,1
D0006461,U004410,iOS,星购App,5.9.1,2026-05-05 07:40:18,1
D0006462,U002472,Android,微信小程序,6.0.0,2025-08-15 03:47:10,1
D0006463,U004235,Android,微信小程序,5.9.1,2025-07-06 05:27:01,1
D0006464,U001882,Android,星购App,6.0.0,2025-09-19 05:35:20,1
D0006465,U001206,Android,微信小程序,5.8.0,2025-04-01 08:45:35,1
D0006466,U004796,Android,微信小程序,5.9.1,2026-06-22 07:27:02,1
D0006467,U003232,iOS,星购App,web,2025-08-02 09:09:59,1
D0006468,U001112,iOS,星购App,5.8.0,2025-11-08 23:22:14,1
D0006469,U000862,Android,微信小程序,5.9.1,2025-05-25 14:22:02,1
D0006470,U003016,Android,微信小程序,5.8.0,2026-02-08 17:28:00,1
D0006471,U001048,Windows,星购App,web,2026-03-06 19:39:04,1
D0006472,U001221,iOS,星购App,6.0.0,2025-09-15 16:00:43,1
D0006473,U001629,Android,星购App,5.9.1,2026-03-20 06:31:32,1
D0006474,U001101,iOS,星购App,6.0.0,2025-02-09 04:41:42,1
D0006475,U001568,Android,星购App,5.9.1,2025-04-22 01:16:55,1
D0006476,U002899,Android,微信小程序,5.8.0,2025-01-16 17:17:17,1
D0006477,U000219,iOS,星购App,web,2025-12-16 16:21:59,1
D0006478,U004664,iOS,星购App,6.0.0,2025-07-05 10:54:42,1
D0006479,U003530,iOS,星购App,5.9.1,2026-01-06 01:02:50,1
D0006480,U001119,Android,星购App,5.9.1,2026-06-13 21:41:36,1
D0006481,U000388,Windows,网页,6.0.0,2026-02-26 13:38:59,1
D0006482,U001758,iOS,星购App,web,2025-08-24 13:44:36,1
D0006483,U000802,iOS,星购App,5.9.1,2025-01-02 08:53:52,1
D0006484,U000865,Android,微信小程序,5.9.1,2025-01-09 11:54:11,1
D0006485,U004285,iOS,星购App,5.9.1,2026-05-22 13:08:38,1
D0006486,U004666,Android,星购App,5.9.1,2026-03-25 23:00:44,1
D0006487,U001937,iOS,星购App,5.8.0,2025-07-09 09:01:08,1
D0006488,U000035,Android,星购App,6.0.0,2025-06-02 11:11:53,1
D0006489,U002193,iOS,微信小程序,5.8.0,2026-07-28 21:34:42,1
D0006490,U002738,iOS,星购App,web,2026-07-20 03:49:38,1
D0006491,U002805,iOS,微信小程序,5.8.0,2025-03-02 15:34:21,1
D0006492,U001203,Android,微信小程序,6.0.0,2026-03-13 13:09:02,1
D0006493,U002290,iOS,微信小程序,6.0.0,2025-06-17 18:49:08,1
D0006494,U004385,Android,星购App,6.0.0,2025-06-23 10:43:15,1
D0006495,U003395,Android,微信小程序,6.0.0,2025-03-03 03:37:58,1
D0006496,U002233,iOS,星购App,5.9.1,2026-05-30 10:59:00,1
D0006497,U004085,Android,星购App,5.9.1,2025-03-11 07:43:02,1
D0006498,U004319,Android,网页,5.8.0,2025-08-02 17:00:27,1
D0006499,U001269,iOS,微信小程序,6.0.0,2025-01-28 13:08:28,1
D0006500,U000862,Android,网页,5.8.0,2025-08-18 04:13:54,1
D0006501,U000171,iOS,微信小程序,5.9.1,2026-06-10 01:10:44,1
D0006502,U002960,Android,微信小程序,6.0.0,2025-06-26 17:12:02,1
D0006503,U003807,Android,网页,web,2026-05-01 14:16:42,1
D0006504,U004169,Android,星购App,6.0.0,2026-03-06 13:24:35,1
D0006505,U003830,Android,网页,web,2026-04-21 06:14:16,1
D0006506,U000550,Android,星购App,5.9.1,2026-06-23 23:48:37,1
D0006507,U000993,Windows,星购App,6.0.0,2025-02-19 05:48:05,1
D0006508,U000842,Android,微信小程序,web,2025-04-09 02:45:07,1
D0006509,U004473,Windows,星购App,5.9.1,2025-06-04 13:55:09,1
D0006510,U001080,Android,星购App,5.8.0,2025-04-25 01:13:04,1
D0006511,U001372,Windows,星购App,6.0.0,2025-12-08 00:00:10,1
D0006512,U001523,iOS,星购App,5.9.1,2026-06-04 10:51:49,1
D0006513,U002697,iOS,星购App,5.8.0,2025-06-24 09:10:30,1
D0006514,U004309,Android,网页,web,2026-07-03 19:34:20,1
D0006515,U001393,iOS,星购App,5.9.1,2025-04-25 01:34:25,1
D0006516,U000005,Android,网页,6.0.0,2025-04-07 08:04:52,1
D0006517,U003574,iOS,微信小程序,6.0.0,2026-05-31 19:16:03,1
D0006518,U000016,Android,星购App,5.9.1,2026-07-23 23:30:09,1
D0006519,U001493,Windows,星购App,5.9.1,2025-08-12 20:41:24,1
D0006520,U002264,Windows,星购App,6.0.0,2026-01-16 21:56:17,1
D0006521,U000809,Android,星购App,6.0.0,2026-06-11 03:16:03,1
D0006522,U003812,Android,网页,6.0.0,2025-06-18 07:54:39,1
D0006523,U003915,Windows,微信小程序,5.8.0,2025-02-15 17:57:05,1
D0006524,U002747,Android,微信小程序,6.0.0,2025-01-10 20:44:41,1
D0006525,U001054,Windows,星购App,5.8.0,2025-09-06 07:47:28,1
D0006526,U000545,Windows,星购App,6.0.0,2025-06-29 10:01:27,1
D0006527,U002231,iOS,星购App,5.9.1,2025-01-01 08:55:24,1
D0006528,U001925,Android,星购App,6.0.0,2026-02-11 21:03:42,1
D0006529,U004884,iOS,星购App,6.0.0,2026-05-06 10:06:20,1
D0006530,U003435,Windows,星购App,6.0.0,2025-12-12 13:25:51,1
D0006531,U001779,Windows,微信小程序,web,2025-11-19 04:26:29,1
D0006532,U000457,iOS,网页,5.9.1,2025-12-11 17:46:41,1
D0006533,U002717,macOS,微信小程序,5.9.1,2025-07-29 06:40:44,1
D0006534,U003597,Android,网页,5.8.0,2025-08-01 17:47:13,1
D0006535,U001907,macOS,星购App,6.0.0,2025-11-19 15:20:34,1
D0006536,U000014,Android,微信小程序,6.0.0,2026-06-02 18:02:26,1
D0006537,U000332,iOS,网页,6.0.0,2025-01-13 22:20:58,1
D0006538,U002418,Android,微信小程序,5.9.1,2025-05-06 06:15:09,1
D0006539,U002655,Android,星购App,web,2025-08-08 09:41:43,1
D0006540,U004530,Windows,网页,5.9.1,2025-06-16 11:49:35,1
D0006541,U004087,iOS,星购App,web,2025-05-11 04:31:20,1
D0006542,U004495,iOS,星购App,5.9.1,2025-10-25 04:02:07,1
D0006543,U004126,iOS,星购App,5.9.1,2025-08-22 05:20:22,1
D0006544,U002048,Android,星购App,5.8.0,2026-03-08 20:05:21,1
D0006545,U002665,Android,星购App,6.0.0,2026-03-14 10:03:09,1
D0006546,U001001,iOS,星购App,6.0.0,2025-12-13 13:18:03,1
D0006547,U003387,Android,星购App,web,2025-03-19 16:25:49,1
D0006548,U001708,Android,星购App,6.0.0,2026-03-09 07:32:58,1
D0006549,U003267,iOS,星购App,web,2025-01-03 02:06:29,1
D0006550,U003428,Android,微信小程序,5.8.0,2026-06-08 02:59:41,1
D0006551,U000722,Android,网页,5.8.0,2026-02-10 11:40:46,1
D0006552,U004308,Android,星购App,6.0.0,2026-01-22 15:31:57,1
D0006553,U003928,iOS,星购App,web,2026-07-16 02:42:03,1
D0006554,U001245,Android,星购App,5.8.0,2026-06-19 00:37:13,1
D0006555,U001257,Windows,星购App,5.9.1,2025-02-15 18:55:20,1
D0006556,U000257,Android,星购App,6.0.0,2026-06-26 13:04:50,1
D0006557,U004038,iOS,网页,5.9.1,2025-04-06 07:05:52,1
D0006558,U002877,Windows,星购App,5.8.0,2025-12-19 21:06:55,1
D0006559,U000106,iOS,星购App,5.8.0,2026-05-30 09:31:25,1
D0006560,U004171,iOS,星购App,5.8.0,2025-04-21 15:01:25,1
