view_id,session_id,user_id,page_type,product_id,source_position,viewed_at,stay_seconds,scroll_depth
PV000040082,SES00018506,U000900,campaign,,search,2025-04-23 19:50:54,170,0.9608
PV000040083,SES00003925,U000450,product,P001461,recommendation,2025-01-21 23:51:54,108,0.0359
PV000040084,SES00000487,U000933,cart,,recommendation,2026-01-05 15:06:22,146,0.1773
PV000040085,SES00012540,U001728,product,P000826,category,2025-05-21 20:45:06,159,0.0736
PV000040086,SES00005818,U004033,search,,recommendation,2025-03-20 09:45:55,11,0.5333
PV000040087,SES00019348,U001861,campaign,,search,2025-06-25 07:30:14,48,0.5306
PV000040088,SES00014170,U002637,product,P000794,recommendation,2025-10-17 16:58:05,147,0.3037
PV000040089,SES00013455,U003695,product,P000831,search,2025-09-23 11:10:21,226,0.7303
PV000040090,SES00019384,U002848,category,,search,2025-08-16 08:03:37,152,0.2364
PV000040091,SES00013293,U004360,home,,banner,2026-08-16 21:45:40,89,0.786
PV000040092,SES00004425,U003286,home,,search,2025-03-26 03:10:01,149,0.6633
PV000040093,SES00001307,U000347,category,,recommendation,2025-03-23 21:05:36,34,0.0266
PV000040094,SES00016689,U001881,product,P001170,search,2026-04-12 23:52:18,26,0.6053
PV000040095,SES00008575,U002593,category,,search,2026-02-11 13:58:32,169,0.6767
PV000040096,SES00000135,U004361,home,,category,2025-08-30 04:21:19,100,0.1138
PV000040097,SES00005596,,category,,search,2026-07-22 05:56:29,85,0.9554
PV000040098,SES00008069,U004894,campaign,,banner,2025-09-12 06:47:05,235,0.0989
PV000040099,SES00003718,U000682,product,P000658,search,2026-04-28 21:03:02,71,0.8968
PV000040100,SES00014678,U000917,product,P001082,search,2026-08-13 09:10:00,102,0.1398
PV000040101,SES00015761,U000774,category,,banner,2026-01-28 17:31:43,133,0.0167
PV000040102,SES00011807,U002421,product,P000075,direct,2026-01-30 20:53:38,33,0.6267
PV000040103,SES00018135,U003043,product,P000750,recommendation,2026-07-13 07:53:06,195,0.611
PV000040104,SES00011553,U002684,home,,direct,2025-09-17 12:09:30,214,0.9415
PV000040105,SES00012352,U000888,home,,search,2026-04-12 02:19:09,223,0.6322
PV000040106,SES00016771,U002649,home,,recommendation,2025-11-09 22:16:47,91,0.0769
PV000040107,SES00015699,U004209,search,,recommendation,2026-07-03 18:52:55,90,0.9924
PV000040108,SES00002839,U003980,cart,,search,2026-06-21 04:35:29,127,0.493
PV000040109,SES00016839,,checkout,,recommendation,2025-06-20 19:28:10,107,0.4465
PV000040110,SES00018929,U004949,category,,recommendation,2025-03-02 21:43:59,155,0.3271
PV000040111,SES00004695,U002531,category,,search,2025-09-14 14:48:45,17,0.7679
PV000040112,SES00003976,U001198,home,,direct,2026-04-22 17:08:25,197,0.1986
PV000040113,SES00003364,U000637,product,P000276,recommendation,2025-01-10 16:22:02,13,0.1677
PV000040114,SES00017022,U004506,home,,banner,2026-05-29 00:12:38,198,0.0483
PV000040115,SES00014537,U001706,category,,category,2026-04-07 08:42:01,181,0.7304
PV000040116,SES00013757,U001775,home,,recommendation,2025-08-15 02:23:13,139,0.1376
PV000040117,SES00008746,U000282,category,,recommendation,2026-02-11 00:02:45,103,0.8128
PV000040118,SES00002947,U000493,product,P000756,search,2026-02-17 20:42:55,175,0.2246
PV000040119,SES00010086,U003652,category,,category,2026-07-19 20:25:31,72,0.8449
PV000040120,SES00007735,U000164,product,P000323,recommendation,2026-06-02 03:55:01,58,0.1401
PV000040121,SES00008340,U003179,category,,category,2025-08-02 15:41:15,46,0.0137
PV000040122,SES00015286,U003682,search,,category,2025-05-04 22:15:56,44,0.1671
PV000040123,SES00013291,U001391,home,,category,2025-06-04 16:21:18,162,0.6412
PV000040124,SES00000580,U002462,home,,recommendation,2025-06-14 19:57:24,234,0.5458
PV000040125,SES00016070,U003481,product,P000042,category,2025-07-11 11:12:41,39,0.8266
PV000040126,SES00005134,U001480,product,P000745,direct,2025-11-05 11:11:43,61,0.477
PV000040127,SES00001444,U002449,category,,category,2026-01-02 22:39:43,4,0.2511
PV000040128,SES00007665,U002080,campaign,,category,2025-09-27 02:44:23,199,0.3921
PV000040129,SES00016383,U001940,campaign,,recommendation,2025-11-14 18:42:22,13,0.0656
PV000040130,SES00017631,U002521,product,P001339,category,2026-02-04 10:21:23,180,0.6332
PV000040131,SES00007573,,product,P001387,direct,2026-03-14 01:20:32,5,0.5013
PV000040132,SES00010149,U002195,cart,,search,2025-11-13 12:37:09,181,0.4351
PV000040133,SES00012309,U002514,product,P001077,category,2025-08-17 23:58:19,200,0.4492
PV000040134,SES00009989,U001481,search,,recommendation,2025-09-22 03:53:56,19,0.9206
PV000040135,SES00017370,U002872,product,P001429,recommendation,2026-06-05 06:44:00,137,0.8864
PV000040136,SES00005762,U002846,search,,category,2026-01-26 21:35:35,65,0.7568
PV000040137,SES00013357,U002798,home,,category,2025-04-26 07:50:50,74,0.0132
PV000040138,SES00008410,U001416,search,,recommendation,2026-01-07 13:48:21,235,0.6411
PV000040139,SES00007337,U001903,category,,recommendation,2025-11-04 09:14:19,114,0.0237
PV000040140,SES00019362,U003730,campaign,,recommendation,2026-02-11 11:30:12,212,0.9277
PV000040141,SES00011223,U001104,home,,category,2025-01-07 10:30:19,231,0.0624
PV000040142,SES00000753,U002294,category,,category,2025-01-24 21:00:09,54,0.9391
PV000040143,SES00009125,U000362,product,P000313,category,2026-07-03 11:28:29,21,0.1439
PV000040144,SES00000853,U003358,search,,category,2026-03-16 19:00:59,134,0.2559
PV000040145,SES00002500,U002646,search,,banner,2025-07-16 03:36:34,151,0.6385
PV000040146,SES00003517,U004753,product,P000551,search,2025-06-05 20:31:04,191,0.1704
PV000040147,SES00016970,U003055,cart,,search,2025-07-22 21:55:52,21,0.7619
PV000040148,SES00008930,U002098,product,P001172,recommendation,2025-07-25 05:21:39,180,0.4849
PV000040149,SES00019461,U003990,search,,banner,2026-05-31 01:16:02,227,0.8948
PV000040150,SES00001227,U003907,checkout,,recommendation,2026-05-02 23:40:55,49,0.5481
PV000040151,SES00004664,U000655,product,P000419,banner,2026-02-23 22:56:49,68,0.9122
PV000040152,SES00008211,U002381,category,,category,2025-04-14 23:58:29,68,0.7079
PV000040153,SES00001092,U002997,home,,recommendation,2025-12-17 07:49:48,64,0.5708
PV000040154,SES00007928,U002382,search,,direct,2025-01-29 05:58:28,127,0.1759
PV000040155,SES00012873,U004299,product,P000389,recommendation,2025-09-27 21:37:20,34,0.9539
PV000040156,SES00011318,U000598,search,,category,2026-04-27 17:52:32,39,0.915
PV000040157,SES00018291,U002674,home,,category,2025-08-31 20:30:00,64,0.9178
PV000040158,SES00012069,,campaign,,banner,2025-09-24 14:03:54,112,0.1042
PV000040159,SES00001862,U002835,product,P000304,banner,2025-08-24 22:02:15,103,0.6429
PV000040160,SES00000795,U001052,product,P000713,direct,2025-04-26 10:49:14,181,0.4398
PV000040161,SES00001688,U003540,home,,recommendation,2025-04-11 02:06:26,145,0.6993
PV000040162,SES00010643,U003867,campaign,,direct,2025-11-30 16:36:28,16,0.921
PV000040163,SES00014576,U001858,product,P000932,search,2026-07-08 03:26:49,39,0.1694
PV000040164,SES00001215,U003141,product,P000621,search,2025-04-18 11:54:39,187,0.3612
PV000040165,SES00015739,U001071,search,,recommendation,2025-05-28 18:19:24,54,0.6971
PV000040166,SES00013583,,search,,search,2026-08-20 22:41:26,55,0.9713
PV000040167,SES00017922,U004598,product,P001353,recommendation,2026-02-28 08:46:29,168,0.0633
PV000040168,SES00011143,U003631,checkout,,recommendation,2025-10-26 10:12:35,66,0.5001
PV000040169,SES00008153,,category,,recommendation,2026-04-07 03:58:49,39,0.7304
PV000040170,SES00010609,U003598,search,,recommendation,2026-01-30 17:54:47,221,0.0292
PV000040171,SES00007154,U001239,product,P001306,direct,2026-05-30 15:53:44,128,0.543
PV000040172,SES00016002,U002332,product,P000906,recommendation,2025-02-28 16:32:32,60,0.8012
PV000040173,SES00005795,,home,,category,2026-06-10 17:13:02,74,0.8998
PV000040174,SES00014580,U004465,campaign,,search,2026-08-18 19:32:06,237,0.9196
PV000040175,SES00000478,U002251,home,,category,2026-04-03 16:04:22,106,0.5723
PV000040176,SES00001603,U000633,home,,recommendation,2025-06-02 23:34:31,211,0.1516
PV000040177,SES00014219,U001971,search,,search,2025-02-26 16:07:12,128,0.5477
PV000040178,SES00016425,U002875,search,,direct,2025-06-01 02:11:17,67,0.4388
PV000040179,SES00006932,,product,P001409,recommendation,2026-07-11 12:27:51,231,0.1084
PV000040180,SES00002229,U003297,product,P000864,recommendation,2025-05-17 04:16:35,172,0.4287
PV000040181,SES00019550,U002200,category,,category,2025-08-18 10:25:14,76,0.333
PV000040182,SES00018091,U004510,home,,direct,2026-05-20 03:42:39,240,0.8503
PV000040183,SES00009349,U002435,product,P001114,banner,2025-09-01 13:51:06,9,0.6164
PV000040184,SES00001809,U004293,product,P000020,banner,2026-04-17 11:46:40,186,0.9569
PV000040185,SES00014460,,home,,search,2026-01-18 19:06:33,171,0.2658
PV000040186,SES00017746,,campaign,,direct,2026-05-03 15:45:29,196,0.1913
PV000040187,SES00004010,U002768,product,P000937,search,2025-03-27 09:49:43,10,0.5997
PV000040188,SES00014771,U003884,home,,recommendation,2025-10-30 11:30:10,165,0.1086
PV000040189,SES00013511,U000007,campaign,,direct,2026-06-15 21:23:08,65,0.9547
PV000040190,SES00012680,U003913,search,,banner,2025-11-03 05:51:32,36,0.523
PV000040191,SES00002143,U003004,product,P001449,category,2025-07-28 01:11:54,98,0.6989
PV000040192,SES00002336,U002645,cart,,direct,2025-08-30 23:46:15,54,0.0096
PV000040193,SES00013635,U004615,product,P000848,banner,2026-02-23 13:33:32,4,0.6082
PV000040194,SES00010307,U000667,product,P000278,category,2025-08-13 05:19:16,69,0.905
PV000040195,SES00011515,U000819,category,,recommendation,2025-11-07 16:53:46,106,0.0227
PV000040196,SES00002835,U003847,campaign,,recommendation,2026-03-10 15:20:24,39,0.6625
PV000040197,SES00008069,U004894,product,P001227,category,2025-09-12 06:48:04,31,0.8835
PV000040198,SES00005076,U002986,cart,,recommendation,2025-05-11 02:36:44,19,0.1966
PV000040199,SES00012857,U002056,campaign,,banner,2025-06-03 17:43:46,90,0.4684
PV000040200,SES00002668,U002139,cart,,category,2025-03-02 22:54:55,137,0.1037
PV000040201,SES00012441,U000759,home,,search,2025-09-18 20:44:41,75,0.9864
PV000040202,SES00013792,U000837,product,P001214,search,2025-08-01 23:31:06,178,0.7335
PV000040203,SES00008514,U000290,product,P001330,category,2025-08-12 21:45:34,40,0.2747
PV000040204,SES00005415,U002829,category,,recommendation,2025-02-03 13:24:42,195,0.7922
PV000040205,SES00013785,U001124,home,,recommendation,2026-08-09 12:58:16,78,0.1438
PV000040206,SES00016364,U002866,cart,,banner,2026-03-30 19:15:20,207,0.8965
PV000040207,SES00019424,U004421,product,P000070,recommendation,2025-03-29 00:13:11,19,0.6382
PV000040208,SES00019905,U003887,product,P000703,category,2025-04-27 07:02:19,108,0.2284
PV000040209,SES00004445,U003877,home,,category,2026-05-01 05:38:51,119,0.5507
PV000040210,SES00000155,U004577,product,P000134,category,2026-02-17 07:36:44,72,0.1647
PV000040211,SES00011121,U002920,product,P000398,category,2025-07-28 02:42:59,60,0.7132
PV000040212,SES00018728,,product,P001060,search,2025-01-30 18:53:39,11,0.3755
PV000040213,SES00015210,U000317,product,P001260,search,2025-01-11 01:26:04,233,0.2836
PV000040214,SES00010709,U003950,campaign,,banner,2026-08-16 10:00:57,177,0.222
PV000040215,SES00000792,,cart,,category,2026-01-15 03:14:31,150,0.2196
PV000040216,SES00019766,U002245,product,P001233,banner,2026-02-26 22:01:44,112,0.6181
PV000040217,SES00004762,U002345,home,,recommendation,2026-02-05 03:24:28,12,0.8496
PV000040218,SES00009042,U003834,home,,banner,2025-04-08 17:24:29,195,0.1818
PV000040219,SES00019963,U004588,product,P001069,recommendation,2026-03-11 16:20:02,80,0.9064
PV000040220,SES00012066,U003367,product,P000151,recommendation,2025-01-09 10:13:17,152,0.7271
PV000040221,SES00016777,U000817,home,,search,2025-03-25 13:01:49,169,0.1146
PV000040222,SES00009322,U001690,search,,category,2025-02-26 18:01:28,177,0.8717
PV000040223,SES00016442,U004777,search,,recommendation,2026-02-24 00:37:55,17,0.6257
PV000040224,SES00003019,,home,,recommendation,2025-04-04 05:38:15,220,0.4323
PV000040225,SES00009140,U004789,campaign,,category,2026-06-16 14:25:41,97,0.0743
PV000040226,SES00017029,U003534,category,,search,2026-01-02 20:41:25,119,0.8125
PV000040227,SES00016132,U001132,product,P000048,banner,2026-08-15 18:41:06,88,0.3638
PV000040228,SES00019885,U001126,home,,banner,2026-03-17 02:56:20,197,0.5038
PV000040229,SES00002858,U000258,product,P000312,category,2025-10-06 10:42:41,174,0.6025
PV000040230,SES00010925,U001376,home,,category,2025-11-11 23:41:13,37,0.8771
PV000040231,SES00015361,,search,,search,2026-07-12 18:26:27,44,0.3875
PV000040232,SES00017496,U000883,checkout,,search,2025-02-05 00:23:26,147,0.5035
PV000040233,SES00009288,,search,,category,2026-04-24 09:53:56,85,0.7667
PV000040234,SES00001353,U001804,search,,recommendation,2026-03-19 10:13:29,50,0.1537
PV000040235,SES00019784,U004272,search,,category,2025-03-14 17:43:00,103,0.1555
PV000040236,SES00018032,U004108,product,P000619,recommendation,2026-01-28 20:35:49,177,0.5797
PV000040237,SES00002496,U001262,cart,,recommendation,2026-05-28 20:21:37,180,0.2093
PV000040238,SES00006563,U002294,home,,search,2026-01-06 05:47:47,182,0.8104
PV000040239,SES00017176,U000476,product,P001079,direct,2026-02-15 14:53:16,216,0.6447
PV000040240,SES00009710,U003832,search,,search,2025-12-31 17:04:11,239,0.3569
PV000040241,SES00012538,U000024,category,,recommendation,2025-02-24 11:59:03,46,0.2015
PV000040242,SES00000460,U000315,category,,recommendation,2026-06-19 00:20:15,171,0.6449
PV000040243,SES00014906,U001114,category,,category,2026-02-12 03:18:35,39,0.6155
PV000040244,SES00009107,U000035,cart,,recommendation,2026-06-12 03:19:08,89,0.1535
PV000040245,SES00004685,U002548,checkout,,search,2025-09-18 13:44:16,238,0.1653
PV000040246,SES00015842,U003868,product,P000142,category,2026-02-10 07:15:42,125,0.0365
PV000040247,SES00017057,U003272,home,,banner,2026-06-28 11:10:38,213,0.798
PV000040248,SES00006955,U003799,home,,category,2025-06-27 13:21:28,205,0.5001
PV000040249,SES00006739,U001348,product,P000234,category,2025-04-13 20:45:31,121,0.3023
PV000040250,SES00006295,U001102,cart,,recommendation,2025-09-10 04:21:55,118,0.6104
PV000040251,SES00019271,U001654,category,,banner,2025-08-28 13:02:32,200,0.5372
PV000040252,SES00009268,U003280,search,,category,2025-05-18 08:04:44,99,0.3497
PV000040253,SES00010924,U000953,product,P000380,direct,2025-03-29 09:01:43,161,0.8578
PV000040254,SES00014042,U003843,home,,recommendation,2026-01-05 01:57:39,83,0.015
PV000040255,SES00014173,U004507,campaign,,recommendation,2026-08-04 05:01:08,7,0.6538
PV000040256,SES00017684,U002851,product,P000457,banner,2026-07-15 19:13:03,185,0.7676
PV000040257,SES00009202,U003614,search,,recommendation,2025-10-20 23:07:59,52,0.2955
PV000040258,SES00002284,U001990,category,,recommendation,2025-12-27 03:38:32,125,0.7934
PV000040259,SES00019421,U002085,home,,recommendation,2025-12-26 05:21:11,82,0.753
PV000040260,SES00006720,U002870,category,,recommendation,2025-10-11 15:18:59,8,0.9328
PV000040261,SES00002277,U000784,home,,recommendation,2026-06-25 18:35:45,41,0.131
PV000040262,SES00005626,U000903,search,,banner,2026-06-12 10:04:55,13,0.8928
PV000040263,SES00013881,U003917,campaign,,recommendation,2025-09-06 13:44:37,26,0.6319
PV000040264,SES00001939,,category,,recommendation,2025-07-31 11:21:42,160,0.0943
PV000040265,SES00016477,U000936,product,P001380,recommendation,2025-12-14 12:03:10,97,0.8135
PV000040266,SES00008889,U002206,home,,category,2025-08-03 13:55:13,96,0.0263
PV000040267,SES00007222,U003696,category,,direct,2025-01-14 17:20:08,90,0.0111
PV000040268,SES00003295,U004619,search,,search,2025-03-31 05:17:12,140,0.5318
PV000040269,SES00010104,U003288,product,P000673,direct,2026-04-04 12:24:09,16,0.0773
PV000040270,SES00019422,U004018,product,P001446,category,2026-08-15 04:46:34,141,0.6033
PV000040271,SES00007318,U000268,home,,search,2025-02-10 23:39:44,129,0.6667
PV000040272,SES00009777,,product,P000772,recommendation,2025-05-23 05:43:02,33,0.3456
PV000040273,SES00008746,U000282,product,P000685,category,2026-02-11 00:04:18,110,0.2344
PV000040274,SES00015709,U003343,category,,recommendation,2026-04-14 22:06:22,208,0.2883
PV000040275,SES00016233,U001627,category,,banner,2025-10-11 16:20:42,168,0.578
PV000040276,SES00007376,U003612,product,P000023,recommendation,2025-12-06 22:47:01,228,0.2115
PV000040277,SES00011024,U001432,home,,search,2026-08-18 04:45:27,83,0.1639
PV000040278,SES00010520,,product,P000996,direct,2025-03-28 10:09:52,42,0.6887
PV000040279,SES00003516,U003964,search,,search,2025-08-29 10:06:17,40,0.2204
PV000040280,SES00017646,,search,,category,2025-05-30 16:35:46,128,0.6178
PV000040281,SES00005075,U003332,product,P000931,recommendation,2025-03-21 11:05:03,77,0.9268
PV000040282,SES00017037,U003148,campaign,,category,2025-01-16 13:12:07,185,0.748
PV000040283,SES00000988,U000169,category,,search,2025-11-20 08:15:06,191,0.4551
PV000040284,SES00015072,U002770,search,,category,2025-08-26 14:06:19,76,0.0946
PV000040285,SES00006388,U000851,campaign,,category,2026-01-04 01:57:34,64,0.999
PV000040286,SES00013026,U003970,product,P000197,recommendation,2025-07-11 15:19:50,123,0.3486
PV000040287,SES00005910,U002899,product,P000328,banner,2025-11-21 06:01:18,149,0.4027
PV000040288,SES00010622,U001094,product,P000100,recommendation,2026-04-04 07:56:38,43,0.636
PV000040289,SES00019426,U004391,product,P000181,recommendation,2025-08-05 22:06:41,22,0.2959
PV000040290,SES00019340,U000293,home,,search,2026-04-17 11:22:49,199,0.6879
PV000040291,SES00013748,U002383,product,P000713,direct,2025-03-06 02:13:11,134,0.5157
PV000040292,SES00011053,U003100,category,,recommendation,2025-12-07 23:46:08,219,0.6869
PV000040293,SES00005666,U004199,product,P001401,search,2025-09-09 15:18:36,199,0.5866
PV000040294,SES00005830,U004818,product,P000481,category,2025-03-31 10:14:31,175,0.87
PV000040295,SES00013356,U005000,product,P001018,recommendation,2025-01-27 23:23:36,157,0.2333
PV000040296,SES00009931,U003736,home,,recommendation,2025-03-20 19:04:24,139,0.0874
PV000040297,SES00000416,U002648,search,,search,2025-11-22 07:48:42,8,0.9557
PV000040298,SES00002510,U003924,product,P000123,recommendation,2025-12-26 21:39:22,51,0.2008
PV000040299,SES00010395,,search,,recommendation,2025-07-24 01:45:39,4,0.2895
PV000040300,SES00012732,U004390,product,P000445,recommendation,2026-06-30 21:21:14,80,0.8777
PV000040301,SES00011034,U003292,checkout,,banner,2026-01-29 18:14:17,132,0.2617
PV000040302,SES00014412,U002218,category,,search,2025-09-10 21:26:14,48,0.5357
PV000040303,SES00013399,U001997,campaign,,banner,2025-10-01 04:23:28,182,0.3306
PV000040304,SES00003334,U004397,category,,banner,2025-08-30 16:02:26,93,0.431
PV000040305,SES00015432,U000016,search,,search,2025-12-22 00:18:36,62,0.0658
PV000040306,SES00003893,U001996,category,,category,2026-05-10 12:26:40,78,0.5685
PV000040307,SES00002892,,home,,category,2025-11-15 16:30:33,31,0.7461
PV000040308,SES00002117,U003561,product,P001133,search,2026-02-04 02:11:23,165,0.6896
PV000040309,SES00007488,U000016,product,P000838,recommendation,2025-01-22 05:27:22,72,0.2222
PV000040310,SES00016440,U002317,category,,recommendation,2025-03-26 12:02:11,55,0.0985
PV000040311,SES00008140,U001316,cart,,recommendation,2026-07-22 05:14:08,119,0.4524
PV000040312,SES00015728,U001580,product,P000673,search,2025-08-30 23:26:05,189,0.8164
PV000040313,SES00018828,U001325,home,,recommendation,2026-05-01 01:03:47,129,0.2319
PV000040314,SES00018688,,category,,search,2025-07-29 23:49:17,75,0.2981
PV000040315,SES00009280,U003920,home,,recommendation,2026-06-18 18:55:40,90,0.3231
PV000040316,SES00013813,U002188,search,,recommendation,2025-04-26 11:15:32,21,0.5232
PV000040317,SES00018941,,product,P000823,recommendation,2025-02-21 18:32:15,25,0.6051
PV000040318,SES00001635,U002275,product,P001149,direct,2026-03-08 18:35:00,221,0.5969
PV000040319,SES00008259,U004453,product,P001027,search,2025-05-29 07:45:57,86,0.1398
PV000040320,SES00012553,U002610,product,P001488,search,2025-12-27 00:38:40,165,0.2463
PV000040321,SES00011177,U002366,campaign,,search,2025-12-06 14:18:50,96,0.5746
PV000040322,SES00017171,U002984,campaign,,category,2025-10-01 13:52:54,134,0.0971
PV000040323,SES00004368,U003223,product,P001033,category,2026-03-12 12:27:52,236,0.9831
PV000040324,SES00007304,U001672,product,P000090,recommendation,2025-06-12 10:31:05,55,0.8184
PV000040325,SES00009015,U004011,product,P001416,search,2025-09-21 15:48:19,198,0.9585
PV000040326,SES00019876,U001402,product,P000032,recommendation,2025-09-27 09:25:08,11,0.5789
PV000040327,SES00008678,,home,,banner,2025-11-05 13:10:58,230,0.6193
PV000040328,SES00014969,U000342,campaign,,category,2025-07-13 16:25:33,60,0.2126
PV000040329,SES00018881,U001860,product,P001007,category,2026-03-13 05:01:02,222,0.2592
PV000040330,SES00008032,U000532,campaign,,category,2025-02-04 22:36:01,205,0.9408
PV000040331,SES00008116,U003113,product,P000779,recommendation,2026-03-01 22:50:30,138,0.9977
PV000040332,SES00008562,U003937,home,,search,2025-01-06 22:07:19,167,0.1716
PV000040333,SES00009974,U003921,checkout,,search,2025-02-15 01:48:54,66,0.4325
PV000040334,SES00007611,U002412,category,,banner,2026-07-20 22:34:33,202,0.1429
PV000040335,SES00005372,U001954,search,,banner,2025-08-17 15:44:58,164,0.3811
PV000040336,SES00013477,,cart,,direct,2026-07-22 22:33:50,162,0.8805
PV000040337,SES00017943,U003809,product,P000160,recommendation,2026-07-02 18:01:40,225,0.9896
PV000040338,SES00009638,U001248,category,,category,2026-06-10 18:50:08,99,0.7667
PV000040339,SES00000603,,cart,,recommendation,2026-03-13 07:40:39,49,0.4572
PV000040340,SES00016604,U000438,category,,banner,2026-05-16 12:14:35,129,0.952
PV000040341,SES00002104,U004736,cart,,search,2025-05-17 04:24:07,181,0.9045
PV000040342,SES00018125,U003662,product,P001490,recommendation,2025-08-26 03:18:48,133,0.1936
PV000040343,SES00017832,,campaign,,direct,2025-02-05 09:09:40,113,0.0322
PV000040344,SES00001419,U001581,search,,search,2025-09-25 23:26:37,160,0.7752
PV000040345,SES00018033,U000014,home,,search,2025-08-18 14:41:32,51,0.0807
PV000040346,SES00018506,U000900,cart,,category,2025-04-23 19:49:04,149,0.2534
PV000040347,SES00019228,U000489,product,P000557,category,2025-03-19 12:56:18,30,0.5077
PV000040348,SES00018046,U003006,category,,search,2025-05-18 05:04:48,226,0.1271
PV000040349,SES00018594,U002581,cart,,category,2025-12-06 19:24:07,42,0.485
PV000040350,SES00001490,U004137,product,P001214,banner,2025-12-18 23:33:26,127,0.9667
PV000040351,SES00003371,U001791,product,P001417,recommendation,2025-09-14 03:17:04,36,0.77
PV000040352,SES00001072,U002127,campaign,,recommendation,2025-12-23 17:36:52,95,0.3268
PV000040353,SES00005465,U000015,product,P000005,recommendation,2026-01-16 18:54:43,231,0.9808
PV000040354,SES00001005,U000513,search,,recommendation,2026-02-17 09:06:30,236,0.9063
PV000040355,SES00011681,U003974,product,P000891,recommendation,2026-01-29 04:32:46,210,0.195
PV000040356,SES00000040,U001105,search,,banner,2026-06-12 13:30:55,40,0.2825
PV000040357,SES00006620,U004137,product,P000411,category,2026-04-07 15:48:21,198,0.3041
PV000040358,SES00005019,U003441,product,P000999,category,2025-09-30 04:42:17,103,0.345
PV000040359,SES00019272,U001918,cart,,category,2025-10-29 13:14:35,45,0.122
PV000040360,SES00001475,U004495,product,P000700,search,2026-04-28 11:19:47,10,0.0761
PV000040361,SES00003117,U001522,campaign,,search,2025-06-29 07:35:56,83,0.3562
PV000040362,SES00009383,U004723,product,P000010,banner,2025-03-26 18:49:12,67,0.0018
PV000040363,SES00001409,U004582,product,P001136,recommendation,2025-09-29 08:47:06,21,0.739
PV000040364,SES00000120,U003702,home,,search,2026-05-25 12:31:50,215,0.2055
PV000040365,SES00001403,U003517,category,,recommendation,2026-01-03 02:19:43,240,0.4205
PV000040366,SES00013645,U003399,home,,recommendation,2025-07-01 21:23:55,25,0.7785
PV000040367,SES00012287,,product,P000584,category,2025-03-08 13:40:11,83,0.2931
PV000040368,SES00002062,U001981,category,,direct,2025-06-18 15:13:07,67,0.8985
PV000040369,SES00013775,U001434,home,,direct,2025-09-02 04:32:16,18,0.2803
PV000040370,SES00018124,U000031,product,P000883,banner,2025-05-31 21:15:54,118,0.8506
PV000040371,SES00010391,U002257,category,,banner,2026-01-04 09:41:36,205,0.4159
PV000040372,SES00012647,U001121,category,,direct,2025-08-15 17:07:23,230,0.3584
PV000040373,SES00011006,U003197,search,,search,2026-07-11 17:22:03,120,0.0653
PV000040374,SES00018230,U001115,category,,search,2025-06-22 16:24:14,169,0.0709
PV000040375,SES00019489,U001455,product,P001450,category,2026-01-06 05:17:15,42,0.5403
PV000040376,SES00007544,U003941,search,,banner,2026-06-10 23:06:04,11,0.5637
PV000040377,SES00018303,U000152,product,P000915,recommendation,2025-01-24 11:01:23,209,0.4691
PV000040378,SES00002651,,checkout,,recommendation,2026-04-25 01:31:30,133,0.4863
PV000040379,SES00015259,U001862,home,,recommendation,2026-06-21 12:36:40,224,0.4136
PV000040380,SES00018721,,search,,search,2025-02-09 14:31:42,211,0.4937
PV000040381,SES00016172,U002321,product,P000943,category,2026-07-13 08:58:54,43,0.8556
PV000040382,SES00001228,U001650,campaign,,search,2026-03-04 11:35:07,207,0.1423
PV000040383,SES00008837,U001595,campaign,,banner,2025-09-27 19:50:13,24,0.5698
PV000040384,SES00008596,U000952,search,,search,2026-02-13 20:57:58,91,0.3841
PV000040385,SES00009978,U003239,home,,search,2026-01-03 18:29:06,100,0.7185
PV000040386,SES00016369,U001308,home,,recommendation,2026-02-15 20:44:53,182,0.091
PV000040387,SES00001794,U003260,search,,banner,2025-06-09 23:17:36,48,0.8371
PV000040388,SES00003014,U004453,product,P001232,banner,2025-03-13 21:10:53,175,0.1565
PV000040389,SES00015440,U004157,product,P000377,recommendation,2025-10-08 06:21:43,80,0.4462
PV000040390,SES00006559,U004468,cart,,category,2025-10-18 01:42:43,185,0.2805
PV000040391,SES00004810,,category,,category,2025-03-19 02:04:24,131,0.0014
PV000040392,SES00002533,U000853,category,,recommendation,2025-08-01 09:12:11,237,0.7653
PV000040393,SES00003051,U001129,search,,search,2026-05-10 15:15:28,223,0.3258
PV000040394,SES00015675,U003982,product,P000476,recommendation,2025-11-04 23:51:08,174,0.3354
PV000040395,SES00011611,U002103,home,,search,2025-07-19 20:13:02,57,0.2607
PV000040396,SES00000341,U001772,home,,search,2025-11-06 23:27:43,145,0.2789
PV000040397,SES00011116,U002312,category,,banner,2025-12-17 12:34:39,228,0.1889
PV000040398,SES00010745,U002090,product,P000602,search,2025-12-10 14:03:37,28,0.7747
PV000040399,SES00005519,U004817,category,,category,2025-05-29 04:52:27,177,0.9342
PV000040400,SES00013336,,product,P001087,search,2025-02-28 01:20:40,150,0.0242
PV000040401,SES00002691,U001766,product,P000039,direct,2025-10-02 12:16:40,92,0.5865
PV000040402,SES00010998,U004676,checkout,,category,2025-11-26 18:35:23,128,0.0786
PV000040403,SES00011443,U004764,campaign,,direct,2025-07-29 11:13:31,169,0.8142
PV000040404,SES00010475,U004319,home,,recommendation,2025-11-15 13:33:14,63,0.7134
