cart_item_id,cart_id,sku_id,quantity,unit_price,added_at,selected
CI00009651,CART0001819,SKU0002636,2,1877.61,2025-04-23 17:44:18,1
CI00009652,CART0002035,SKU0000328,3,2136.3,2024-12-14 01:07:54,1
CI00009653,CART0004619,SKU0000277,2,1659.26,2026-03-21 12:15:12,1
CI00009654,CART0005172,SKU0002034,2,1155.25,2025-03-18 12:20:52,1
CI00009655,CART0005231,SKU0002958,4,1692.57,2026-06-29 22:51:33,1
CI00009656,CART0004516,SKU0000886,1,19.23,2025-10-12 02:47:58,1
CI00009657,CART0000675,SKU0002459,1,375.93,2026-01-20 14:34:29,1
CI00009658,CART0002654,SKU0000219,2,1779.89,2026-07-20 04:46:22,1
CI00009659,CART0004786,SKU0002190,2,1017.77,2025-08-08 06:38:20,1
CI00009660,CART0000081,SKU0002830,4,1771.15,2025-04-24 08:55:31,1
CI00009661,CART0002715,SKU0002018,4,3222.17,2025-07-05 08:18:35,1
CI00009662,CART0004159,SKU0002052,1,2214.26,2026-02-22 20:19:33,0
CI00009663,CART0003939,SKU0001920,3,133.62,2025-07-11 05:01:24,1
CI00009664,CART0005016,SKU0000229,1,2466.6,2026-03-23 04:08:07,1
CI00009665,CART0003659,SKU0000985,1,1738.05,2026-01-17 19:49:48,0
CI00009666,CART0000596,SKU0002567,3,3068.49,2025-07-11 19:35:36,0
CI00009667,CART0003469,SKU0002050,2,788.04,2025-11-26 02:04:39,0
CI00009668,CART0000621,SKU0001140,1,1022.53,2026-03-22 06:34:56,0
CI00009669,CART0004812,SKU0001587,1,1922.8,2025-04-01 20:16:00,1
CI00009670,CART0002261,SKU0002699,4,3013.15,2026-01-11 14:43:34,1
CI00009671,CART0001701,SKU0002023,4,579.17,2025-10-02 18:06:53,0
CI00009672,CART0001794,SKU0001717,3,3130.62,2025-04-24 12:22:33,0
CI00009673,CART0001150,SKU0001709,4,2093.19,2026-03-26 06:47:25,1
CI00009674,CART0001035,SKU0000996,4,340.17,2025-12-20 05:51:56,1
CI00009675,CART0002954,SKU0000353,2,1971.27,2025-08-22 18:24:53,1
CI00009676,CART0003155,SKU0002425,1,1737.15,2025-04-12 13:13:56,0
CI00009677,CART0005115,SKU0000446,3,2588.54,2026-05-10 22:14:38,1
CI00009678,CART0001419,SKU0000402,2,2641.09,2025-05-27 18:57:32,0
CI00009679,CART0001140,SKU0000028,1,2895.89,2025-12-15 06:27:01,0
CI00009680,CART0004005,SKU0001475,3,1017.47,2025-12-23 10:47:10,0
CI00009681,CART0004646,SKU0001051,2,1087.27,2025-12-05 10:45:12,1
CI00009682,CART0001984,SKU0001153,2,1958.44,2026-07-29 10:20:31,1
CI00009683,CART0001350,SKU0002771,1,3286.59,2025-06-06 16:25:26,1
CI00009684,CART0004464,SKU0002644,2,870.78,2025-05-03 09:40:57,1
CI00009685,CART0002176,SKU0000034,4,1458.46,2026-07-29 22:02:07,0
CI00009686,CART0002749,SKU0002705,3,1976.06,2025-10-12 03:32:16,1
CI00009687,CART0002868,SKU0000706,1,866.55,2026-07-03 15:20:15,1
CI00009688,CART0004231,SKU0001684,2,2386.95,2025-08-14 03:06:41,1
CI00009689,CART0004767,SKU0000356,2,3297.15,2025-06-11 19:43:23,1
CI00009690,CART0003463,SKU0000013,2,281.26,2025-07-28 22:57:33,1
CI00009691,CART0004178,SKU0001870,1,2163.1,2025-08-17 03:48:50,0
CI00009692,CART0000510,SKU0001360,4,2020.32,2026-05-04 07:38:57,1
CI00009693,CART0002843,SKU0000423,3,1973.43,2025-12-12 18:46:59,1
CI00009694,CART0000159,SKU0000359,3,1414.99,2025-04-06 01:44:21,1
CI00009695,CART0003059,SKU0002906,3,1637.1,2025-07-14 07:49:03,0
CI00009696,CART0001048,SKU0000756,3,666.65,2026-01-17 15:28:04,1
CI00009697,CART0005852,SKU0001782,4,19.16,2024-12-19 20:26:32,0
CI00009698,CART0001850,SKU0001386,2,696.5,2025-09-05 07:15:29,1
CI00009699,CART0003951,SKU0002755,2,686.68,2025-08-06 02:42:36,1
CI00009700,CART0005014,SKU0001686,4,2809.81,2025-02-02 03:15:49,1
CI00009701,CART0001932,SKU0000389,4,1007.55,2025-09-11 13:44:31,0
CI00009702,CART0000691,SKU0000139,4,2584.37,2025-01-25 13:15:13,0
CI00009703,CART0003096,SKU0000035,3,2307.16,2026-07-21 14:10:40,1
CI00009704,CART0000054,SKU0001006,3,2406.5,2026-01-15 23:01:31,1
CI00009705,CART0005207,SKU0002559,4,93.21,2025-07-05 19:31:28,0
CI00009706,CART0005999,SKU0000574,4,2432.97,2025-06-08 04:02:31,0
CI00009707,CART0001696,SKU0002457,3,1214.93,2026-04-23 11:50:10,1
CI00009708,CART0003567,SKU0001568,4,1639.87,2026-04-15 04:16:17,1
CI00009709,CART0002167,SKU0000189,1,1877.22,2025-06-07 04:08:00,1
CI00009710,CART0005227,SKU0001166,4,2744.13,2025-12-06 12:29:04,1
CI00009711,CART0001104,SKU0001873,1,509.97,2024-12-25 19:22:35,1
CI00009712,CART0004149,SKU0002588,2,92.91,2026-06-12 04:10:30,1
CI00009713,CART0003145,SKU0001624,4,1902.3,2025-02-25 20:00:28,0
CI00009714,CART0005735,SKU0000778,3,391.98,2026-07-01 12:03:26,0
CI00009715,CART0004779,SKU0000821,3,1751.71,2026-01-03 02:34:11,1
CI00009716,CART0003811,SKU0001402,1,1614.69,2026-01-06 12:34:50,1
CI00009717,CART0004852,SKU0001813,4,110.38,2026-02-19 23:04:59,1
CI00009718,CART0000445,SKU0001959,4,1204.61,2025-07-12 22:29:55,0
CI00009719,CART0004916,SKU0000963,2,316.63,2026-07-20 02:26:02,1
CI00009720,CART0004385,SKU0002513,3,1840.94,2026-03-02 05:36:09,1
CI00009721,CART0002146,SKU0001731,2,3071.64,2025-03-16 00:42:00,1
CI00009722,CART0001094,SKU0002806,4,440.81,2025-10-07 12:47:31,0
CI00009723,CART0003745,SKU0002975,3,684.35,2026-08-02 21:24:44,1
CI00009724,CART0004517,SKU0002975,4,684.35,2025-06-28 11:00:23,1
CI00009725,CART0005803,SKU0002312,3,1750.09,2025-10-01 01:48:36,1
CI00009726,CART0001780,SKU0002293,4,1688.94,2025-10-26 15:03:43,1
CI00009727,CART0004998,SKU0000821,3,1751.71,2025-09-10 11:23:53,1
CI00009728,CART0004009,SKU0001883,3,2446.95,2025-01-31 12:52:50,1
CI00009729,CART0002266,SKU0002482,3,1403.22,2026-01-31 12:02:12,1
CI00009730,CART0005731,SKU0000319,1,1214.26,2025-06-13 18:36:53,1
CI00009731,CART0005105,SKU0001695,3,2950.88,2026-04-12 07:55:29,1
CI00009732,CART0003439,SKU0000338,1,33.02,2026-03-02 18:36:34,1
CI00009733,CART0005414,SKU0002981,4,416.94,2025-12-05 01:26:29,1
CI00009734,CART0005966,SKU0002817,1,1881.4,2025-10-08 18:36:34,1
CI00009735,CART0002939,SKU0001480,3,29.92,2025-04-14 11:26:33,1
CI00009736,CART0000287,SKU0002126,4,1750.1,2025-05-07 09:40:56,1
CI00009737,CART0001859,SKU0001759,3,2544.62,2025-01-13 19:00:07,1
CI00009738,CART0003389,SKU0002468,3,1586.82,2025-04-06 20:53:24,0
CI00009739,CART0000964,SKU0002445,2,2822.06,2025-11-28 09:58:13,0
CI00009740,CART0000508,SKU0002218,2,219.69,2026-02-26 13:47:06,1
CI00009741,CART0004167,SKU0001930,3,1430.74,2025-11-21 17:59:34,0
CI00009742,CART0004506,SKU0001573,3,629.27,2025-10-22 20:46:44,1
CI00009743,CART0005924,SKU0000848,4,1232.25,2026-07-23 01:06:15,1
CI00009744,CART0000673,SKU0001522,2,2163.9,2026-07-20 10:38:13,0
CI00009745,CART0005702,SKU0002938,4,1737.48,2025-07-09 09:48:41,1
CI00009746,CART0004829,SKU0001625,4,1307.81,2026-05-13 19:19:00,1
CI00009747,CART0000880,SKU0001717,1,3130.62,2026-08-01 21:23:05,1
CI00009748,CART0004680,SKU0002989,1,468.24,2025-12-18 02:30:22,1
CI00009749,CART0004221,SKU0001032,3,1023.69,2025-12-06 23:24:16,1
CI00009750,CART0001969,SKU0002477,1,2780.76,2025-10-21 01:01:06,1
CI00009751,CART0002027,SKU0002557,4,623.01,2025-03-03 09:43:55,1
CI00009752,CART0005487,SKU0002642,2,2479.76,2025-01-22 10:55:56,1
CI00009753,CART0004109,SKU0000054,4,1251.83,2025-06-03 10:46:07,1
CI00009754,CART0005399,SKU0002172,4,2051.87,2025-04-25 21:21:40,1
CI00009755,CART0001950,SKU0000273,3,1483.24,2025-11-20 06:37:35,0
CI00009756,CART0001103,SKU0002206,4,831.56,2025-11-02 00:14:57,1
CI00009757,CART0003575,SKU0001562,3,126.58,2025-11-27 10:35:28,0
CI00009758,CART0001043,SKU0000857,1,2765.76,2025-08-11 10:11:11,1
CI00009759,CART0002653,SKU0002064,2,1458.76,2026-01-21 17:32:47,1
CI00009760,CART0000111,SKU0000788,2,1187.13,2026-05-05 13:14:14,0
CI00009761,CART0004824,SKU0002427,1,1213.39,2025-06-18 16:47:52,0
CI00009762,CART0005411,SKU0001519,2,1193.89,2025-08-31 12:37:24,0
CI00009763,CART0000684,SKU0001220,4,399.29,2025-11-26 14:54:44,0
CI00009764,CART0005645,SKU0000845,4,614.61,2025-07-27 13:32:09,1
CI00009765,CART0004527,SKU0000677,3,2657.92,2026-01-31 20:57:40,0
CI00009766,CART0001493,SKU0001969,2,1478.8,2025-01-12 20:26:09,0
CI00009767,CART0001591,SKU0002522,3,2747.15,2025-05-06 13:05:41,0
CI00009768,CART0003540,SKU0002341,2,2586.49,2025-01-11 05:43:50,1
CI00009769,CART0004794,SKU0001840,2,854.07,2026-04-19 06:07:35,1
CI00009770,CART0003899,SKU0002455,3,972.16,2026-02-17 09:41:23,1
CI00009771,CART0001547,SKU0000906,4,413.52,2025-07-28 07:32:27,1
CI00009772,CART0002752,SKU0002920,1,1931.98,2025-07-06 05:35:23,1
CI00009773,CART0003652,SKU0002347,4,2539.09,2025-09-06 10:11:04,1
CI00009774,CART0003979,SKU0001275,3,1277.83,2026-03-29 09:58:28,1
CI00009775,CART0003487,SKU0002468,1,1586.82,2025-07-28 09:26:36,1
CI00009776,CART0004570,SKU0002220,3,1044.42,2025-08-06 13:32:36,0
CI00009777,CART0001117,SKU0001701,4,1232.56,2025-07-16 10:41:16,0
CI00009778,CART0005819,SKU0001855,4,1215.79,2025-03-26 04:45:07,0
CI00009779,CART0002160,SKU0002908,1,1349.22,2025-08-02 02:56:18,1
CI00009780,CART0004981,SKU0002067,3,1672.13,2025-06-30 02:50:46,1
CI00009781,CART0002009,SKU0002986,4,821.57,2026-02-05 09:02:58,1
CI00009782,CART0002013,SKU0000252,3,977.28,2026-01-23 03:42:58,0
CI00009783,CART0005785,SKU0002083,3,2840.86,2025-07-18 09:54:30,0
CI00009784,CART0001564,SKU0002476,1,1980.24,2025-10-29 01:33:23,1
CI00009785,CART0001201,SKU0000752,4,2034.49,2025-06-16 07:21:10,0
CI00009786,CART0002088,SKU0000867,4,386.05,2026-01-16 10:22:35,0
CI00009787,CART0004136,SKU0001248,4,645.14,2026-07-30 22:55:59,1
CI00009788,CART0003583,SKU0002729,1,1727.86,2025-08-21 06:35:56,0
CI00009789,CART0002031,SKU0000179,4,1178.92,2026-01-01 20:59:43,1
CI00009790,CART0003295,SKU0002860,2,601.4,2025-08-18 00:14:16,1
CI00009791,CART0003548,SKU0000876,3,106.88,2025-12-30 03:54:02,1
CI00009792,CART0005365,SKU0000598,1,2229.98,2025-12-12 09:08:02,1
CI00009793,CART0001230,SKU0001640,3,2891.22,2026-07-22 07:36:17,1
CI00009794,CART0004433,SKU0001257,4,1054.23,2025-12-12 07:11:47,1
CI00009795,CART0005326,SKU0001184,1,2472.97,2025-12-12 10:09:36,1
CI00009796,CART0002136,SKU0001818,1,599.12,2025-09-21 17:56:53,1
CI00009797,CART0004873,SKU0000168,1,2785.24,2025-02-06 01:40:53,1
CI00009798,CART0003898,SKU0001485,3,2222.43,2025-02-02 17:33:00,0
CI00009799,CART0005723,SKU0001835,3,2016.51,2025-02-07 00:04:53,1
CI00009800,CART0002255,SKU0001901,3,692.98,2025-05-27 13:51:40,1
CI00009801,CART0004407,SKU0001004,3,1897.41,2026-03-27 12:03:51,1
CI00009802,CART0003670,SKU0000146,1,948.25,2025-10-12 03:19:21,0
CI00009803,CART0003437,SKU0002892,2,3062.06,2025-02-14 09:48:55,1
CI00009804,CART0001745,SKU0000768,3,237.46,2026-03-23 09:33:06,0
CI00009805,CART0001968,SKU0002115,4,2515.08,2026-06-16 21:46:45,1
CI00009806,CART0001737,SKU0002241,2,2092.42,2026-01-16 21:31:16,1
CI00009807,CART0000903,SKU0001465,4,44.05,2026-02-26 22:06:06,1
CI00009808,CART0000192,SKU0001513,4,538.81,2026-03-16 23:12:36,1
CI00009809,CART0004257,SKU0001848,4,1692.98,2025-01-14 20:43:21,0
CI00009810,CART0004608,SKU0000581,4,799.84,2026-07-06 16:09:25,1
CI00009811,CART0003589,SKU0001461,2,3502.89,2025-06-11 11:32:22,0
CI00009812,CART0005267,SKU0001835,2,2016.51,2026-01-17 18:11:01,1
CI00009813,CART0005521,SKU0000175,1,2705.62,2025-09-15 00:41:57,1
CI00009814,CART0000131,SKU0001189,4,1000.47,2025-08-02 15:41:27,1
CI00009815,CART0002017,SKU0001758,4,729.07,2024-12-31 05:31:26,1
CI00009816,CART0005059,SKU0001627,3,1713.1,2026-05-02 03:59:02,1
CI00009817,CART0004525,SKU0001789,3,202.17,2025-01-10 04:16:44,1
CI00009818,CART0001024,SKU0002820,1,3114.58,2025-06-22 19:08:09,1
CI00009819,CART0003948,SKU0000201,4,2859.56,2025-11-04 01:58:01,0
CI00009820,CART0003965,SKU0001329,4,354.33,2025-01-26 02:26:00,1
CI00009821,CART0005792,SKU0000007,2,887.83,2026-04-05 09:55:11,1
CI00009822,CART0004873,SKU0000337,4,33.04,2025-02-01 01:40:53,0
CI00009823,CART0000703,SKU0002528,2,456.83,2025-10-15 04:35:08,1
CI00009824,CART0001916,SKU0001600,4,134.72,2025-08-16 02:05:20,1
CI00009825,CART0000088,SKU0000925,2,537.84,2025-05-07 02:15:41,1
CI00009826,CART0005937,SKU0001727,2,746.37,2026-03-20 02:14:17,0
CI00009827,CART0001459,SKU0000703,4,432.04,2026-04-22 17:04:13,1
CI00009828,CART0005068,SKU0000274,4,1486.98,2025-11-07 22:34:56,1
CI00009829,CART0000749,SKU0000828,1,1484.69,2026-04-21 00:10:24,1
CI00009830,CART0002406,SKU0001326,3,37.94,2025-12-07 12:36:18,1
CI00009831,CART0004191,SKU0001134,1,935.6,2025-08-23 05:48:46,1
CI00009832,CART0004476,SKU0001222,3,20.75,2026-04-06 23:14:42,1
CI00009833,CART0000468,SKU0001140,3,1022.53,2026-06-25 02:22:50,0
CI00009834,CART0002565,SKU0001993,3,1073.32,2025-05-21 15:20:05,1
CI00009835,CART0005978,SKU0001249,1,900.18,2025-02-18 12:37:54,1
CI00009836,CART0004960,SKU0002076,4,372.21,2025-05-24 01:05:27,1
CI00009837,CART0005530,SKU0001201,3,1858.16,2025-12-21 11:08:54,0
CI00009838,CART0003182,SKU0002462,2,286.74,2025-03-10 08:42:04,1
CI00009839,CART0005914,SKU0001745,3,189.55,2026-06-11 14:33:28,0
CI00009840,CART0000663,SKU0001125,3,2617.93,2026-04-07 03:11:58,1
CI00009841,CART0002466,SKU0000730,3,2213.79,2026-06-11 03:58:55,1
CI00009842,CART0004269,SKU0001945,4,1648.42,2025-11-02 14:17:32,1
CI00009843,CART0002855,SKU0001178,2,3274.08,2025-12-02 05:44:12,0
CI00009844,CART0002583,SKU0001367,1,689.03,2025-04-01 13:03:39,0
CI00009845,CART0002472,SKU0000403,2,2105.47,2026-03-03 07:16:47,1
CI00009846,CART0000825,SKU0001279,2,1998.35,2026-06-01 18:35:09,1
CI00009847,CART0002277,SKU0001834,4,414.8,2025-03-31 16:20:35,1
CI00009848,CART0004856,SKU0000684,1,3462.51,2026-03-22 11:38:42,1
CI00009849,CART0001675,SKU0001929,1,1380.98,2025-07-13 19:11:04,1
CI00009850,CART0001507,SKU0002142,1,2150.84,2026-01-12 03:22:04,1
CI00009851,CART0002761,SKU0000221,2,666.67,2026-06-02 02:31:13,1
CI00009852,CART0003331,SKU0002411,1,1037.64,2025-06-21 02:00:10,1
CI00009853,CART0001839,SKU0002535,2,3382.06,2026-03-10 05:33:18,1
CI00009854,CART0001015,SKU0002133,3,2835.29,2026-03-02 03:35:55,0
CI00009855,CART0002222,SKU0000697,4,705.12,2026-04-03 09:19:23,0
CI00009856,CART0000463,SKU0001557,4,2067.86,2026-01-06 12:53:43,1
CI00009857,CART0001942,SKU0002560,2,96.53,2025-04-08 03:02:20,0
CI00009858,CART0004796,SKU0002024,4,539.52,2025-09-17 15:03:29,0
CI00009859,CART0001305,SKU0000278,1,1571.93,2025-03-13 23:46:38,1
CI00009860,CART0000245,SKU0001587,1,1922.8,2026-01-03 10:31:19,1
CI00009861,CART0000642,SKU0001575,3,1921.84,2025-03-16 13:01:07,1
CI00009862,CART0001391,SKU0001506,2,969.82,2025-12-25 10:10:29,0
CI00009863,CART0003257,SKU0001116,1,396.24,2025-07-02 09:39:03,0
CI00009864,CART0001068,SKU0000879,1,1489.21,2025-07-31 04:21:47,1
CI00009865,CART0001826,SKU0001730,3,3020.73,2026-07-03 07:58:58,0
CI00009866,CART0003743,SKU0000537,3,1874.2,2026-06-20 18:07:40,1
CI00009867,CART0003027,SKU0001465,4,44.05,2026-01-15 05:29:14,0
CI00009868,CART0000367,SKU0002266,2,1205.82,2026-02-04 14:49:11,1
CI00009869,CART0001152,SKU0000256,2,966.82,2025-02-25 09:08:13,1
CI00009870,CART0002598,SKU0002645,1,2732.72,2026-03-01 05:15:06,1
CI00009871,CART0000633,SKU0002116,1,2430.32,2025-05-11 20:38:40,0
CI00009872,CART0002153,SKU0000370,2,3327.1,2025-06-17 07:21:29,1
CI00009873,CART0005264,SKU0002647,1,2972.95,2025-02-02 19:52:16,1
CI00009874,CART0000913,SKU0000250,1,2997.66,2025-08-29 09:54:32,1
CI00009875,CART0001950,SKU0000430,4,3326.13,2025-11-27 06:37:35,1
CI00009876,CART0002880,SKU0001350,1,2740.39,2025-06-27 22:17:29,0
CI00009877,CART0000708,SKU0002045,2,450.8,2025-07-29 14:33:48,1
CI00009878,CART0001254,SKU0000142,3,2683.55,2025-05-29 23:27:32,1
CI00009879,CART0003304,SKU0001175,3,60.75,2026-07-11 20:06:33,1
CI00009880,CART0005672,SKU0001994,1,1225.56,2026-05-16 20:47:12,1
CI00009881,CART0005941,SKU0002079,2,1818.59,2025-06-18 03:05:05,1
CI00009882,CART0000055,SKU0001949,2,291.36,2025-02-03 05:56:21,1
CI00009883,CART0000293,SKU0000188,1,620.03,2025-06-22 15:50:16,1
CI00009884,CART0002178,SKU0000849,2,789.77,2025-08-30 05:34:55,1
CI00009885,CART0002262,SKU0001206,3,1875.04,2025-10-31 12:02:32,1
CI00009886,CART0004067,SKU0000494,4,745.09,2025-12-31 10:58:10,0
CI00009887,CART0003956,SKU0000674,2,2417.79,2026-06-17 18:04:01,1
CI00009888,CART0004758,SKU0002475,3,2027.73,2025-02-22 22:21:49,1
CI00009889,CART0001289,SKU0002739,3,1954.52,2024-12-18 17:42:28,1
CI00009890,CART0001093,SKU0002865,2,2464.96,2025-12-07 20:02:10,1
CI00009891,CART0003552,SKU0001963,3,1514.59,2026-05-24 11:59:16,1
CI00009892,CART0002945,SKU0000941,3,653.03,2026-04-12 21:05:12,1
CI00009893,CART0004780,SKU0000940,1,2519.68,2025-10-26 22:14:22,0
CI00009894,CART0005125,SKU0002839,3,2450.69,2025-01-11 06:47:48,1
CI00009895,CART0003125,SKU0001961,3,1665.73,2026-07-19 06:51:36,1
CI00009896,CART0001906,SKU0000768,2,237.46,2025-11-29 22:56:45,1
CI00009897,CART0004259,SKU0000527,1,722.61,2025-01-21 10:58:28,1
CI00009898,CART0001683,SKU0001835,2,2016.51,2025-05-08 02:43:19,1
CI00009899,CART0002025,SKU0001489,2,2648.0,2025-08-26 10:39:21,1
CI00009900,CART0001821,SKU0000859,1,2134.78,2025-08-02 11:05:53,0
CI00009901,CART0005189,SKU0002041,4,1315.06,2025-11-29 16:35:15,1
CI00009902,CART0004033,SKU0001302,1,1334.34,2025-03-20 00:30:31,0
CI00009903,CART0005728,SKU0000270,3,2179.18,2026-05-18 10:40:02,1
CI00009904,CART0000870,SKU0000047,3,2143.81,2025-02-07 07:37:16,1
CI00009905,CART0001930,SKU0002986,1,821.57,2025-02-24 09:45:53,1
CI00009906,CART0004701,SKU0002510,2,1830.95,2025-09-02 03:11:07,0
CI00009907,CART0003453,SKU0002254,1,2523.47,2025-08-26 22:22:37,1
CI00009908,CART0000951,SKU0001402,4,1614.69,2025-12-22 12:18:51,1
CI00009909,CART0005120,SKU0000357,1,2903.23,2025-09-04 08:44:01,1
CI00009910,CART0001097,SKU0000041,3,1374.34,2025-10-28 22:01:19,1
CI00009911,CART0001129,SKU0002400,1,2027.27,2026-07-23 23:29:53,0
CI00009912,CART0002720,SKU0000391,3,933.31,2025-01-29 21:50:24,1
CI00009913,CART0001259,SKU0002472,1,1451.52,2025-11-21 21:07:10,1
CI00009914,CART0005711,SKU0002388,2,2890.33,2026-07-11 20:58:17,1
CI00009915,CART0003160,SKU0001007,3,454.96,2025-07-24 20:12:24,1
CI00009916,CART0005944,SKU0002434,4,175.21,2025-05-29 06:07:09,1
CI00009917,CART0001364,SKU0001689,1,2246.93,2024-12-15 19:58:38,1
CI00009918,CART0005551,SKU0000563,4,2580.46,2025-07-08 20:56:09,1
CI00009919,CART0004930,SKU0000552,2,2085.19,2025-03-19 19:06:33,1
CI00009920,CART0000754,SKU0000022,1,1750.89,2026-04-18 22:11:23,0
CI00009921,CART0001133,SKU0002653,3,812.34,2026-07-27 06:33:24,1
CI00009922,CART0003926,SKU0001275,4,1277.83,2026-04-04 20:25:48,0
CI00009923,CART0005408,SKU0001842,4,2103.09,2026-03-21 21:25:46,1
CI00009924,CART0004635,SKU0000676,3,1462.41,2025-10-20 18:35:29,0
CI00009925,CART0004098,SKU0000293,1,2166.83,2025-11-19 22:43:39,1
CI00009926,CART0003574,SKU0001835,2,2016.51,2026-04-17 12:30:03,1
CI00009927,CART0004146,SKU0002485,2,1304.26,2026-03-13 07:39:12,1
CI00009928,CART0005844,SKU0000721,2,946.33,2025-10-09 00:07:15,0
CI00009929,CART0002853,SKU0000652,1,1816.16,2026-05-22 10:50:27,0
CI00009930,CART0000598,SKU0000679,3,1630.54,2025-06-12 15:55:35,1
CI00009931,CART0005514,SKU0002246,4,3179.58,2026-01-18 00:12:14,1
CI00009932,CART0002966,SKU0001099,3,1268.41,2026-04-07 13:10:42,0
CI00009933,CART0000692,SKU0000061,1,2863.08,2025-07-29 01:41:03,1
CI00009934,CART0005673,SKU0001187,2,2242.2,2025-12-08 05:12:24,0
CI00009935,CART0002228,SKU0001870,1,2163.1,2025-08-24 05:01:30,0
CI00009936,CART0003984,SKU0000505,1,77.37,2025-09-12 22:14:20,1
CI00009937,CART0005207,SKU0001660,4,1947.65,2025-07-04 19:31:28,1
CI00009938,CART0001580,SKU0002731,1,196.96,2026-05-29 19:54:11,1
CI00009939,CART0004064,SKU0001377,2,3021.58,2025-02-28 06:05:57,1
CI00009940,CART0003495,SKU0001832,1,733.62,2025-02-27 02:42:45,1
CI00009941,CART0001616,SKU0002239,3,1531.68,2025-05-13 23:56:16,0
CI00009942,CART0004852,SKU0000371,4,1314.5,2026-03-10 23:04:59,0
CI00009943,CART0000428,SKU0002082,4,670.22,2025-08-12 06:11:34,0
CI00009944,CART0003005,SKU0002082,2,670.22,2025-07-28 09:05:51,1
CI00009945,CART0004231,SKU0001024,3,1959.98,2025-08-18 03:06:41,1
CI00009946,CART0004284,SKU0001949,4,291.36,2026-06-07 23:43:34,1
CI00009947,CART0000629,SKU0000579,4,1460.8,2025-04-03 13:22:40,1
CI00009948,CART0000162,SKU0001357,1,2055.44,2026-04-01 21:14:07,0
CI00009949,CART0001174,SKU0000635,3,1280.7,2025-08-06 14:56:05,1
CI00009950,CART0002730,SKU0001840,1,854.07,2026-04-09 17:28:53,1
CI00009951,CART0005892,SKU0001725,1,1472.29,2025-12-29 08:43:53,0
CI00009952,CART0004431,SKU0000765,4,2605.79,2025-03-04 18:59:32,1
CI00009953,CART0001497,SKU0002138,4,82.7,2026-02-22 01:03:27,0
CI00009954,CART0002183,SKU0002988,1,1530.06,2025-10-03 05:52:41,1
CI00009955,CART0003739,SKU0000932,2,3100.7,2026-06-27 15:55:26,0
CI00009956,CART0004762,SKU0000145,3,819.42,2025-04-13 23:32:55,1
CI00009957,CART0005210,SKU0001675,3,1286.38,2026-06-10 17:03:15,0
CI00009958,CART0003775,SKU0000403,1,2105.47,2025-10-13 08:08:44,1
CI00009959,CART0005572,SKU0002529,3,2478.94,2025-12-01 00:09:32,1
CI00009960,CART0004228,SKU0002068,4,1672.62,2026-04-12 21:47:18,1
CI00009961,CART0004488,SKU0001802,3,416.93,2025-02-22 18:08:38,1
CI00009962,CART0003328,SKU0001305,1,2944.71,2025-02-12 04:51:44,1
CI00009963,CART0003971,SKU0001340,2,1709.37,2026-01-24 03:29:26,1
CI00009964,CART0002778,SKU0002815,3,2164.64,2026-05-06 06:04:45,0
CI00009965,CART0001512,SKU0000073,1,52.22,2025-01-04 02:20:07,1
CI00009966,CART0001677,SKU0002398,4,180.87,2025-09-05 22:25:34,1
CI00009967,CART0004312,SKU0002430,4,1089.62,2025-03-30 00:12:49,0
CI00009968,CART0005888,SKU0002518,4,336.52,2025-12-20 12:54:38,0
CI00009969,CART0004240,SKU0002722,4,2854.85,2025-07-08 10:56:32,0
CI00009970,CART0002995,SKU0001802,3,416.93,2025-09-14 10:42:52,1
CI00009971,CART0005014,SKU0000526,4,1006.18,2025-01-24 03:15:49,0
CI00009972,CART0003540,SKU0002315,1,2811.69,2024-12-14 05:43:50,0
CI00009973,CART0000364,SKU0001519,1,1193.89,2025-02-07 06:24:01,1
CI00009974,CART0003779,SKU0001925,2,2465.2,2025-03-24 13:25:56,1
CI00009975,CART0000149,SKU0002698,1,1053.71,2025-03-07 16:29:36,1
CI00009976,CART0004670,SKU0002779,4,3184.63,2025-02-01 10:39:02,1
CI00009977,CART0005837,SKU0001487,1,1660.77,2026-06-02 18:34:37,0
CI00009978,CART0003236,SKU0001038,4,2622.4,2025-11-17 11:05:10,1
CI00009979,CART0002520,SKU0000528,1,630.07,2025-09-01 03:51:01,0
CI00009980,CART0002581,SKU0000474,2,2467.84,2025-08-19 00:06:55,0
CI00009981,CART0000713,SKU0000826,1,206.6,2026-03-28 23:04:38,0
CI00009982,CART0004463,SKU0002793,2,426.92,2026-06-29 18:41:32,1
CI00009983,CART0004524,SKU0002274,1,673.16,2025-12-09 00:46:54,0
CI00009984,CART0000460,SKU0001957,1,476.1,2025-03-10 13:58:13,0
CI00009985,CART0003531,SKU0001367,3,689.03,2026-01-13 00:09:09,0
CI00009986,CART0002437,SKU0002728,4,607.71,2025-09-26 12:43:01,0
CI00009987,CART0004695,SKU0000041,3,1374.34,2025-03-17 07:02:49,1
CI00009988,CART0004411,SKU0002559,4,93.21,2025-04-21 10:35:32,0
CI00009989,CART0004749,SKU0002735,1,323.21,2025-10-03 06:13:06,0
CI00009990,CART0004600,SKU0000339,2,1036.14,2025-06-11 02:38:01,1
CI00009991,CART0005731,SKU0001557,1,2067.86,2025-05-20 18:36:53,0
CI00009992,CART0005325,SKU0001469,4,89.79,2026-07-24 04:20:09,1
CI00009993,CART0004446,SKU0002882,3,872.2,2026-02-09 13:31:42,1
