reply_id,review_id,store_id,reply_content,replied_at,reply_type
RVR0000947,RV00001957,S0013,感谢支持，期待再次光临,2025-07-06 11:50:26,template
RVR0000948,RV00003473,S0009,祝您生活愉快,2025-02-27 04:52:27,manual
RVR0000949,RV00000446,S0042,已联系您协助处理,2026-04-02 09:59:10,manual
RVR0000950,RV00004455,S0047,祝您生活愉快,2025-10-31 20:50:59,template
RVR0000951,RV00000170,S0038,感谢支持，期待再次光临,2026-02-08 04:38:11,manual
RVR0000952,RV00002298,S0075,感谢反馈，我们会持续改进,2025-03-30 03:15:25,manual
RVR0000953,RV00001577,S0051,祝您生活愉快,2026-07-23 09:18:14,manual
RVR0000954,RV00001498,S0071,感谢反馈，我们会持续改进,2025-06-22 17:32:03,manual
RVR0000955,RV00001426,S0070,感谢支持，期待再次光临,2025-02-12 07:29:54,template
RVR0000956,RV00004297,S0018,祝您生活愉快,2025-10-13 13:58:03,template
RVR0000957,RV00003698,S0063,祝您生活愉快,2026-03-01 23:21:19,manual
RVR0000958,RV00005085,S0024,祝您生活愉快,2025-12-04 06:28:46,template
RVR0000959,RV00004179,S0059,已联系您协助处理,2026-05-18 17:28:07,template
RVR0000960,RV00004051,S0005,祝您生活愉快,2026-01-25 00:23:09,manual
RVR0000961,RV00003695,S0034,祝您生活愉快,2025-01-10 05:45:29,manual
RVR0000962,RV00002918,S0068,祝您生活愉快,2025-04-11 11:12:47,manual
RVR0000963,RV00002003,S0062,已联系您协助处理,2025-11-27 10:15:14,manual
RVR0000964,RV00003784,S0054,感谢反馈，我们会持续改进,2025-04-11 06:25:51,template
RVR0000965,RV00000923,S0056,已联系您协助处理,2025-04-29 12:14:56,manual
RVR0000966,RV00005144,S0065,感谢支持，期待再次光临,2026-01-22 04:57:52,template
RVR0000967,RV00001388,S0038,已联系您协助处理,2026-07-11 05:14:22,manual
RVR0000968,RV00003433,S0072,祝您生活愉快,2026-06-25 21:44:39,template
RVR0000969,RV00002754,S0044,已联系您协助处理,2026-05-04 14:45:48,manual
RVR0000970,RV00000643,S0064,已联系您协助处理,2026-02-06 07:26:37,template
RVR0000971,RV00002902,S0025,感谢支持，期待再次光临,2026-03-26 09:16:12,manual
RVR0000972,RV00004293,S0008,感谢支持，期待再次光临,2025-03-29 14:56:52,template
RVR0000973,RV00001667,S0044,已联系您协助处理,2026-06-16 23:52:31,template
RVR0000974,RV00005560,S0075,感谢反馈，我们会持续改进,2025-01-25 21:30:48,manual
RVR0000975,RV00004281,S0060,祝您生活愉快,2025-11-05 09:10:15,manual
RVR0000976,RV00004085,S0073,感谢支持，期待再次光临,2025-06-24 18:26:38,manual
RVR0000977,RV00005281,S0012,感谢反馈，我们会持续改进,2025-03-14 20:48:16,manual
RVR0000978,RV00004778,S0079,感谢反馈，我们会持续改进,2025-04-30 15:33:53,template
RVR0000979,RV00000538,S0014,感谢支持，期待再次光临,2025-07-06 12:02:46,manual
RVR0000980,RV00002537,S0049,感谢支持，期待再次光临,2026-01-04 07:28:53,template
RVR0000981,RV00005635,S0065,已联系您协助处理,2025-10-10 08:38:59,manual
RVR0000982,RV00002582,S0016,祝您生活愉快,2026-01-14 02:50:25,manual
RVR0000983,RV00005148,S0048,感谢反馈，我们会持续改进,2025-12-19 02:07:45,manual
RVR0000984,RV00003726,S0049,已联系您协助处理,2026-03-15 11:01:15,template
RVR0000985,RV00000361,S0047,已联系您协助处理,2025-10-13 12:37:25,manual
RVR0000986,RV00001104,S0044,已联系您协助处理,2025-08-26 19:39:18,template
RVR0000987,RV00003373,S0061,感谢支持，期待再次光临,2026-04-19 23:29:48,manual
RVR0000988,RV00004813,S0046,感谢支持，期待再次光临,2025-11-29 22:17:43,template
RVR0000989,RV00001792,S0016,感谢反馈，我们会持续改进,2025-04-12 13:25:43,template
RVR0000990,RV00001733,S0054,感谢反馈，我们会持续改进,2025-12-09 05:17:25,template
RVR0000991,RV00000992,S0069,祝您生活愉快,2026-07-07 00:08:52,template
RVR0000992,RV00003281,S0027,感谢支持，期待再次光临,2026-01-09 05:14:47,manual
RVR0000993,RV00004820,S0002,祝您生活愉快,2026-07-03 11:13:00,manual
RVR0000994,RV00003648,S0046,感谢支持，期待再次光临,2025-10-15 03:06:22,template
RVR0000995,RV00005107,S0052,已联系您协助处理,2025-02-08 21:15:16,manual
RVR0000996,RV00002504,S0024,感谢反馈，我们会持续改进,2026-03-15 19:34:12,template
RVR0000997,RV00004232,S0066,感谢支持，期待再次光临,2026-07-20 02:22:57,manual
RVR0000998,RV00002647,S0048,已联系您协助处理,2026-02-06 22:58:00,manual
RVR0000999,RV00000700,S0044,祝您生活愉快,2025-04-19 08:11:29,manual
RVR0001000,RV00005178,S0052,已联系您协助处理,2026-04-11 23:38:30,template
