point_transaction_id,user_id,change_type,point_delta,occurred_at,reference_no
PT00008334,U002233,order_reward,120,2025-09-22 22:50:10,MOCK0009634
PT00008335,U003761,order_reward,457,2025-12-02 16:13:36,MOCK0001289
PT00008336,U000155,order_reward,380,2025-12-10 16:28:56,MOCK0010009
PT00008337,U003801,campaign_reward,5,2025-05-31 12:44:49,MOCK0009756
PT00008338,U002283,campaign_reward,517,2026-02-12 23:25:47,MOCK0008398
PT00008339,U003415,order_reward,670,2025-07-20 17:36:52,MOCK0005386
PT00008340,U001061,order_reward,770,2025-09-09 15:50:28,MOCK0000792
PT00008341,U000815,campaign_reward,436,2025-06-12 21:43:36,MOCK0003375
PT00008342,U004678,redeem,-692,2025-10-13 15:43:02,MOCK0004262
PT00008343,U001843,order_reward,32,2026-05-20 02:22:38,MOCK0006530
PT00008344,U003749,redeem,-608,2025-08-29 13:44:09,MOCK0001554
PT00008345,U000713,order_reward,39,2025-12-02 17:20:38,MOCK0001518
PT00008346,U000756,order_reward,369,2026-01-30 11:56:47,MOCK0009980
PT00008347,U004701,redeem,-677,2025-09-06 08:11:51,MOCK0005666
PT00008348,U004534,order_reward,357,2026-01-30 12:32:59,MOCK0002135
PT00008349,U002003,redeem,-215,2025-03-11 03:03:07,MOCK0004187
PT00008350,U004164,redeem,-171,2026-07-22 03:50:35,MOCK0001349
PT00008351,U000812,expire,-756,2025-01-16 13:31:23,MOCK0010625
PT00008352,U000889,expire,-249,2025-07-22 08:12:55,MOCK0000928
PT00008353,U003168,order_reward,240,2026-08-14 12:09:02,MOCK0011256
PT00008354,U001758,redeem,-385,2025-12-03 21:49:22,MOCK0006067
PT00008355,U003330,order_reward,144,2025-05-06 02:57:52,MOCK0009569
PT00008356,U000292,order_reward,368,2025-08-04 07:00:24,MOCK0009547
PT00008357,U000827,refund_deduct,-690,2026-06-06 16:32:56,MOCK0005726
PT00008358,U004450,order_reward,189,2025-03-30 16:32:06,MOCK0006799
PT00008359,U002008,order_reward,336,2025-08-21 08:58:31,MOCK0007764
PT00008360,U002255,campaign_reward,128,2025-02-17 16:58:05,MOCK0007472
PT00008361,U003717,redeem,-291,2026-01-23 06:29:45,MOCK0007109
PT00008362,U004050,redeem,-123,2026-01-01 21:20:56,MOCK0011949
PT00008363,U003579,order_reward,469,2025-07-20 06:04:23,MOCK0009950
PT00008364,U002605,campaign_reward,86,2026-03-03 05:20:20,MOCK0006897
PT00008365,U004059,refund_deduct,-107,2025-04-09 01:14:37,MOCK0011198
PT00008366,U002230,campaign_reward,176,2026-05-26 17:19:51,MOCK0002334
PT00008367,U002440,redeem,-670,2025-03-28 20:46:21,MOCK0001880
PT00008368,U002511,redeem,-748,2026-08-14 18:30:03,MOCK0000038
PT00008369,U002253,expire,-369,2025-10-10 08:21:55,MOCK0004769
PT00008370,U001428,order_reward,555,2025-06-14 20:59:39,MOCK0002784
PT00008371,U001052,redeem,-663,2026-04-15 12:46:30,MOCK0002142
PT00008372,U002517,order_reward,365,2025-12-06 06:03:31,MOCK0000137
PT00008373,U000210,order_reward,600,2026-05-17 15:02:33,MOCK0005761
PT00008374,U001612,order_reward,673,2026-04-07 20:09:41,MOCK0002439
PT00008375,U003980,redeem,-752,2026-01-09 04:11:10,MOCK0005216
PT00008376,U001834,redeem,-94,2026-07-16 21:32:08,MOCK0011026
PT00008377,U004661,order_reward,318,2025-03-20 15:47:07,MOCK0002870
PT00008378,U004868,order_reward,48,2025-04-28 22:06:20,MOCK0011781
PT00008379,U000714,campaign_reward,149,2025-04-22 14:32:55,MOCK0007996
PT00008380,U004601,expire,-462,2026-08-07 09:50:56,MOCK0002475
PT00008381,U004504,expire,-390,2025-08-31 11:41:39,MOCK0002231
PT00008382,U000247,order_reward,26,2025-06-05 07:32:35,MOCK0004705
PT00008383,U003985,order_reward,170,2025-05-15 07:49:15,MOCK0006534
PT00008384,U001843,campaign_reward,296,2026-05-02 15:58:51,MOCK0000380
PT00008385,U004040,refund_deduct,-558,2025-08-03 22:53:38,MOCK0009453
PT00008386,U004208,order_reward,368,2026-03-09 16:50:11,MOCK0000809
PT00008387,U003913,order_reward,766,2025-06-28 20:16:01,MOCK0006433
PT00008388,U002471,campaign_reward,363,2025-09-08 18:41:34,MOCK0005175
PT00008389,U002182,expire,-125,2026-02-14 15:04:08,MOCK0011954
PT00008390,U002847,redeem,-438,2025-09-24 03:08:26,MOCK0001931
PT00008391,U002459,refund_deduct,-726,2025-03-20 21:18:40,MOCK0010514
PT00008392,U002086,refund_deduct,-673,2025-10-22 20:13:34,MOCK0001707
PT00008393,U001920,redeem,-526,2026-01-25 15:32:39,MOCK0011913
PT00008394,U002235,order_reward,655,2025-11-09 15:19:30,MOCK0000140
PT00008395,U003890,order_reward,189,2026-04-05 14:37:36,MOCK0001005
PT00008396,U002122,refund_deduct,-362,2025-04-18 10:22:51,MOCK0001696
PT00008397,U000154,redeem,-615,2026-01-25 22:23:11,MOCK0008228
PT00008398,U001370,order_reward,488,2025-07-03 14:27:17,MOCK0002956
PT00008399,U001752,order_reward,157,2025-07-30 20:36:47,MOCK0008700
PT00008400,U002835,order_reward,584,2026-05-23 07:27:37,MOCK0010105
PT00008401,U004184,order_reward,653,2025-01-04 06:19:20,MOCK0000748
PT00008402,U000084,refund_deduct,-598,2025-05-08 23:52:14,MOCK0003920
PT00008403,U003870,campaign_reward,649,2025-11-24 06:21:22,MOCK0005704
PT00008404,U003888,order_reward,506,2025-09-25 08:58:20,MOCK0008193
PT00008405,U004926,redeem,-721,2025-01-08 17:17:48,MOCK0001616
PT00008406,U002253,order_reward,376,2026-07-14 16:58:30,MOCK0010329
PT00008407,U000766,order_reward,542,2025-01-10 12:04:28,MOCK0010596
PT00008408,U004792,redeem,-617,2026-02-08 03:22:24,MOCK0004935
PT00008409,U002222,refund_deduct,-105,2026-01-23 04:34:54,MOCK0000652
PT00008410,U003990,redeem,-306,2025-07-31 19:19:49,MOCK0011380
PT00008411,U001259,order_reward,610,2026-08-01 16:59:22,MOCK0008742
PT00008412,U004847,redeem,-630,2025-06-05 01:45:27,MOCK0004512
PT00008413,U003105,order_reward,431,2025-12-05 17:34:38,MOCK0011579
PT00008414,U003160,order_reward,205,2026-06-06 01:33:45,MOCK0011663
PT00008415,U003705,order_reward,141,2025-04-23 01:28:00,MOCK0005105
PT00008416,U004261,order_reward,462,2025-12-01 14:17:41,MOCK0004370
PT00008417,U003620,order_reward,392,2025-08-22 15:28:12,MOCK0007293
PT00008418,U002761,campaign_reward,780,2025-05-06 15:20:41,MOCK0011679
PT00008419,U000069,order_reward,714,2026-06-17 08:49:05,MOCK0010137
PT00008420,U000920,campaign_reward,172,2025-05-01 15:30:34,MOCK0000213
PT00008421,U001081,order_reward,42,2026-05-04 11:42:14,MOCK0000099
PT00008422,U004565,refund_deduct,-434,2026-08-21 01:35:31,MOCK0011802
PT00008423,U004417,campaign_reward,85,2026-02-06 11:55:45,MOCK0003791
PT00008424,U003602,campaign_reward,256,2025-04-25 03:23:07,MOCK0005677
PT00008425,U003533,order_reward,38,2026-03-09 01:08:57,MOCK0005483
PT00008426,U001861,expire,-290,2025-01-26 08:26:25,MOCK0011360
PT00008427,U000617,order_reward,307,2026-01-02 13:24:02,MOCK0006182
PT00008428,U000057,redeem,-461,2025-06-10 04:16:49,MOCK0008103
PT00008429,U002156,order_reward,642,2026-06-20 23:30:25,MOCK0007704
PT00008430,U000045,expire,-55,2026-04-05 22:06:51,MOCK0011045
PT00008431,U003124,redeem,-492,2025-02-22 01:58:49,MOCK0009621
PT00008432,U002628,order_reward,231,2026-08-09 16:21:21,MOCK0009450
PT00008433,U000405,redeem,-265,2025-03-12 10:58:17,MOCK0010935
PT00008434,U000798,order_reward,97,2025-12-23 16:13:29,MOCK0011142
PT00008435,U001524,order_reward,35,2025-12-21 01:16:55,MOCK0009733
PT00008436,U001021,order_reward,506,2026-05-23 21:51:31,MOCK0005044
PT00008437,U004828,campaign_reward,748,2026-07-23 06:43:31,MOCK0009382
PT00008438,U002150,refund_deduct,-196,2026-01-11 01:36:51,MOCK0000066
PT00008439,U003601,campaign_reward,79,2026-01-20 04:56:07,MOCK0011551
PT00008440,U004314,redeem,-494,2025-10-07 11:10:44,MOCK0005795
PT00008441,U000543,order_reward,81,2025-09-22 22:09:38,MOCK0004345
PT00008442,U001627,campaign_reward,453,2026-04-23 05:50:00,MOCK0009034
PT00008443,U004998,redeem,-384,2025-05-03 08:35:38,MOCK0005713
PT00008444,U004910,campaign_reward,239,2026-07-09 16:22:05,MOCK0009992
PT00008445,U001343,expire,-195,2025-09-02 16:59:18,MOCK0004497
PT00008446,U004848,expire,-25,2025-02-28 18:01:55,MOCK0000452
PT00008447,U003900,redeem,-663,2026-06-24 06:47:56,MOCK0002929
PT00008448,U001174,campaign_reward,5,2026-03-27 21:35:44,MOCK0001941
PT00008449,U001040,campaign_reward,509,2025-07-25 01:51:31,MOCK0006600
PT00008450,U003849,campaign_reward,117,2025-10-06 21:49:02,MOCK0000129
PT00008451,U004624,order_reward,594,2026-04-02 08:12:06,MOCK0009841
PT00008452,U001741,order_reward,505,2026-01-09 02:01:56,MOCK0007118
PT00008453,U001892,refund_deduct,-791,2025-12-02 10:43:17,MOCK0007300
PT00008454,U002633,campaign_reward,260,2025-12-18 22:52:44,MOCK0005726
PT00008455,U004603,redeem,-37,2025-10-15 08:06:48,MOCK0003551
PT00008456,U004782,refund_deduct,-90,2025-01-10 12:01:40,MOCK0007514
PT00008457,U003059,order_reward,458,2025-09-21 07:11:33,MOCK0009118
PT00008458,U003993,order_reward,162,2025-10-09 09:43:07,MOCK0008195
PT00008459,U001662,campaign_reward,635,2025-07-09 08:38:53,MOCK0002011
PT00008460,U003621,campaign_reward,734,2025-05-06 15:30:17,MOCK0007722
PT00008461,U001924,refund_deduct,-231,2025-12-02 17:34:55,MOCK0006407
PT00008462,U000770,order_reward,303,2025-04-29 13:47:41,MOCK0001882
PT00008463,U003273,order_reward,91,2025-11-21 07:07:30,MOCK0009778
PT00008464,U004363,redeem,-159,2025-04-12 19:47:39,MOCK0008007
PT00008465,U003028,order_reward,266,2026-05-04 12:30:48,MOCK0011030
PT00008466,U000013,redeem,-546,2026-04-12 00:26:17,MOCK0005253
PT00008467,U004993,redeem,-436,2026-05-26 11:25:35,MOCK0005343
PT00008468,U003021,order_reward,293,2025-11-28 21:40:37,MOCK0003472
PT00008469,U004136,campaign_reward,506,2025-05-07 13:04:45,MOCK0010943
PT00008470,U001949,order_reward,376,2026-06-24 09:09:42,MOCK0011932
PT00008471,U003629,campaign_reward,238,2025-04-30 14:05:13,MOCK0009029
PT00008472,U001480,order_reward,488,2025-06-05 16:26:55,MOCK0004249
PT00008473,U000001,order_reward,296,2026-04-15 05:30:43,MOCK0008461
PT00008474,U000277,redeem,-398,2026-07-05 22:26:14,MOCK0000310
PT00008475,U002441,redeem,-644,2026-01-27 18:23:31,MOCK0000196
PT00008476,U001071,refund_deduct,-210,2026-05-24 18:19:02,MOCK0005918
PT00008477,U003457,campaign_reward,247,2025-02-06 03:20:23,MOCK0011146
PT00008478,U003038,order_reward,721,2025-01-20 16:05:52,MOCK0011044
PT00008479,U001027,order_reward,172,2025-10-03 09:30:00,MOCK0006986
PT00008480,U002892,refund_deduct,-717,2025-04-19 23:18:50,MOCK0005007
PT00008481,U003303,order_reward,226,2025-02-20 10:04:11,MOCK0010739
PT00008482,U002211,order_reward,531,2025-12-27 05:12:25,MOCK0004660
PT00008483,U001109,order_reward,747,2026-04-05 21:34:23,MOCK0000582
PT00008484,U000844,order_reward,94,2026-03-29 03:56:37,MOCK0005076
PT00008485,U001625,refund_deduct,-14,2025-06-28 20:34:34,MOCK0008506
PT00008486,U002719,refund_deduct,-515,2025-03-17 08:22:16,MOCK0008027
PT00008487,U002293,order_reward,70,2025-03-20 07:07:48,MOCK0006125
PT00008488,U000215,redeem,-283,2025-02-16 20:35:24,MOCK0005793
PT00008489,U002122,order_reward,456,2026-07-17 09:46:42,MOCK0010465
PT00008490,U000576,order_reward,16,2025-09-23 10:39:03,MOCK0006648
PT00008491,U000372,redeem,-799,2025-10-03 00:32:03,MOCK0002160
PT00008492,U000751,campaign_reward,623,2025-08-07 17:40:08,MOCK0009642
PT00008493,U002241,order_reward,675,2026-08-10 15:01:50,MOCK0008041
PT00008494,U004010,campaign_reward,533,2026-01-22 21:50:46,MOCK0004727
PT00008495,U000207,refund_deduct,-273,2025-05-29 05:49:19,MOCK0002480
PT00008496,U004195,order_reward,122,2025-04-09 20:47:02,MOCK0011666
PT00008497,U000168,order_reward,684,2025-07-18 09:48:13,MOCK0011350
PT00008498,U001633,campaign_reward,765,2026-05-08 00:07:56,MOCK0007745
PT00008499,U004047,refund_deduct,-267,2026-01-16 19:19:29,MOCK0003575
PT00008500,U002871,campaign_reward,760,2026-05-04 08:26:22,MOCK0008620
PT00008501,U001776,order_reward,392,2025-04-02 22:35:29,MOCK0007811
PT00008502,U003804,order_reward,35,2025-03-09 16:12:03,MOCK0006695
PT00008503,U001119,expire,-499,2025-06-25 03:46:20,MOCK0007691
PT00008504,U000536,refund_deduct,-91,2026-07-13 04:09:56,MOCK0004992
PT00008505,U003789,redeem,-145,2025-11-29 10:20:28,MOCK0009386
PT00008506,U004354,order_reward,730,2025-03-18 16:09:10,MOCK0008886
PT00008507,U003028,redeem,-391,2026-07-03 03:10:20,MOCK0002435
PT00008508,U004303,order_reward,372,2026-08-11 00:45:59,MOCK0010971
PT00008509,U004718,order_reward,425,2025-02-16 11:57:40,MOCK0004924
PT00008510,U000177,campaign_reward,193,2026-01-07 10:42:55,MOCK0003804
PT00008511,U002611,redeem,-486,2025-12-30 20:34:50,MOCK0000489
PT00008512,U000196,redeem,-11,2026-06-12 11:09:50,MOCK0001197
PT00008513,U003291,order_reward,309,2025-10-28 09:35:22,MOCK0004352
PT00008514,U002369,order_reward,71,2025-10-16 00:11:47,MOCK0008780
PT00008515,U001429,order_reward,726,2026-06-25 23:13:17,MOCK0011543
PT00008516,U003590,order_reward,410,2025-09-02 05:16:04,MOCK0010243
PT00008517,U003274,order_reward,36,2026-03-30 08:56:15,MOCK0010403
PT00008518,U004569,order_reward,54,2026-04-10 01:41:26,MOCK0011630
PT00008519,U003750,redeem,-147,2026-03-01 21:12:05,MOCK0003244
PT00008520,U003172,order_reward,194,2025-04-29 21:07:21,MOCK0003945
PT00008521,U001387,campaign_reward,207,2025-09-16 12:33:04,MOCK0003872
PT00008522,U002688,order_reward,575,2025-09-09 20:31:16,MOCK0007133
PT00008523,U001826,order_reward,537,2025-12-16 00:04:47,MOCK0008240
PT00008524,U002370,refund_deduct,-256,2026-01-07 19:41:19,MOCK0002988
PT00008525,U002811,order_reward,32,2025-01-17 02:10:20,MOCK0006408
PT00008526,U004341,refund_deduct,-123,2025-11-02 03:42:58,MOCK0009575
PT00008527,U003242,redeem,-579,2026-03-20 09:24:59,MOCK0009282
PT00008528,U002883,order_reward,429,2025-01-04 08:55:31,MOCK0004440
PT00008529,U002711,order_reward,500,2025-12-21 17:25:20,MOCK0010533
PT00008530,U000236,order_reward,251,2025-12-19 23:20:09,MOCK0009760
PT00008531,U003024,refund_deduct,-154,2026-08-11 17:11:32,MOCK0010914
PT00008532,U000918,redeem,-129,2025-03-21 14:01:23,MOCK0004398
PT00008533,U003291,order_reward,133,2026-04-18 00:51:50,MOCK0005514
PT00008534,U001168,order_reward,503,2026-03-01 15:09:49,MOCK0010238
PT00008535,U004561,refund_deduct,-489,2025-01-10 14:25:24,MOCK0004289
PT00008536,U001919,order_reward,342,2026-01-25 02:14:03,MOCK0006587
PT00008537,U004210,order_reward,714,2026-05-13 15:10:19,MOCK0004846
PT00008538,U003213,order_reward,420,2025-02-07 01:54:29,MOCK0007038
PT00008539,U003845,refund_deduct,-44,2026-07-24 13:03:05,MOCK0005401
PT00008540,U000516,order_reward,363,2025-03-05 11:30:43,MOCK0011852
PT00008541,U004493,campaign_reward,14,2025-06-07 21:18:16,MOCK0009239
PT00008542,U004985,order_reward,629,2025-05-28 15:11:23,MOCK0007551
PT00008543,U002376,order_reward,764,2025-07-22 03:52:15,MOCK0004073
PT00008544,U002052,redeem,-93,2025-03-08 08:35:26,MOCK0002479
PT00008545,U004785,redeem,-701,2025-02-07 13:27:54,MOCK0009792
PT00008546,U003659,order_reward,734,2025-12-03 18:58:37,MOCK0006009
PT00008547,U002767,order_reward,580,2025-12-21 10:40:46,MOCK0007577
PT00008548,U003841,order_reward,31,2025-10-29 15:06:28,MOCK0004630
PT00008549,U000356,order_reward,658,2025-02-08 19:34:44,MOCK0001388
PT00008550,U001369,order_reward,535,2026-05-07 15:44:37,MOCK0006944
PT00008551,U003491,order_reward,451,2025-03-14 03:52:39,MOCK0002179
PT00008552,U002190,campaign_reward,267,2025-07-26 22:07:30,MOCK0002355
PT00008553,U001975,redeem,-520,2025-05-04 19:45:15,MOCK0004434
PT00008554,U003531,order_reward,387,2025-01-07 15:23:23,MOCK0009642
PT00008555,U004377,order_reward,800,2026-03-22 03:34:50,MOCK0009735
PT00008556,U000295,refund_deduct,-657,2026-01-28 09:15:22,MOCK0004295
PT00008557,U002561,order_reward,269,2026-05-27 14:44:45,MOCK0002862
PT00008558,U004122,order_reward,254,2025-05-26 08:55:09,MOCK0001350
PT00008559,U002146,order_reward,716,2026-02-16 12:54:49,MOCK0009040
PT00008560,U000704,expire,-250,2025-08-28 01:57:42,MOCK0000106
PT00008561,U002652,order_reward,734,2025-02-20 06:46:35,MOCK0003081
PT00008562,U004970,order_reward,500,2025-07-25 06:44:42,MOCK0003164
PT00008563,U002906,expire,-259,2025-03-30 18:22:04,MOCK0011682
PT00008564,U003121,order_reward,722,2026-03-26 08:28:51,MOCK0001825
PT00008565,U001406,order_reward,538,2026-08-05 22:52:28,MOCK0010961
PT00008566,U004169,refund_deduct,-630,2026-06-10 22:46:25,MOCK0005404
PT00008567,U004259,redeem,-391,2026-07-20 15:32:52,MOCK0008416
PT00008568,U004938,refund_deduct,-387,2025-09-07 18:07:37,MOCK0007565
PT00008569,U000514,order_reward,733,2025-07-03 22:40:05,MOCK0011201
PT00008570,U004042,order_reward,223,2025-04-12 18:13:08,MOCK0010557
PT00008571,U003718,order_reward,88,2026-06-05 10:01:12,MOCK0000090
PT00008572,U001331,redeem,-345,2025-09-12 19:12:59,MOCK0000391
PT00008573,U000925,refund_deduct,-142,2025-12-09 14:04:36,MOCK0011691
PT00008574,U003702,refund_deduct,-333,2025-08-22 02:22:51,MOCK0010815
PT00008575,U003850,campaign_reward,119,2026-06-17 20:21:37,MOCK0009871
PT00008576,U002098,order_reward,665,2025-03-29 16:02:49,MOCK0005352
PT00008577,U004721,redeem,-747,2025-04-10 00:38:45,MOCK0011677
PT00008578,U004138,refund_deduct,-246,2025-12-01 13:26:22,MOCK0007697
PT00008579,U001055,order_reward,111,2026-02-14 08:15:12,MOCK0009936
PT00008580,U004638,order_reward,547,2025-08-05 20:12:25,MOCK0011653
PT00008581,U002597,order_reward,136,2026-02-20 15:41:02,MOCK0002819
PT00008582,U000563,order_reward,353,2025-05-27 06:40:49,MOCK0011410
PT00008583,U004816,order_reward,486,2025-03-05 13:09:06,MOCK0006255
PT00008584,U000974,order_reward,399,2025-02-05 09:30:45,MOCK0005780
PT00008585,U002121,order_reward,704,2025-04-27 00:18:57,MOCK0001603
PT00008586,U001968,order_reward,553,2026-02-02 10:30:52,MOCK0003103
PT00008587,U000603,order_reward,263,2026-03-09 10:57:46,MOCK0002047
PT00008588,U002906,campaign_reward,670,2026-06-28 03:04:44,MOCK0000924
PT00008589,U000972,expire,-756,2025-07-07 03:20:06,MOCK0003341
PT00008590,U003395,campaign_reward,496,2025-10-04 20:10:07,MOCK0004353
PT00008591,U002986,order_reward,281,2026-05-30 00:10:38,MOCK0006288
PT00008592,U002552,expire,-213,2026-05-25 12:47:43,MOCK0001328
PT00008593,U000540,expire,-10,2025-12-06 18:35:38,MOCK0000173
PT00008594,U000621,campaign_reward,527,2025-10-08 13:10:20,MOCK0003052
PT00008595,U002426,order_reward,46,2026-04-17 03:07:11,MOCK0004094
PT00008596,U002084,order_reward,119,2026-08-02 00:36:34,MOCK0006754
PT00008597,U000457,order_reward,663,2025-02-20 01:35:00,MOCK0005732
PT00008598,U000610,refund_deduct,-183,2025-10-03 03:48:29,MOCK0007742
PT00008599,U004577,order_reward,420,2025-03-31 06:15:49,MOCK0005824
PT00008600,U001818,refund_deduct,-352,2025-08-09 22:06:28,MOCK0002705
PT00008601,U000433,campaign_reward,271,2026-05-03 02:47:44,MOCK0010956
PT00008602,U003536,order_reward,201,2025-06-09 23:13:13,MOCK0010844
PT00008603,U001901,order_reward,558,2026-01-19 22:36:55,MOCK0011302
PT00008604,U000728,order_reward,771,2025-10-03 17:29:19,MOCK0003417
PT00008605,U002000,order_reward,568,2025-05-26 14:36:19,MOCK0007498
PT00008606,U001180,redeem,-566,2026-01-01 12:12:45,MOCK0008320
PT00008607,U004327,order_reward,617,2025-01-12 16:37:55,MOCK0007216
PT00008608,U000181,order_reward,170,2025-02-13 11:52:49,MOCK0004032
PT00008609,U004482,order_reward,752,2025-02-17 10:38:06,MOCK0010609
PT00008610,U001102,order_reward,558,2026-04-11 04:51:04,MOCK0001585
PT00008611,U004652,refund_deduct,-707,2025-09-26 12:26:10,MOCK0001443
PT00008612,U004365,order_reward,48,2025-02-04 03:25:53,MOCK0007112
PT00008613,U003266,order_reward,378,2025-11-29 14:27:18,MOCK0008950
PT00008614,U003689,order_reward,392,2025-09-16 00:38:08,MOCK0006598
PT00008615,U003386,redeem,-496,2026-05-03 15:56:33,MOCK0010556
PT00008616,U004963,refund_deduct,-488,2025-06-03 17:28:54,MOCK0000882
PT00008617,U000635,expire,-727,2025-06-11 17:41:26,MOCK0002593
PT00008618,U002470,redeem,-427,2025-01-18 22:05:08,MOCK0008470
PT00008619,U000168,order_reward,110,2025-01-28 00:06:12,MOCK0005583
PT00008620,U002687,campaign_reward,412,2026-06-12 07:12:33,MOCK0001973
PT00008621,U000043,refund_deduct,-200,2026-03-14 07:05:43,MOCK0011900
PT00008622,U002656,order_reward,639,2025-07-25 22:40:35,MOCK0000663
PT00008623,U000545,order_reward,472,2025-11-08 11:22:46,MOCK0003469
PT00008624,U004402,order_reward,482,2025-03-19 00:19:09,MOCK0001431
PT00008625,U003165,order_reward,408,2025-11-27 16:45:20,MOCK0011665
PT00008626,U000633,campaign_reward,491,2025-10-18 10:05:34,MOCK0007576
PT00008627,U003717,order_reward,615,2026-05-11 16:01:56,MOCK0011849
PT00008628,U002407,order_reward,222,2026-06-15 03:50:44,MOCK0010825
PT00008629,U003813,order_reward,197,2025-11-30 03:52:52,MOCK0011573
PT00008630,U002792,redeem,-15,2025-07-22 01:36:19,MOCK0009343
PT00008631,U002784,redeem,-363,2026-05-07 04:34:49,MOCK0003936
PT00008632,U003374,refund_deduct,-260,2026-05-16 14:20:40,MOCK0001111
PT00008633,U002519,redeem,-604,2025-10-23 16:25:44,MOCK0003772
PT00008634,U002212,redeem,-667,2025-03-20 00:02:39,MOCK0010664
PT00008635,U004502,order_reward,181,2025-07-18 08:51:28,MOCK0010274
PT00008636,U002450,order_reward,253,2026-05-30 22:05:23,MOCK0003202
PT00008637,U002927,order_reward,40,2025-05-02 14:12:32,MOCK0005776
PT00008638,U000481,order_reward,627,2025-12-08 04:28:41,MOCK0006079
PT00008639,U004838,expire,-194,2025-08-17 19:50:14,MOCK0007137
PT00008640,U004387,order_reward,725,2025-12-16 21:44:11,MOCK0004036
PT00008641,U004092,order_reward,661,2026-07-25 16:32:24,MOCK0011339
PT00008642,U004132,redeem,-479,2025-10-04 00:51:10,MOCK0007661
PT00008643,U000100,order_reward,535,2025-10-01 12:35:05,MOCK0006360
PT00008644,U002242,campaign_reward,36,2026-05-14 17:33:21,MOCK0008996
PT00008645,U000930,order_reward,794,2026-07-10 08:55:16,MOCK0002017
PT00008646,U000367,order_reward,330,2025-12-10 07:49:05,MOCK0010046
PT00008647,U000418,order_reward,197,2026-01-02 18:20:18,MOCK0003508
PT00008648,U003222,order_reward,243,2025-01-01 21:31:15,MOCK0009021
PT00008649,U002160,order_reward,269,2025-08-02 05:10:44,MOCK0001938
PT00008650,U003081,campaign_reward,149,2025-11-17 05:35:12,MOCK0007090
PT00008651,U003640,campaign_reward,726,2025-04-28 19:19:19,MOCK0003394
PT00008652,U000158,redeem,-409,2025-12-29 21:14:37,MOCK0004052
PT00008653,U002268,campaign_reward,98,2025-06-20 04:51:11,MOCK0000418
PT00008654,U003945,order_reward,642,2026-05-28 10:25:42,MOCK0007255
PT00008655,U003586,order_reward,421,2025-12-31 10:40:01,MOCK0008427
PT00008656,U004828,order_reward,434,2026-07-16 23:09:14,MOCK0010747
PT00008657,U001421,order_reward,230,2026-01-23 10:58:34,MOCK0003508
PT00008658,U000304,expire,-314,2026-01-02 16:20:17,MOCK0004302
PT00008659,U000931,order_reward,605,2025-06-12 13:14:36,MOCK0003941
PT00008660,U002070,redeem,-316,2026-07-05 13:33:16,MOCK0002285
PT00008661,U000361,campaign_reward,96,2025-12-25 17:49:06,MOCK0006184
PT00008662,U000759,redeem,-451,2025-06-14 12:12:15,MOCK0003317
PT00008663,U000416,redeem,-668,2025-04-21 00:36:59,MOCK0003268
PT00008664,U000252,campaign_reward,628,2025-07-03 11:26:54,MOCK0007894
PT00008665,U000749,order_reward,109,2025-03-12 06:56:18,MOCK0009021
PT00008666,U000673,order_reward,376,2026-08-12 14:09:40,MOCK0000140
PT00008667,U001720,redeem,-223,2025-02-28 22:41:57,MOCK0009469
PT00008668,U002765,order_reward,487,2026-04-16 07:22:38,MOCK0006945
PT00008669,U002685,order_reward,14,2025-08-18 20:23:37,MOCK0001342
PT00008670,U003056,order_reward,522,2026-02-28 05:44:31,MOCK0008971
PT00008671,U001014,redeem,-15,2026-05-10 23:25:41,MOCK0005915
PT00008672,U004285,order_reward,10,2025-01-05 01:24:12,MOCK0011637
PT00008673,U004080,campaign_reward,415,2026-06-30 17:59:25,MOCK0008996
PT00008674,U004122,order_reward,691,2025-11-23 15:31:49,MOCK0011890
PT00008675,U001955,order_reward,497,2026-03-09 19:23:14,MOCK0008240
PT00008676,U003189,expire,-90,2026-06-21 19:38:22,MOCK0006944
PT00008677,U000437,order_reward,111,2025-12-21 23:13:00,MOCK0002929
PT00008678,U000919,order_reward,689,2025-06-01 21:06:11,MOCK0002164
PT00008679,U002318,order_reward,151,2025-11-21 20:11:08,MOCK0009673
PT00008680,U001338,order_reward,136,2025-07-05 16:36:52,MOCK0009939
PT00008681,U002713,order_reward,321,2025-04-30 07:54:37,MOCK0009385
PT00008682,U003990,campaign_reward,526,2025-06-29 21:13:07,MOCK0008376
PT00008683,U000002,refund_deduct,-28,2025-05-17 00:25:29,MOCK0004666
PT00008684,U000041,redeem,-253,2025-09-15 03:25:32,MOCK0004671
PT00008685,U002767,campaign_reward,123,2025-09-11 15:25:54,MOCK0001643
PT00008686,U004885,order_reward,318,2026-08-14 18:03:43,MOCK0000512
PT00008687,U000784,order_reward,250,2025-07-18 16:37:53,MOCK0008143
PT00008688,U003383,redeem,-400,2025-07-26 02:07:23,MOCK0009402
PT00008689,U001551,campaign_reward,384,2025-09-30 01:11:44,MOCK0010388
PT00008690,U002941,order_reward,247,2026-07-03 01:28:58,MOCK0002918
PT00008691,U004556,expire,-532,2026-08-13 10:32:54,MOCK0006086
PT00008692,U001585,order_reward,737,2026-05-14 09:30:26,MOCK0006518
PT00008693,U004590,order_reward,761,2025-03-31 11:20:26,MOCK0001943
PT00008694,U004723,refund_deduct,-537,2026-04-21 20:01:45,MOCK0007789
PT00008695,U001325,refund_deduct,-233,2025-07-15 01:29:22,MOCK0000200
