ad_stat_id,ad_campaign_id,stat_date,impressions,clicks,conversions,ad_cost,attributed_revenue,roi
ADS00004155,AD00055,2025-05-30,72051,578,23,999.71,11807.42,11.8108
ADS00004156,AD00056,2026-08-05,169972,7426,701,35610.82,213328.13,5.9905
ADS00004157,AD00057,2025-02-02,130486,3652,507,1776.54,219348.32,123.4694
ADS00004158,AD00058,2025-07-10,48993,1225,126,2579.96,38261.66,14.8303
ADS00004159,AD00059,2026-06-01,40214,2918,219,10553.96,14119.23,1.3378
ADS00004160,AD00060,2025-04-28,30199,428,54,1867.16,10842.73,5.8071
ADS00004161,AD00061,2026-06-04,161045,8111,509,7836.71,72506.16,9.2521
ADS00004162,AD00062,2026-03-19,11216,809,52,3827.11,23891.12,6.2426
ADS00004163,AD00063,2025-07-02,69962,5231,449,18554.42,285976.67,15.4129
ADS00004164,AD00064,2025-03-07,146755,7188,691,14317.95,262632.94,18.3429
ADS00004165,AD00065,2026-03-19,58274,2607,300,6208.96,19470.12,3.1358
ADS00004166,AD00066,2026-02-20,127330,7719,612,22992.11,352350.88,15.3249
ADS00004167,AD00067,2025-08-14,93760,2308,67,10033.51,24775.42,2.4693
ADS00004168,AD00068,2026-07-10,43206,1454,23,4245.85,7181.89,1.6915
ADS00004169,AD00069,2025-09-21,141048,2459,188,2323.12,73063.22,31.4505
ADS00004170,AD00070,2026-06-14,10886,356,28,824.93,10220.95,12.3901
ADS00004171,AD00071,2026-07-30,32192,1631,227,5681.11,27364.31,4.8167
ADS00004172,AD00072,2025-10-22,1815,53,5,83.85,3341.32,39.8488
ADS00004173,AD00073,2025-04-24,88754,5399,494,14652.69,332172.57,22.6697
ADS00004174,AD00074,2025-06-26,14978,173,17,369.72,4864.15,13.1563
ADS00004175,AD00075,2026-06-02,67032,3112,109,9012.48,70683.2,7.8428
ADS00004176,AD00076,2025-03-08,142138,4799,523,12715.15,121311.85,9.5407
ADS00004177,AD00077,2025-07-07,82944,2568,189,1553.29,108073.8,69.5773
ADS00004178,AD00078,2025-02-01,124983,8854,834,38124.6,518237.78,13.5933
ADS00004179,AD00079,2026-01-08,93545,5237,593,3115.12,286036.75,91.8221
ADS00004180,AD00080,2025-08-19,128842,7426,726,18256.65,280217.59,15.3488
ADS00004181,AD00081,2025-07-10,68321,1569,169,3481.21,87545.97,25.1481
ADS00004182,AD00082,2026-08-09,47388,3502,97,4615.79,48988.03,10.6131
ADS00004183,AD00083,2026-01-10,15250,864,67,2943.08,20761.65,7.0544
ADS00004184,AD00084,2025-09-05,94457,4531,127,11726.38,67017.07,5.7151
ADS00004185,AD00085,2026-08-13,89141,842,44,1773.14,2767.36,1.5607
ADS00004186,AD00086,2025-12-14,119270,5219,576,15990.1,202821.47,12.6842
ADS00004187,AD00087,2025-02-09,34901,2222,141,3441.99,10705.52,3.1103
ADS00004188,AD00088,2025-05-05,116944,8442,1080,9095.12,377722.42,41.5302
ADS00004189,AD00089,2025-02-21,45262,2691,84,2508.68,27428.75,10.9335
ADS00004190,AD00090,2026-08-22,113684,3203,92,15207.67,42687.15,2.8069
ADS00004191,AD00091,2025-05-04,138336,10109,1199,44976.86,556479.67,12.3726
ADS00004192,AD00092,2025-03-27,18693,889,109,1055.6,34705.96,32.8779
ADS00004193,AD00093,2026-08-21,39319,2203,127,7702.69,82535.7,10.7152
ADS00004194,AD00094,2025-09-19,66269,4446,210,7179.96,63784.73,8.8837
ADS00004195,AD00095,2025-03-27,106290,1540,178,6898.71,71029.88,10.2961
ADS00004196,AD00096,2026-08-11,46601,1606,139,1878.76,10882.01,5.7921
ADS00004197,AD00097,2025-04-17,119593,8676,796,23490.12,129317.11,5.5052
ADS00004198,AD00098,2025-07-11,128648,10036,270,33292.84,50054.7,1.5035
ADS00004199,AD00099,2026-03-16,23205,1432,210,3940.41,129533.05,32.873
ADS00004200,AD00100,2025-08-15,27800,1711,118,4055.72,45646.53,11.2549
ADS00004201,AD00001,2025-07-07,29269,550,22,1143.52,11882.87,10.3915
ADS00004202,AD00002,2025-06-22,18707,648,25,2350.32,3329.55,1.4166
ADS00004203,AD00003,2025-09-25,67579,657,66,1911.5,29847.9,15.6149
ADS00004204,AD00004,2026-05-25,132180,9020,943,41016.81,455145.42,11.0966
ADS00004205,AD00005,2026-01-25,179107,4144,568,5991.12,81714.68,13.6393
ADS00004206,AD00006,2025-02-02,175095,5425,93,24159.65,16580.78,0.6863
ADS00004207,AD00007,2026-08-20,121717,8856,530,16296.38,125724.09,7.7148
ADS00004208,AD00008,2026-08-22,116763,3944,324,15547.93,65192.88,4.193
ADS00004209,AD00009,2026-07-05,142014,4549,74,14192.1,39683.85,2.7962
ADS00004210,AD00010,2026-08-12,40141,2704,85,4222.84,28874.79,6.8378
ADS00004211,AD00011,2025-06-14,15032,720,94,3181.26,18333.38,5.7629
ADS00004212,AD00012,2026-07-11,151610,2067,123,9736.26,82090.58,8.4314
ADS00004213,AD00013,2026-04-04,10635,792,74,3374.33,7877.82,2.3346
ADS00004214,AD00014,2026-07-13,108450,1285,49,3222.49,27879.95,8.6517
ADS00004215,AD00015,2026-06-06,106715,3602,343,13787.64,108648.28,7.8801
ADS00004216,AD00016,2025-02-26,99727,3482,138,8126.49,62090.73,7.6405
ADS00004217,AD00017,2025-04-02,48022,2055,283,8280.68,178411.09,21.5455
ADS00004218,AD00018,2026-05-22,80765,1045,140,695.77,60360.58,86.7536
ADS00004219,AD00019,2025-08-11,15741,680,82,294.64,14176.14,48.1134
ADS00004220,AD00020,2026-03-27,173003,8674,264,22504.82,63874.45,2.8383
ADS00004221,AD00021,2025-10-02,3622,142,12,377.93,835.87,2.2117
ADS00004222,AD00022,2026-06-02,10171,279,7,690.31,2208.33,3.199
ADS00004223,AD00023,2025-04-16,150376,9979,531,20826.97,329344.8,15.8134
ADS00004224,AD00024,2026-06-24,86645,4733,189,14421.12,108343.79,7.5129
ADS00004225,AD00025,2025-01-19,159749,2082,250,1590.69,138562.23,87.1083
ADS00004226,AD00026,2026-02-24,100311,1506,81,7143.12,49318.16,6.9043
ADS00004227,AD00027,2025-12-19,74970,5898,276,17741.55,21557.85,1.2151
ADS00004228,AD00028,2025-06-17,42024,2375,243,6066.2,114277.57,18.8384
ADS00004229,AD00029,2025-11-06,83316,5943,860,7530.93,402886.89,53.4976
ADS00004230,AD00030,2025-02-25,10059,580,31,2771.18,9326.08,3.3654
ADS00004231,AD00031,2025-05-21,65561,2995,212,10011.19,95216.11,9.511
ADS00004232,AD00032,2026-08-16,10225,303,13,599.91,5594.55,9.3256
ADS00004233,AD00033,2026-02-19,59975,2620,84,2572.79,22531.56,8.7576
ADS00004234,AD00034,2025-06-26,52739,615,73,1843.18,16807.88,9.119
ADS00004235,AD00035,2026-02-09,27341,1780,252,5689.03,124984.95,21.9695
ADS00004236,AD00036,2025-03-26,23341,748,28,513.28,11601.17,22.602
ADS00004237,AD00037,2026-06-12,66784,5062,624,20721.2,76413.63,3.6877
ADS00004238,AD00038,2026-04-22,81049,1228,175,766.68,69544.69,90.7089
ADS00004239,AD00039,2026-06-08,9178,619,28,2922.99,7919.91,2.7095
ADS00004240,AD00040,2025-09-30,118643,4981,602,10278.49,356524.6,34.6865
ADS00004241,AD00041,2025-08-13,46345,685,67,817.59,42916.53,52.4915
ADS00004242,AD00042,2026-04-25,89465,3490,118,7376.95,55743.37,7.5564
ADS00004243,AD00043,2025-02-25,149376,9674,675,18119.73,216915.73,11.9712
ADS00004244,AD00044,2026-03-12,161766,7085,411,32121.69,156528.89,4.873
ADS00004245,AD00045,2026-01-13,9704,573,28,546.47,5852.21,10.7091
ADS00004246,AD00046,2025-07-21,65608,2829,268,12333.49,173680.28,14.082
ADS00004247,AD00047,2025-03-06,81780,3320,287,5618.44,114232.85,20.3318
ADS00004248,AD00048,2025-10-02,27459,1599,110,3746.63,24971.68,6.6651
ADS00004249,AD00049,2026-02-05,57919,4246,170,15118.73,104377.35,6.9038
ADS00004250,AD00050,2025-04-27,6800,505,33,1035.77,6200.75,5.9866
ADS00004251,AD00051,2025-04-04,62030,2521,169,10101.25,59236.94,5.8643
ADS00004252,AD00052,2025-10-31,50300,2211,141,9698.35,24518.13,2.5281
ADS00004253,AD00053,2026-01-17,147743,4574,426,7190.75,263157.56,36.5967
ADS00004254,AD00054,2025-08-19,149803,9498,803,8713.14,352790.78,40.4895
ADS00004255,AD00055,2025-06-06,78943,1447,56,1029.35,6197.58,6.0209
ADS00004256,AD00056,2026-08-09,85576,1726,71,3096.95,22148.57,7.1517
ADS00004257,AD00057,2025-02-01,122720,2266,131,9640.11,8973.99,0.9309
ADS00004258,AD00058,2025-06-27,13265,126,13,60.54,6051.56,99.9597
ADS00004259,AD00059,2026-05-20,132841,8611,525,13767.55,221694.06,16.1027
ADS00004260,AD00060,2025-04-30,47021,623,89,1777.26,45973.51,25.8676
ADS00004261,AD00061,2026-06-05,72940,4017,419,10894.12,43890.61,4.0288
ADS00004262,AD00062,2026-04-06,35946,767,108,2379.43,49290.51,20.7153
ADS00004263,AD00063,2025-07-08,109643,1156,45,2207.09,29912.96,13.5531
ADS00004264,AD00064,2025-04-18,141129,2098,159,1047.46,38311.83,36.5759
ADS00004265,AD00065,2026-03-19,81864,4245,553,13948.67,217148.04,15.5677
ADS00004266,AD00066,2026-02-26,113854,5971,383,8694.53,139388.94,16.0318
ADS00004267,AD00067,2025-08-07,93092,3474,225,3071.95,105075.76,34.2049
ADS00004268,AD00068,2026-07-08,74875,3099,447,6454.08,223098.76,34.5671
ADS00004269,AD00069,2025-09-07,178085,1950,41,8372.39,12508.19,1.494
ADS00004270,AD00070,2026-07-02,125950,6772,1002,19881.15,520902.76,26.2008
ADS00004271,AD00071,2026-07-16,128967,7791,298,31907.75,76110.3,2.3853
ADS00004272,AD00072,2025-10-19,22545,703,30,1804.9,2214.6,1.227
ADS00004273,AD00073,2025-05-14,162859,4393,477,5096.03,132366.52,25.9744
ADS00004274,AD00074,2025-06-20,10445,366,54,1011.15,27982.93,27.6744
ADS00004275,AD00075,2026-05-12,53149,1891,49,6151.76,3063.84,0.498
ADS00004276,AD00076,2025-04-14,70839,3393,335,2149.18,69101.05,32.1523
ADS00004277,AD00077,2025-07-29,55432,3867,411,4505.8,86725.7,19.2476
ADS00004278,AD00078,2025-01-28,143095,6761,636,24553.81,326815.74,13.3102
ADS00004279,AD00079,2025-12-24,69758,3238,467,2929.33,104389.54,35.636
ADS00004280,AD00080,2025-08-31,69539,3342,198,13585.07,107758.36,7.9321
ADS00004281,AD00081,2025-06-20,73948,5690,141,6124.22,77304.91,12.6228
ADS00004282,AD00082,2026-07-19,20299,482,55,1024.89,5232.6,5.1055
ADS00004283,AD00083,2026-01-02,43126,410,43,1650.14,8056.25,4.8822
ADS00004284,AD00084,2025-09-12,80415,1092,140,3213.17,41222.98,12.8294
ADS00004285,AD00085,2026-07-31,134295,4293,347,13059.22,32612.4,2.4973
ADS00004286,AD00086,2025-10-20,11396,806,49,1857.65,9155.55,4.9286
ADS00004287,AD00087,2025-02-11,116675,7193,924,9997.97,223584.43,22.363
ADS00004288,AD00088,2025-05-06,135502,9979,587,33865.86,143303.15,4.2315
ADS00004289,AD00089,2025-03-05,89152,1164,141,850.55,76742.63,90.2271
ADS00004290,AD00090,2026-08-13,29017,1552,173,1239.62,21053.5,16.9838
ADS00004291,AD00091,2025-05-25,166167,6324,297,14650.49,94487.1,6.4494
ADS00004292,AD00092,2025-03-08,82777,718,25,289.18,12343.81,42.6856
ADS00004293,AD00093,2026-08-19,84222,6525,272,23567.75,121260.28,5.1452
ADS00004294,AD00094,2025-09-25,75239,983,127,726.22,38659.28,53.2336
ADS00004295,AD00095,2025-02-27,130167,4806,663,5672.58,76008.02,13.3992
ADS00004296,AD00096,2026-07-28,13500,414,6,1773.47,3687.28,2.0791
ADS00004297,AD00097,2025-05-01,113472,4279,476,8329.9,262187.55,31.4755
ADS00004298,AD00098,2025-07-04,5837,60,5,53.76,2294.16,42.6741
ADS00004299,AD00099,2026-04-02,80187,4191,402,19931.98,220975.05,11.0865
ADS00004300,AD00100,2025-09-03,111500,3562,385,1476.79,156502.17,105.9746
ADS00004301,AD00001,2025-07-05,172509,3929,434,7375.99,225116.83,30.5202
ADS00004302,AD00002,2025-06-23,38381,1618,149,2335.49,23641.94,10.1229
ADS00004303,AD00003,2025-10-04,69723,1124,105,4832.27,30849.83,6.3841
ADS00004304,AD00004,2026-06-10,136991,7925,371,31850.2,46207.03,1.4508
ADS00004305,AD00005,2025-12-29,105796,4580,294,13667.81,66077.87,4.8346
ADS00004306,AD00006,2025-02-17,133024,9134,360,9764.53,100938.95,10.3373
ADS00004307,AD00007,2026-08-20,96781,5237,450,18816.39,72946.1,3.8767
ADS00004308,AD00008,2026-08-21,59193,4565,78,4606.53,18136.81,3.9372
ADS00004309,AD00009,2026-06-11,25367,1955,104,3939.39,56541.55,14.3529
ADS00004310,AD00010,2026-08-01,59138,3491,138,15315.58,35234.6,2.3006
ADS00004311,AD00011,2025-06-13,129600,9784,748,31288.37,92469.05,2.9554
ADS00004312,AD00012,2026-06-24,143632,4371,500,18119.11,179973.21,9.9328
ADS00004313,AD00013,2026-02-24,102500,1836,182,8578.79,51810.03,6.0393
ADS00004314,AD00014,2026-07-03,110480,2160,47,6120.79,23579.94,3.8524
ADS00004315,AD00015,2026-06-23,170357,8139,923,5984.7,289560.14,48.3834
ADS00004316,AD00016,2025-03-21,69868,4621,231,20747.98,41071.24,1.9795
ADS00004317,AD00017,2025-04-28,175412,7469,941,19789.05,345167.61,17.4424
ADS00004318,AD00018,2026-05-24,15804,695,93,1617.75,9090.84,5.6194
ADS00004319,AD00019,2025-07-31,62314,3606,372,12860.28,230917.88,17.9559
ADS00004320,AD00020,2026-05-12,155795,4274,614,14266.28,316575.96,22.1905
ADS00004321,AD00021,2025-09-27,88294,3727,282,4260.53,78358.56,18.3917
ADS00004322,AD00022,2026-04-27,51501,1002,126,2436.14,17483.83,7.1769
ADS00004323,AD00023,2025-04-26,44122,1216,179,1620.75,56994.94,35.1658
ADS00004324,AD00024,2026-06-26,67220,3708,302,7175.37,161746.62,22.5419
ADS00004325,AD00025,2025-01-17,178862,7068,427,19050.52,257504.74,13.5169
ADS00004326,AD00026,2026-03-13,64204,2193,304,9465.13,60348.03,6.3758
ADS00004327,AD00027,2025-11-29,43623,2672,222,8011.75,112847.56,14.0853
ADS00004328,AD00028,2025-05-11,69267,4202,603,13587.73,122641.34,9.0259
ADS00004329,AD00029,2025-11-24,124158,7281,479,31741.44,48858.63,1.5393
ADS00004330,AD00030,2025-03-11,73491,5798,367,22320.34,187726.23,8.4105
ADS00004331,AD00031,2025-04-18,62769,849,50,1994.04,18193.8,9.1241
ADS00004332,AD00032,2026-08-20,107944,5847,234,9596.2,99748.87,10.3946
ADS00004333,AD00033,2026-02-11,103714,5637,680,26722.79,238553.92,8.927
ADS00004334,AD00034,2025-06-27,74077,2558,295,9064.35,70460.47,7.7734
ADS00004335,AD00035,2026-02-21,67162,2661,259,7536.83,82330.25,10.9237
ADS00004336,AD00036,2025-03-16,93901,2876,268,5336.99,151857.48,28.4538
ADS00004337,AD00037,2026-05-23,145250,5643,228,7603.7,94866.34,12.4763
ADS00004338,AD00038,2026-04-03,109188,7334,296,7883.68,137253.42,17.4098
ADS00004339,AD00039,2026-06-09,1748,78,2,370.75,252.05,0.6798
ADS00004340,AD00040,2025-10-01,179033,8350,306,15797.34,181350.18,11.4798
ADS00004341,AD00041,2025-08-07,99690,3262,373,5748.42,207014.45,36.0124
ADS00004342,AD00042,2026-04-13,173610,11052,305,28111.84,41480.68,1.4756
ADS00004343,AD00043,2025-04-27,28507,2011,272,4867.46,110791.23,22.7616
ADS00004344,AD00044,2026-02-25,45952,2976,240,10717.51,67532.87,6.3012
ADS00004345,AD00045,2026-01-12,95705,4419,448,6577.53,211963.13,32.2253
ADS00004346,AD00046,2025-07-29,135792,4421,482,1597.41,114747.29,71.8333
ADS00004347,AD00047,2025-03-01,34056,2065,188,4508.77,37552.02,8.3287
ADS00004348,AD00048,2025-09-09,161149,8696,739,15538.34,275050.38,17.7014
ADS00004349,AD00049,2026-02-19,13895,412,14,624.92,7904.55,12.6489
ADS00004350,AD00050,2025-04-07,143597,3958,458,14110.57,275561.63,19.5287
ADS00004351,AD00051,2025-04-02,116765,3566,197,1875.95,113239.99,60.3641
ADS00004352,AD00052,2025-10-31,33328,697,42,2024.7,24202.87,11.9538
ADS00004353,AD00053,2026-01-21,28653,2280,275,5450.6,42025.57,7.7103
ADS00004354,AD00054,2025-07-23,76004,1246,40,5031.56,25404.57,5.049
ADS00004355,AD00055,2025-06-07,43792,1001,82,838.99,40588.44,48.3777
ADS00004356,AD00056,2026-08-07,123733,5648,473,3125.93,42808.57,13.6947
ADS00004357,AD00057,2025-01-14,31504,1239,119,728.38,49112.14,67.4265
ADS00004358,AD00058,2025-06-27,121537,3550,160,10592.62,94120.23,8.8855
ADS00004359,AD00059,2026-04-26,66903,3088,419,5925.59,50968.78,8.6015
ADS00004360,AD00060,2025-04-30,48016,1009,124,3663.08,66744.19,18.2208
ADS00004361,AD00061,2026-05-08,57853,3380,89,7641.75,10687.7,1.3986
ADS00004362,AD00062,2026-04-02,130581,3742,347,3700.29,163990.61,44.3183
ADS00004363,AD00063,2025-07-02,44264,1586,181,1893.89,45924.22,24.2486
ADS00004364,AD00064,2025-06-01,142974,5815,663,12110.97,341870.07,28.2281
ADS00004365,AD00065,2026-02-02,81472,5432,581,10525.69,212283.79,20.1682
ADS00004366,AD00066,2026-02-18,170787,9077,428,42410.94,54165.92,1.2772
ADS00004367,AD00067,2025-08-01,20249,1057,58,3769.34,24774.45,6.5726
ADS00004368,AD00068,2026-07-15,130225,4827,162,6720.96,109685.52,16.3199
ADS00004369,AD00069,2025-08-16,178413,13050,545,14157.62,210973.44,14.9018
ADS00004370,AD00070,2026-07-04,154591,11220,1494,35023.46,181288.7,5.1762
ADS00004371,AD00071,2026-08-05,22062,1335,175,5775.34,92971.08,16.0979
ADS00004372,AD00072,2025-10-17,83633,3150,333,6816.22,137057.61,20.1076
ADS00004373,AD00073,2025-05-27,63832,3292,274,13927.36,151977.14,10.9121
ADS00004374,AD00074,2025-06-25,37147,1348,145,5295.91,52802.27,9.9704
ADS00004375,AD00075,2026-05-06,38928,1754,35,4487.19,6812.9,1.5183
ADS00004376,AD00076,2025-03-23,128202,4825,599,6816.06,153828.12,22.5685
ADS00004377,AD00077,2025-07-10,95533,1167,19,560.63,5821.11,10.3832
ADS00004378,AD00078,2025-01-25,111041,2160,127,9582.23,50233.29,5.2423
ADS00004379,AD00079,2026-02-03,113304,3009,400,10946.13,243957.32,22.2871
ADS00004380,AD00080,2025-08-22,65200,3094,375,2654.3,197604.87,74.4471
ADS00004381,AD00081,2025-05-06,100809,2358,238,9415.62,39097.85,4.1524
ADS00004382,AD00082,2026-08-04,150336,3142,443,8628.02,216429.42,25.0845
ADS00004383,AD00083,2025-12-31,157515,8453,1045,8560.91,401830.95,46.9379
ADS00004384,AD00084,2025-09-11,82130,3514,484,2614.16,35871.14,13.7219
ADS00004385,AD00085,2026-08-18,20364,977,59,3026.51,38223.88,12.6297
ADS00004386,AD00086,2025-12-14,130275,5052,146,22699.26,64920.25,2.86
ADS00004387,AD00087,2025-02-08,146568,2405,153,4773.68,85752.97,17.9637
ADS00004388,AD00088,2025-04-12,10793,392,36,498.79,23443.92,47.0016
ADS00004389,AD00089,2025-03-12,44764,2392,220,8788.85,125030.96,14.2261
ADS00004390,AD00090,2026-08-19,166611,12801,1204,53417.03,318163.56,5.9562
ADS00004391,AD00091,2025-05-03,55081,1414,116,5856.97,68861.83,11.7572
ADS00004392,AD00092,2025-02-17,152597,11492,268,21530.54,132559.18,6.1568
ADS00004393,AD00093,2026-08-22,98487,3095,381,6569.56,54308.71,8.2667
ADS00004394,AD00094,2025-09-29,48619,1686,163,5356.9,18449.31,3.444
ADS00004395,AD00095,2025-03-12,36582,995,36,2944.23,15833.54,5.3778
ADS00004396,AD00096,2026-07-16,161876,12778,696,43369.76,229575.68,5.2935
ADS00004397,AD00097,2025-05-10,14771,258,12,1141.3,2680.96,2.349
ADS00004398,AD00098,2025-06-24,94847,1491,115,4811.61,65787.36,13.6726
ADS00004399,AD00099,2026-04-09,102959,3172,167,9380.91,80299.19,8.5599
ADS00004400,AD00100,2025-08-31,128378,10176,1336,7370.67,627307.62,85.1086
ADS00004401,AD00001,2025-07-20,104534,3075,219,1715.63,113419.7,66.1097
ADS00004402,AD00002,2025-07-03,76869,6091,878,26336.97,472601.37,17.9444
ADS00004403,AD00003,2025-09-19,116814,1462,30,3340.97,17657.42,5.2851
ADS00004404,AD00004,2026-05-24,32207,1968,187,601.75,33410.63,55.5224
ADS00004405,AD00005,2025-12-26,121844,1536,185,3866.28,17509.51,4.5288
ADS00004406,AD00006,2025-02-25,28597,583,23,1939.85,10159.56,5.2373
ADS00004407,AD00007,2026-08-07,169650,9180,892,4811.93,456867.07,94.9447
ADS00004408,AD00008,2026-08-21,116977,6109,325,18687.54,55783.28,2.9851
ADS00004409,AD00009,2026-06-05,113362,7503,804,28504.14,279532.31,9.8067
ADS00004410,AD00010,2026-08-19,92208,6861,597,25277.86,129593.38,5.1268
ADS00004411,AD00011,2025-06-07,144306,1405,43,5409.97,9929.65,1.8354
ADS00004412,AD00012,2026-08-14,60352,4478,604,4105.35,75971.87,18.5056
ADS00004413,AD00013,2026-03-24,175816,11074,1192,6148.36,790685.26,128.601
ADS00004414,AD00014,2026-07-09,11770,939,94,2593.43,5836.64,2.2505
ADS00004415,AD00015,2026-06-16,53171,3418,510,10903.98,155241.56,14.2371
ADS00004416,AD00016,2025-03-24,93085,2307,41,3193.1,19669.97,6.1601
ADS00004417,AD00017,2025-03-26,175747,11399,1216,49377.87,223888.93,4.5342
ADS00004418,AD00018,2026-05-13,42643,858,84,1007.0,55460.34,55.0748
ADS00004419,AD00019,2025-08-18,31843,2292,236,4624.75,141801.44,30.6614
ADS00004420,AD00020,2026-06-04,92528,6062,453,20973.12,61577.3,2.936
ADS00004421,AD00021,2025-09-14,64305,2630,300,3684.41,31253.57,8.4827
ADS00004422,AD00022,2026-05-05,147518,11555,1550,48859.13,707978.1,14.4902
ADS00004423,AD00023,2025-05-24,88989,6969,817,17978.42,511450.79,28.448
ADS00004424,AD00024,2026-07-12,132762,5850,553,24232.52,277709.45,11.4602
ADS00004425,AD00025,2025-01-30,159085,11896,390,39951.95,152580.82,3.8191
ADS00004426,AD00026,2026-02-21,52002,1457,26,6775.6,11175.88,1.6494
ADS00004427,AD00027,2025-11-14,166521,9573,241,10155.6,52629.44,5.1823
ADS00004428,AD00028,2025-05-04,173209,3772,143,10632.01,76566.81,7.2015
ADS00004429,AD00029,2025-11-29,142036,9594,1429,45088.72,490559.28,10.8799
ADS00004430,AD00030,2025-02-23,87242,1538,194,5646.6,41710.07,7.3868
ADS00004431,AD00031,2025-04-06,11586,475,31,517.51,8476.56,16.3795
ADS00004432,AD00032,2026-08-16,109081,1367,107,1225.07,45050.75,36.774
ADS00004433,AD00033,2026-02-15,86196,4687,106,8741.49,53798.6,6.1544
ADS00004434,AD00034,2025-07-02,83377,3043,410,10178.63,103508.31,10.1692
ADS00004435,AD00035,2026-02-18,57598,2123,206,1104.44,45522.2,41.2174
ADS00004436,AD00036,2025-03-21,62652,751,110,576.95,51428.15,89.138
ADS00004437,AD00037,2026-06-28,9301,162,9,467.42,3608.39,7.7198
ADS00004438,AD00038,2026-05-05,42249,1743,64,1251.11,9347.49,7.4714
ADS00004439,AD00039,2026-06-11,129147,5843,855,19816.91,295586.07,14.9159
ADS00004440,AD00040,2025-09-22,32033,1881,144,1255.22,59658.77,47.5285
ADS00004441,AD00041,2025-08-14,7764,343,38,1453.21,5248.2,3.6115
ADS00004442,AD00042,2026-03-29,124449,3792,437,9916.97,156932.88,15.8247
ADS00004443,AD00043,2025-02-27,110752,8731,375,40742.36,146687.43,3.6004
ADS00004444,AD00044,2026-03-07,9963,503,48,2374.48,21831.26,9.1941
ADS00004445,AD00045,2026-01-04,126765,4795,186,21320.63,30837.49,1.4464
ADS00004446,AD00046,2025-07-12,131229,1171,74,2139.7,46845.79,21.8936
ADS00004447,AD00047,2025-03-13,30359,1998,183,5996.13,58361.42,9.7332
ADS00004448,AD00048,2025-08-30,136383,6312,885,14571.47,481305.5,33.0307
ADS00004449,AD00049,2026-02-05,6763,170,17,732.36,1663.35,2.2712
ADS00004450,AD00050,2025-04-16,104756,4658,102,12970.5,23430.54,1.8064
ADS00004451,AD00051,2025-04-06,79144,6201,449,14070.08,200768.66,14.2692
ADS00004452,AD00052,2025-10-19,72660,2877,293,4334.54,147742.79,34.085
ADS00004453,AD00053,2026-01-24,167282,8397,222,32962.47,100053.59,3.0354
ADS00004454,AD00054,2025-09-01,39793,1754,236,5328.14,98285.5,18.4465
ADS00004455,AD00055,2025-06-01,105777,5253,124,17274.9,46396.91,2.6858
ADS00004456,AD00056,2026-07-30,43817,2868,358,3962.61,187503.52,47.3182
ADS00004457,AD00057,2025-01-13,170958,1619,136,1920.84,45393.55,23.6321
ADS00004458,AD00058,2025-07-01,143504,2161,224,8108.28,35121.44,4.3316
ADS00004459,AD00059,2026-06-12,140918,9239,1070,32067.7,378942.18,11.8169
ADS00004460,AD00060,2025-05-01,51734,889,130,1532.24,25346.62,16.5422
ADS00004461,AD00061,2026-05-26,92332,6134,125,27061.72,47446.54,1.7533
ADS00004462,AD00062,2026-03-26,26431,1690,130,1029.51,21554.44,20.9366
ADS00004463,AD00063,2025-06-27,2397,128,16,443.47,6354.31,14.3286
ADS00004464,AD00064,2025-05-31,49831,710,100,941.98,55070.63,58.4626
ADS00004465,AD00065,2026-03-03,44641,2125,51,9619.0,31529.66,3.2779
ADS00004466,AD00066,2026-02-24,35033,1892,162,4506.21,59797.78,13.2701
ADS00004467,AD00067,2025-09-01,78594,2086,166,8863.29,90641.9,10.2267
ADS00004468,AD00068,2026-08-03,100884,4346,135,5688.15,48653.31,8.5535
ADS00004469,AD00069,2025-09-30,157081,5610,477,18532.31,44143.94,2.382
ADS00004470,AD00070,2026-07-09,121248,8962,701,41103.47,308470.41,7.5047
ADS00004471,AD00071,2026-07-17,128459,6070,594,13309.85,259659.91,19.5089
ADS00004472,AD00072,2025-10-11,17543,1081,112,4200.7,57995.98,13.8063
ADS00004473,AD00073,2025-05-18,28525,1528,145,639.79,51596.64,80.6462
ADS00004474,AD00074,2025-06-27,88675,4111,121,4294.65,44610.97,10.3876
ADS00004475,AD00075,2026-05-17,113431,2669,325,11964.93,203797.14,17.0329
ADS00004476,AD00076,2025-04-13,128756,7593,846,5395.25,405862.14,75.2258
ADS00004477,AD00077,2025-08-29,18643,1084,29,1169.63,5035.63,4.3053
ADS00004478,AD00078,2025-02-27,24101,1767,147,5111.51,91404.77,17.8821
ADS00004479,AD00079,2025-12-18,150818,6870,756,4022.94,122620.46,30.4803
ADS00004480,AD00080,2025-08-08,31306,2463,40,8443.03,7547.78,0.894
ADS00004481,AD00081,2025-05-29,67504,1149,109,1504.06,21674.84,14.4109
ADS00004482,AD00082,2026-07-31,67290,1416,204,6405.88,35154.33,5.4878
ADS00004483,AD00083,2026-01-11,160076,9356,571,15087.0,246837.15,16.3609
ADS00004484,AD00084,2025-09-27,139408,2473,232,5354.71,14723.04,2.7495
ADS00004485,AD00085,2026-08-15,26461,1168,85,2503.39,17964.44,7.176
ADS00004486,AD00086,2025-11-17,166768,3091,325,3934.35,204669.82,52.0213
ADS00004487,AD00087,2025-02-12,133065,2196,159,1692.45,9760.03,5.7668
ADS00004488,AD00088,2025-04-28,113382,7490,625,15195.59,350537.07,23.0683
