movement_id,sku_id,warehouse_id,movement_type,quantity_delta,occurred_at,reference_no,source_system
IM00008201,SKU0000667,W006,purchase_in,6,2025-09-07 04:45:43,REF00009562,order
IM00008202,SKU0002299,W010,return_in,55,2025-05-02 20:10:01,REF00005727,order
IM00008203,SKU0001437,W004,sale_out,-78,2025-07-15 01:29:21,REF00009796,warehouse
IM00008204,SKU0000216,W002,sale_out,-39,2026-01-24 22:34:50,REF00013951,order
IM00008205,SKU0000264,W003,purchase_in,61,2025-03-25 09:24:55,REF00008873,order
IM00008206,SKU0000641,W013,sale_out,-72,2025-03-08 11:40:12,REF00007025,purchase
IM00008207,SKU0002757,W012,sale_out,-64,2026-04-13 10:24:25,REF00011262,warehouse
IM00008208,SKU0002140,W012,purchase_in,24,2025-07-31 09:49:04,REF00001471,purchase
IM00008209,SKU0000808,W004,adjustment,78,2025-01-01 05:39:33,REF00005410,order
IM00008210,SKU0002366,W008,sale_out,-51,2025-09-04 04:47:37,REF00002376,order
IM00008211,SKU0000350,W002,sale_out,-57,2025-08-29 02:37:17,REF00009601,system
IM00008212,SKU0000162,W012,sale_out,-31,2025-04-14 00:44:56,REF00004309,order
IM00008213,SKU0002570,W004,sale_out,-12,2025-04-02 09:54:10,REF00009331,order
IM00008214,SKU0002107,W011,sale_out,-35,2025-01-04 20:00:35,REF00000428,order
IM00008215,SKU0002990,W008,sale_out,-60,2025-08-19 09:27:38,REF00008289,order
IM00008216,SKU0002233,W008,sale_out,-7,2025-09-08 09:36:32,REF00003501,order
IM00008217,SKU0002468,W009,return_in,61,2026-02-18 15:20:39,REF00013590,purchase
IM00008218,SKU0000862,W010,sale_out,-28,2025-07-29 22:15:42,REF00001923,warehouse
IM00008219,SKU0000103,W003,adjustment,61,2025-06-09 17:53:33,REF00006557,purchase
IM00008220,SKU0002999,W004,purchase_in,75,2025-11-10 18:04:44,REF00013993,order
IM00008221,SKU0002922,W016,sale_out,-49,2025-09-22 00:18:58,REF00014343,order
IM00008222,SKU0002109,W014,adjustment,65,2026-07-03 12:23:36,REF00009752,warehouse
IM00008223,SKU0001107,W012,purchase_in,16,2026-02-21 01:11:53,REF00010537,order
IM00008224,SKU0001136,W006,return_in,63,2025-08-22 18:57:08,REF00004920,order
IM00008225,SKU0002836,W001,sale_out,-24,2025-08-23 02:13:01,REF00011068,purchase
IM00008226,SKU0001376,W009,purchase_in,27,2026-01-10 18:04:54,REF00007909,order
IM00008227,SKU0002226,W010,return_in,25,2025-08-17 21:25:12,REF00013011,warehouse
IM00008228,SKU0000532,W011,sale_out,-42,2026-08-17 08:21:49,REF00001329,purchase
IM00008229,SKU0001167,W003,sale_out,-77,2025-04-05 06:39:18,REF00001780,system
IM00008230,SKU0002242,W006,sale_out,-5,2025-03-21 06:09:26,REF00004904,order
IM00008231,SKU0001222,W009,purchase_in,70,2026-03-20 13:58:32,REF00003216,system
IM00008232,SKU0002635,W004,purchase_in,33,2026-04-11 15:31:39,REF00008461,order
IM00008233,SKU0001371,W013,sale_out,-23,2026-05-06 16:07:10,REF00008002,order
IM00008234,SKU0001060,W009,transfer_in,7,2026-07-26 14:32:05,REF00011211,order
IM00008235,SKU0001969,W014,sale_out,-58,2025-04-24 16:52:29,REF00006680,purchase
IM00008236,SKU0001331,W009,sale_out,-9,2025-09-15 05:11:58,REF00008379,system
IM00008237,SKU0000867,W006,sale_out,-68,2025-09-22 04:14:10,REF00011697,system
IM00008238,SKU0002083,W003,purchase_in,70,2026-07-01 02:04:25,REF00014993,warehouse
IM00008239,SKU0002761,W011,sale_out,-6,2025-03-14 02:57:30,REF00002408,order
IM00008240,SKU0002322,W012,transfer_out,-51,2025-06-26 02:01:50,REF00010954,order
IM00008241,SKU0001497,W015,purchase_in,54,2026-07-06 16:20:30,REF00001535,order
IM00008242,SKU0000348,W002,sale_out,-50,2025-10-27 03:29:55,REF00003556,order
IM00008243,SKU0000623,W009,sale_out,-25,2026-01-13 17:38:36,REF00003798,system
IM00008244,SKU0002604,W004,sale_out,-3,2026-05-22 01:32:56,REF00002736,purchase
IM00008245,SKU0001288,W011,sale_out,-80,2026-04-08 18:06:25,REF00014610,order
IM00008246,SKU0001264,W014,purchase_in,64,2026-07-02 14:46:03,REF00000180,order
IM00008247,SKU0002472,W007,sale_out,-49,2026-01-18 00:55:44,REF00013669,warehouse
IM00008248,SKU0001601,W002,adjustment,57,2026-07-15 18:38:33,REF00007689,purchase
IM00008249,SKU0001376,W009,purchase_in,76,2025-06-24 17:54:24,REF00002701,order
IM00008250,SKU0002627,W009,purchase_in,60,2026-02-19 12:43:22,REF00012999,purchase
IM00008251,SKU0002756,W014,sale_out,-70,2026-08-19 06:49:27,REF00008684,order
IM00008252,SKU0000418,W007,purchase_in,57,2025-01-10 02:46:08,REF00002940,purchase
IM00008253,SKU0000034,W009,purchase_in,76,2025-04-15 07:25:24,REF00004257,order
IM00008254,SKU0002323,W015,transfer_out,-66,2025-01-07 04:52:10,REF00011833,order
IM00008255,SKU0000877,W002,adjustment,29,2025-04-05 22:44:57,REF00012139,order
IM00008256,SKU0000799,W012,transfer_in,67,2025-09-25 13:33:06,REF00011137,system
IM00008257,SKU0000512,W016,sale_out,-22,2025-03-21 10:21:26,REF00003718,purchase
IM00008258,SKU0002798,W013,sale_out,-35,2025-04-14 12:16:57,REF00003835,purchase
IM00008259,SKU0002752,W006,transfer_out,-52,2026-01-04 12:25:36,REF00007719,system
IM00008260,SKU0002986,W011,purchase_in,49,2025-12-07 22:28:12,REF00009456,order
IM00008261,SKU0001550,W001,sale_out,-60,2026-06-20 16:22:56,REF00001127,system
IM00008262,SKU0000680,W013,sale_out,-72,2025-05-21 09:13:21,REF00009456,order
IM00008263,SKU0002062,W007,purchase_in,65,2026-07-14 08:33:47,REF00012778,order
IM00008264,SKU0000806,W010,sale_out,-64,2025-08-28 05:01:35,REF00014926,order
IM00008265,SKU0002112,W012,purchase_in,44,2025-05-18 19:48:57,REF00000557,warehouse
IM00008266,SKU0000796,W007,purchase_in,56,2026-02-28 16:17:45,REF00002649,warehouse
IM00008267,SKU0000377,W015,transfer_in,32,2025-07-24 23:06:40,REF00003459,order
IM00008268,SKU0000260,W005,return_in,27,2026-07-09 17:01:55,REF00010375,order
IM00008269,SKU0002551,W013,transfer_out,-69,2025-01-01 13:54:23,REF00004429,order
IM00008270,SKU0000707,W013,sale_out,-46,2026-04-05 02:09:17,REF00004172,system
IM00008271,SKU0002368,W008,purchase_in,28,2025-11-16 06:10:13,REF00004349,order
IM00008272,SKU0000006,W005,sale_out,-45,2026-08-06 07:20:52,REF00006747,order
IM00008273,SKU0001035,W002,sale_out,-9,2026-04-21 21:54:51,REF00004472,order
IM00008274,SKU0000613,W016,sale_out,-74,2025-06-29 12:07:35,REF00004200,purchase
IM00008275,SKU0001549,W010,adjustment,11,2025-09-19 07:41:18,REF00005018,order
IM00008276,SKU0002307,W009,sale_out,-56,2025-12-30 15:27:51,REF00008279,order
IM00008277,SKU0002675,W007,sale_out,-3,2026-05-30 19:29:41,REF00005792,warehouse
IM00008278,SKU0000141,W001,sale_out,-18,2026-08-10 14:26:44,REF00001774,system
IM00008279,SKU0000883,W010,sale_out,-3,2026-01-28 01:50:57,REF00005030,order
IM00008280,SKU0000735,W005,sale_out,-22,2026-07-01 15:10:55,REF00014668,system
IM00008281,SKU0001539,W014,transfer_out,-63,2025-10-06 22:04:01,REF00007460,warehouse
IM00008282,SKU0002030,W011,sale_out,-37,2026-05-20 11:35:48,REF00014564,order
IM00008283,SKU0001307,W011,sale_out,-57,2025-12-11 21:16:31,REF00000628,warehouse
IM00008284,SKU0002872,W010,return_in,19,2025-09-05 15:08:41,REF00001192,order
IM00008285,SKU0000588,W008,adjustment,40,2025-04-13 05:25:32,REF00000452,warehouse
IM00008286,SKU0000046,W014,sale_out,-46,2025-05-25 13:06:18,REF00012096,order
IM00008287,SKU0002480,W004,purchase_in,19,2025-01-25 13:50:22,REF00013679,purchase
IM00008288,SKU0000232,W002,purchase_in,12,2025-05-02 11:50:16,REF00000726,purchase
IM00008289,SKU0000640,W001,sale_out,-15,2025-07-06 12:22:29,REF00012952,order
IM00008290,SKU0000187,W015,purchase_in,68,2026-04-04 06:18:40,REF00006469,order
IM00008291,SKU0002857,W016,adjustment,54,2025-08-01 03:21:49,REF00002021,system
IM00008292,SKU0002699,W016,adjustment,22,2025-11-04 07:27:42,REF00001603,order
IM00008293,SKU0001244,W008,transfer_in,60,2026-05-17 12:41:38,REF00009167,purchase
IM00008294,SKU0000548,W015,purchase_in,53,2025-11-01 11:30:56,REF00004398,order
IM00008295,SKU0002776,W009,sale_out,-27,2026-04-02 13:16:57,REF00004783,order
IM00008296,SKU0001627,W011,return_in,31,2025-08-28 16:13:45,REF00008318,order
IM00008297,SKU0000094,W003,sale_out,-54,2025-12-11 23:18:17,REF00013355,purchase
IM00008298,SKU0000721,W002,purchase_in,7,2025-12-27 13:03:23,REF00001110,order
IM00008299,SKU0002853,W011,purchase_in,33,2026-06-13 01:17:02,REF00005655,order
IM00008300,SKU0002761,W011,purchase_in,21,2025-08-25 01:54:25,REF00008479,order
IM00008301,SKU0002493,W001,sale_out,-71,2025-10-13 00:42:51,REF00004259,order
IM00008302,SKU0001612,W004,sale_out,-3,2025-01-10 03:10:52,REF00010840,order
IM00008303,SKU0001976,W001,sale_out,-3,2025-10-06 19:52:58,REF00014775,purchase
IM00008304,SKU0000084,W003,sale_out,-57,2025-04-04 19:34:44,REF00008829,order
IM00008305,SKU0002602,W006,sale_out,-33,2026-02-27 01:06:58,REF00009329,warehouse
IM00008306,SKU0000768,W002,sale_out,-15,2025-03-30 09:10:48,REF00004069,purchase
IM00008307,SKU0001808,W010,sale_out,-1,2025-02-23 13:58:15,REF00001912,order
IM00008308,SKU0002121,W010,transfer_out,-3,2026-03-14 01:17:31,REF00010161,order
IM00008309,SKU0000908,W005,sale_out,-44,2025-08-31 16:13:50,REF00004414,warehouse
IM00008310,SKU0002384,W002,purchase_in,54,2025-03-17 16:30:21,REF00011960,order
IM00008311,SKU0002353,W005,transfer_out,-32,2026-07-16 06:39:08,REF00006779,system
IM00008312,SKU0001664,W013,sale_out,-47,2025-06-09 22:21:18,REF00013315,order
IM00008313,SKU0000170,W014,adjustment,59,2026-05-20 19:50:09,REF00006569,warehouse
IM00008314,SKU0000310,W012,purchase_in,17,2026-02-20 17:47:47,REF00011050,purchase
IM00008315,SKU0000443,W004,sale_out,-29,2025-06-09 13:42:18,REF00000403,order
IM00008316,SKU0001672,W010,sale_out,-28,2025-06-05 12:25:36,REF00005483,warehouse
IM00008317,SKU0002705,W014,purchase_in,44,2026-08-05 06:13:28,REF00009991,system
IM00008318,SKU0000894,W012,sale_out,-73,2025-02-14 15:25:30,REF00007053,order
IM00008319,SKU0002497,W005,sale_out,-20,2025-03-07 16:31:32,REF00006993,order
IM00008320,SKU0002152,W014,sale_out,-16,2026-05-04 06:19:00,REF00006527,warehouse
IM00008321,SKU0000306,W002,purchase_in,32,2025-09-11 13:05:42,REF00014068,order
IM00008322,SKU0001615,W003,sale_out,-58,2026-07-31 23:15:44,REF00002550,purchase
IM00008323,SKU0000023,W011,return_in,64,2026-05-03 18:06:53,REF00013356,order
IM00008324,SKU0002346,W013,purchase_in,46,2025-02-24 02:59:42,REF00009135,order
IM00008325,SKU0002768,W002,sale_out,-48,2025-04-30 02:00:21,REF00000860,order
IM00008326,SKU0002669,W011,transfer_out,-3,2026-05-28 08:11:37,REF00007825,order
IM00008327,SKU0001619,W006,purchase_in,55,2025-01-23 02:45:28,REF00000400,warehouse
IM00008328,SKU0000095,W016,sale_out,-3,2025-04-12 15:58:06,REF00002689,purchase
IM00008329,SKU0000900,W013,return_in,36,2025-06-14 05:13:20,REF00012576,order
IM00008330,SKU0000141,W001,adjustment,38,2026-05-20 12:56:58,REF00012769,order
IM00008331,SKU0000194,W001,purchase_in,42,2025-02-01 06:44:52,REF00009422,warehouse
IM00008332,SKU0000639,W003,purchase_in,23,2025-11-13 13:11:56,REF00000132,order
IM00008333,SKU0000644,W009,purchase_in,26,2025-02-17 15:32:41,REF00009862,warehouse
IM00008334,SKU0000756,W006,sale_out,-73,2026-07-15 14:48:29,REF00014163,system
IM00008335,SKU0000199,W009,purchase_in,50,2025-11-22 02:14:33,REF00010562,purchase
IM00008336,SKU0002109,W014,sale_out,-29,2025-08-01 08:25:58,REF00013815,order
IM00008337,SKU0000838,W001,purchase_in,6,2026-04-02 00:16:26,REF00014326,order
IM00008338,SKU0002604,W004,return_in,28,2025-04-04 20:33:12,REF00014433,order
IM00008339,SKU0002496,W005,sale_out,-17,2025-01-16 23:05:57,REF00013578,order
IM00008340,SKU0001143,W011,sale_out,-35,2025-11-07 03:17:17,REF00008597,order
IM00008341,SKU0000528,W005,transfer_out,-11,2026-03-24 23:44:38,REF00010642,order
IM00008342,SKU0001076,W008,purchase_in,41,2026-01-18 16:12:47,REF00008723,order
IM00008343,SKU0002665,W008,transfer_out,-51,2026-02-23 03:34:08,REF00014053,purchase
IM00008344,SKU0000420,W010,transfer_out,-72,2025-03-24 17:35:38,REF00013272,order
IM00008345,SKU0001069,W008,sale_out,-74,2026-01-29 02:58:14,REF00006827,order
IM00008346,SKU0002203,W005,sale_out,-59,2025-03-29 23:02:26,REF00009660,warehouse
IM00008347,SKU0002738,W013,transfer_in,1,2025-03-16 14:32:39,REF00001469,warehouse
IM00008348,SKU0001802,W003,sale_out,-26,2025-11-04 21:18:34,REF00004367,order
IM00008349,SKU0000663,W001,sale_out,-9,2025-07-31 07:00:25,REF00007121,warehouse
IM00008350,SKU0002595,W014,sale_out,-42,2026-05-09 02:53:34,REF00000147,warehouse
IM00008351,SKU0001355,W007,purchase_in,79,2025-09-05 09:41:23,REF00002490,purchase
IM00008352,SKU0000158,W011,sale_out,-76,2026-06-28 13:13:47,REF00013776,purchase
IM00008353,SKU0001746,W009,sale_out,-20,2025-03-07 14:23:37,REF00006203,warehouse
IM00008354,SKU0001982,W003,sale_out,-29,2025-11-07 21:13:39,REF00008767,order
IM00008355,SKU0000478,W007,sale_out,-76,2025-10-30 14:13:06,REF00006847,purchase
IM00008356,SKU0001649,W009,sale_out,-60,2025-01-02 01:31:21,REF00012875,order
IM00008357,SKU0002851,W001,purchase_in,68,2025-10-31 02:05:50,REF00004300,warehouse
IM00008358,SKU0001496,W009,sale_out,-41,2025-05-10 09:32:13,REF00001755,order
IM00008359,SKU0002587,W011,transfer_out,-60,2025-10-12 07:29:38,REF00004385,order
IM00008360,SKU0000897,W009,purchase_in,71,2025-02-16 01:38:32,REF00001520,system
IM00008361,SKU0002255,W010,adjustment,4,2026-02-21 06:40:25,REF00000359,order
IM00008362,SKU0002966,W014,purchase_in,15,2026-06-17 17:12:55,REF00011253,warehouse
IM00008363,SKU0002714,W001,sale_out,-4,2025-12-07 18:10:07,REF00003774,purchase
IM00008364,SKU0000402,W001,purchase_in,37,2025-10-17 19:24:10,REF00008715,system
IM00008365,SKU0002003,W008,purchase_in,48,2026-04-11 12:36:31,REF00014417,purchase
IM00008366,SKU0002341,W014,purchase_in,25,2026-06-05 14:33:05,REF00006254,order
IM00008367,SKU0001873,W014,purchase_in,68,2025-09-28 20:36:09,REF00003669,warehouse
IM00008368,SKU0000992,W002,purchase_in,26,2025-09-18 14:26:39,REF00004960,order
IM00008369,SKU0002660,W015,purchase_in,56,2025-08-17 14:05:15,REF00003785,warehouse
IM00008370,SKU0002557,W015,sale_out,-43,2025-10-14 05:02:40,REF00006578,order
IM00008371,SKU0000654,W004,sale_out,-21,2025-08-02 05:17:56,REF00007279,order
IM00008372,SKU0002414,W009,sale_out,-70,2026-03-13 21:01:19,REF00005882,purchase
IM00008373,SKU0001981,W012,purchase_in,16,2026-05-07 09:40:12,REF00010159,purchase
IM00008374,SKU0001522,W009,return_in,51,2025-03-23 05:30:16,REF00014366,order
IM00008375,SKU0001563,W012,sale_out,-55,2025-01-06 00:19:59,REF00002450,warehouse
IM00008376,SKU0000654,W004,sale_out,-7,2026-07-17 02:58:30,REF00002887,order
IM00008377,SKU0002782,W003,purchase_in,23,2025-12-23 20:04:42,REF00005594,purchase
IM00008378,SKU0002312,W015,adjustment,12,2026-06-08 05:02:26,REF00000964,order
IM00008379,SKU0001019,W010,sale_out,-23,2026-06-10 10:19:04,REF00007667,warehouse
IM00008380,SKU0000720,W012,sale_out,-76,2025-10-28 01:55:14,REF00011975,system
IM00008381,SKU0002405,W015,transfer_in,10,2026-02-03 15:27:41,REF00012823,purchase
IM00008382,SKU0001611,W006,sale_out,-7,2025-04-19 07:18:12,REF00008588,system
IM00008383,SKU0002729,W013,purchase_in,3,2025-07-06 19:20:21,REF00013052,purchase
IM00008384,SKU0001375,W010,purchase_in,16,2026-03-14 22:02:05,REF00011431,order
IM00008385,SKU0000239,W013,purchase_in,14,2025-11-04 18:46:06,REF00014815,warehouse
IM00008386,SKU0000415,W004,adjustment,42,2026-07-16 01:48:47,REF00012068,purchase
IM00008387,SKU0000982,W005,sale_out,-59,2026-07-05 03:42:26,REF00003463,warehouse
IM00008388,SKU0001655,W013,sale_out,-26,2026-04-19 10:31:27,REF00002156,order
IM00008389,SKU0001823,W016,sale_out,-74,2025-08-06 02:11:56,REF00010266,system
IM00008390,SKU0001669,W008,purchase_in,11,2026-05-02 19:25:06,REF00006613,order
IM00008391,SKU0000117,W016,transfer_in,70,2025-08-24 05:17:27,REF00007449,order
IM00008392,SKU0000651,W013,sale_out,-36,2025-01-02 08:04:57,REF00004054,warehouse
IM00008393,SKU0000843,W012,transfer_out,-21,2026-01-18 08:02:13,REF00008532,order
IM00008394,SKU0000656,W015,sale_out,-74,2025-12-07 08:07:05,REF00005358,order
IM00008395,SKU0001749,W007,sale_out,-29,2025-01-28 17:47:39,REF00014260,warehouse
IM00008396,SKU0000312,W015,purchase_in,16,2026-04-09 19:17:15,REF00002643,warehouse
IM00008397,SKU0001658,W010,purchase_in,5,2026-03-09 08:25:41,REF00005290,purchase
IM00008398,SKU0000731,W001,sale_out,-59,2025-03-29 07:23:06,REF00002948,purchase
IM00008399,SKU0001581,W013,return_in,24,2026-07-04 17:48:36,REF00010813,warehouse
IM00008400,SKU0000093,W008,adjustment,20,2025-11-30 03:49:53,REF00006667,purchase
IM00008401,SKU0001618,W003,sale_out,-23,2026-05-06 18:25:37,REF00000923,order
IM00008402,SKU0001845,W004,sale_out,-77,2026-03-07 06:10:13,REF00014927,purchase
IM00008403,SKU0001953,W004,transfer_in,12,2025-04-24 03:46:21,REF00007689,order
IM00008404,SKU0002345,W016,sale_out,-51,2025-05-04 04:18:44,REF00007155,order
IM00008405,SKU0001668,W002,sale_out,-64,2025-03-09 18:43:48,REF00014104,warehouse
IM00008406,SKU0001070,W007,sale_out,-30,2025-11-20 12:10:54,REF00011344,system
IM00008407,SKU0002528,W013,sale_out,-50,2025-12-23 17:40:20,REF00006038,order
IM00008408,SKU0001327,W008,purchase_in,75,2025-05-02 21:13:40,REF00010156,system
IM00008409,SKU0002228,W003,sale_out,-41,2025-10-05 07:21:23,REF00008907,order
IM00008410,SKU0000015,W004,sale_out,-25,2026-01-09 19:10:23,REF00002351,order
IM00008411,SKU0001061,W011,return_in,51,2025-04-27 02:33:30,REF00009979,purchase
IM00008412,SKU0000304,W012,purchase_in,32,2025-04-12 05:02:13,REF00002288,purchase
IM00008413,SKU0002887,W016,purchase_in,45,2026-04-27 14:31:49,REF00014618,purchase
IM00008414,SKU0000935,W007,sale_out,-10,2025-06-28 02:26:01,REF00005602,order
IM00008415,SKU0002211,W012,purchase_in,73,2026-04-24 15:35:45,REF00000574,purchase
IM00008416,SKU0002359,W006,sale_out,-47,2026-03-30 14:43:02,REF00013455,warehouse
IM00008417,SKU0002981,W011,transfer_in,62,2026-03-23 17:00:12,REF00008927,purchase
IM00008418,SKU0002578,W011,purchase_in,14,2025-10-07 10:07:57,REF00014572,order
IM00008419,SKU0001492,W008,sale_out,-58,2025-05-10 12:35:00,REF00002551,order
IM00008420,SKU0001449,W001,purchase_in,10,2026-06-12 14:52:51,REF00000848,order
IM00008421,SKU0002421,W014,transfer_out,-79,2025-06-10 07:17:33,REF00001775,order
IM00008422,SKU0001512,W015,sale_out,-72,2026-01-12 12:36:40,REF00003483,order
IM00008423,SKU0001063,W009,sale_out,-59,2025-06-09 09:55:48,REF00004311,purchase
IM00008424,SKU0000718,W014,transfer_in,5,2025-11-15 02:01:18,REF00004107,purchase
IM00008425,SKU0000993,W008,sale_out,-2,2025-03-07 08:33:44,REF00010277,order
IM00008426,SKU0000280,W015,purchase_in,26,2026-04-21 23:46:50,REF00003683,system
IM00008427,SKU0000949,W014,sale_out,-9,2025-11-08 00:34:14,REF00000287,warehouse
IM00008428,SKU0000524,W014,sale_out,-42,2025-05-01 21:38:57,REF00012352,order
IM00008429,SKU0002126,W002,purchase_in,51,2025-12-16 00:41:53,REF00007339,order
IM00008430,SKU0000329,W002,transfer_out,-58,2026-02-15 14:21:37,REF00004230,purchase
IM00008431,SKU0002176,W010,sale_out,-44,2025-06-03 14:10:10,REF00011635,warehouse
IM00008432,SKU0001702,W008,sale_out,-3,2025-10-28 15:28:03,REF00008847,warehouse
IM00008433,SKU0000465,W013,sale_out,-37,2025-04-18 05:05:35,REF00001674,purchase
IM00008434,SKU0001402,W016,sale_out,-58,2026-06-03 00:32:12,REF00011791,order
IM00008435,SKU0001409,W004,sale_out,-19,2025-04-25 04:01:59,REF00000669,warehouse
IM00008436,SKU0001282,W009,purchase_in,19,2025-07-08 03:34:59,REF00013245,system
IM00008437,SKU0002668,W003,purchase_in,34,2025-01-28 03:12:51,REF00006502,purchase
IM00008438,SKU0002669,W011,adjustment,7,2025-12-24 02:49:28,REF00008837,warehouse
IM00008439,SKU0002328,W001,purchase_in,60,2026-08-18 11:30:24,REF00000012,purchase
IM00008440,SKU0002394,W013,sale_out,-8,2025-11-18 20:56:04,REF00009670,order
IM00008441,SKU0001031,W004,purchase_in,16,2025-10-18 02:50:59,REF00005293,warehouse
IM00008442,SKU0002960,W015,sale_out,-37,2025-07-18 17:45:09,REF00007972,system
IM00008443,SKU0000806,W010,sale_out,-73,2026-06-02 12:11:06,REF00009285,purchase
IM00008444,SKU0000286,W006,purchase_in,4,2025-05-22 10:10:24,REF00001939,purchase
IM00008445,SKU0000982,W005,sale_out,-12,2025-04-20 04:23:40,REF00004537,order
IM00008446,SKU0002794,W011,sale_out,-50,2025-10-27 10:29:22,REF00007422,order
IM00008447,SKU0001760,W003,sale_out,-6,2026-07-10 10:14:25,REF00003472,purchase
IM00008448,SKU0001840,W002,purchase_in,78,2025-09-13 08:49:44,REF00009195,purchase
IM00008449,SKU0002317,W016,purchase_in,11,2025-06-23 09:55:49,REF00002649,order
IM00008450,SKU0002181,W004,sale_out,-66,2026-05-01 01:12:03,REF00002316,system
IM00008451,SKU0001646,W015,purchase_in,45,2025-12-22 00:23:10,REF00002899,system
IM00008452,SKU0001949,W004,sale_out,-67,2026-05-07 01:55:06,REF00010166,warehouse
IM00008453,SKU0000004,W015,sale_out,-17,2025-12-27 08:15:34,REF00013329,order
IM00008454,SKU0002327,W015,sale_out,-56,2025-11-11 12:49:19,REF00009452,warehouse
IM00008455,SKU0001638,W003,purchase_in,17,2026-05-07 03:24:23,REF00001476,order
IM00008456,SKU0001147,W009,adjustment,58,2025-11-19 23:05:04,REF00001290,warehouse
IM00008457,SKU0002097,W013,return_in,2,2025-11-10 22:56:14,REF00013414,system
IM00008458,SKU0001728,W004,sale_out,-73,2025-10-17 04:39:46,REF00001611,warehouse
IM00008459,SKU0002251,W002,purchase_in,44,2025-12-03 11:03:51,REF00007721,order
IM00008460,SKU0002156,W016,purchase_in,60,2026-05-31 07:11:15,REF00005677,order
IM00008461,SKU0002666,W009,sale_out,-35,2025-03-07 02:29:35,REF00003806,warehouse
IM00008462,SKU0002374,W011,purchase_in,4,2025-08-09 22:00:49,REF00000063,purchase
IM00008463,SKU0000146,W004,sale_out,-5,2026-02-27 13:12:59,REF00003486,order
IM00008464,SKU0002191,W015,purchase_in,10,2025-05-24 19:05:00,REF00001402,warehouse
IM00008465,SKU0002417,W012,purchase_in,77,2025-02-06 01:09:17,REF00005856,order
IM00008466,SKU0002603,W009,purchase_in,66,2025-05-17 16:40:58,REF00004908,warehouse
IM00008467,SKU0002769,W004,purchase_in,4,2025-08-02 15:18:00,REF00011226,order
IM00008468,SKU0001123,W009,adjustment,24,2025-03-01 00:02:56,REF00001228,system
IM00008469,SKU0002267,W005,sale_out,-56,2025-05-07 13:07:05,REF00004478,system
IM00008470,SKU0001036,W013,purchase_in,53,2026-08-06 14:20:22,REF00008830,warehouse
IM00008471,SKU0000071,W013,sale_out,-71,2025-07-08 00:32:00,REF00012003,order
IM00008472,SKU0000005,W005,sale_out,-12,2025-05-02 15:53:46,REF00002413,system
IM00008473,SKU0000226,W011,sale_out,-5,2026-07-08 01:04:55,REF00008015,warehouse
IM00008474,SKU0001437,W004,transfer_in,60,2025-03-27 01:00:02,REF00011086,system
IM00008475,SKU0002234,W009,purchase_in,78,2025-07-11 05:43:25,REF00006841,system
IM00008476,SKU0002987,W013,sale_out,-59,2025-12-05 23:50:09,REF00007451,order
IM00008477,SKU0000356,W007,sale_out,-54,2025-02-22 12:57:38,REF00009995,order
IM00008478,SKU0002681,W002,sale_out,-12,2026-02-05 05:21:06,REF00001466,warehouse
IM00008479,SKU0002239,W010,transfer_out,-80,2025-02-15 12:13:41,REF00009395,warehouse
IM00008480,SKU0001657,W012,transfer_in,68,2026-02-16 15:30:29,REF00000671,order
IM00008481,SKU0002562,W013,purchase_in,48,2025-05-20 04:39:10,REF00001653,order
IM00008482,SKU0002151,W015,return_in,54,2026-04-22 05:21:57,REF00011484,order
IM00008483,SKU0001689,W009,sale_out,-11,2025-11-16 15:03:50,REF00007931,order
IM00008484,SKU0002476,W012,purchase_in,32,2026-08-21 04:08:23,REF00009497,order
IM00008485,SKU0001295,W016,purchase_in,35,2025-11-11 08:12:20,REF00005293,order
IM00008486,SKU0000392,W016,return_in,26,2026-07-14 14:37:36,REF00003014,order
IM00008487,SKU0002089,W007,sale_out,-75,2025-05-18 15:15:43,REF00009796,order
IM00008488,SKU0000625,W014,sale_out,-24,2026-06-20 18:44:54,REF00001171,purchase
IM00008489,SKU0001287,W005,sale_out,-3,2025-11-12 20:58:18,REF00012694,purchase
IM00008490,SKU0002789,W014,transfer_in,58,2025-02-11 12:41:35,REF00010282,purchase
IM00008491,SKU0000987,W009,purchase_in,4,2026-01-04 17:11:14,REF00013301,warehouse
IM00008492,SKU0001282,W009,sale_out,-2,2025-07-21 22:50:52,REF00003591,warehouse
IM00008493,SKU0000626,W007,transfer_in,75,2025-03-13 05:07:06,REF00000415,order
IM00008494,SKU0001658,W010,sale_out,-38,2026-04-23 14:28:15,REF00003815,purchase
IM00008495,SKU0001203,W001,purchase_in,2,2025-10-29 03:20:07,REF00002415,order
IM00008496,SKU0001909,W009,purchase_in,31,2026-01-11 02:43:50,REF00014629,warehouse
IM00008497,SKU0002968,W002,sale_out,-75,2026-05-13 09:47:45,REF00014045,system
IM00008498,SKU0002933,W003,transfer_out,-26,2026-06-13 03:50:57,REF00013923,order
IM00008499,SKU0001583,W008,purchase_in,64,2026-04-07 09:44:00,REF00010863,warehouse
IM00008500,SKU0002887,W016,sale_out,-68,2026-05-09 06:14:06,REF00005681,purchase
IM00008501,SKU0000577,W015,purchase_in,59,2025-12-31 23:50:42,REF00005773,purchase
IM00008502,SKU0002989,W001,sale_out,-4,2025-02-22 00:45:27,REF00003688,order
IM00008503,SKU0000762,W001,purchase_in,49,2025-07-03 22:40:28,REF00002282,order
