session_id,user_id,device_id,channel_id,started_at,ended_at,duration_seconds,landing_page,converted
SES00014548,U000466,D0004645,CH01,2026-04-14 08:30:57,2026-04-14 08:36:58,361,product,0
SES00014549,U003949,D0000256,CH07,2025-10-31 06:52:53,2025-10-31 06:53:09,16,search,0
SES00014550,U003040,D0001577,CH03,2026-03-23 15:27:25,2026-03-23 15:30:04,159,campaign,0
SES00014551,U004058,D0000231,CH03,2026-05-21 16:06:43,2026-05-21 16:07:39,56,search,0
SES00014552,U003426,D0005153,CH02,2026-08-22 03:54:54,2026-08-22 04:02:05,431,search,0
SES00014553,U004842,D0002697,CH03,2026-02-06 06:04:25,2026-02-06 06:10:40,375,search,0
SES00014554,U002375,D0000885,CH10,2026-05-21 06:55:38,2026-05-21 06:57:11,93,product,1
SES00014555,U001533,D0002707,CH08,2026-03-21 11:47:24,2026-03-21 11:50:42,198,home,1
SES00014556,U002054,D0006474,CH03,2025-01-23 12:16:26,2025-01-23 12:21:46,320,home,1
SES00014557,U001401,D0002652,CH08,2026-01-31 12:18:03,2026-01-31 12:18:56,53,home,1
SES00014558,U004176,D0001482,CH07,2025-12-13 15:17:04,2025-12-13 15:20:12,188,home,0
SES00014559,U004887,D0005957,CH04,2026-02-07 10:53:39,2026-02-07 10:56:04,145,search,0
SES00014560,U000896,D0005433,CH07,2026-07-25 19:26:13,2026-07-25 19:32:47,394,live,1
SES00014561,U001176,D0005928,CH07,2025-09-25 20:30:15,2025-09-25 20:32:41,146,product,0
SES00014562,U000360,D0004594,CH01,2025-11-07 10:12:43,2025-11-07 10:13:55,72,home,0
SES00014563,U001194,D0004833,CH01,2025-01-17 13:25:12,2025-01-17 13:27:56,164,home,0
SES00014564,U000305,D0006785,CH02,2026-04-29 11:59:25,2026-04-29 12:00:56,91,home,1
SES00014565,U004686,D0003607,CH07,2026-04-23 06:26:02,2026-04-23 06:28:37,155,home,0
SES00014566,U004933,D0006718,CH03,2025-10-23 02:53:38,2025-10-23 03:02:49,551,product,0
SES00014567,U001728,D0005026,CH08,2025-09-28 22:58:52,2025-09-28 23:03:01,249,search,0
SES00014568,U000627,D0006838,CH01,2026-07-25 03:48:50,2026-07-25 03:49:59,69,home,0
SES00014569,U001431,D0002328,CH09,2026-01-25 13:34:19,2026-01-25 13:38:36,257,home,0
SES00014570,U004462,D0003657,CH02,2025-11-22 20:45:58,2025-11-22 20:47:19,81,home,0
SES00014571,,D0005418,CH08,2025-04-19 17:47:42,2025-04-19 17:48:06,24,campaign,1
SES00014572,U004722,D0004119,CH07,2025-11-08 10:11:53,2025-11-08 10:13:09,76,search,0
SES00014573,U004961,D0002004,CH01,2026-06-25 14:59:07,2026-06-25 15:01:07,120,search,0
SES00014574,U000902,D0003048,CH02,2026-07-15 13:22:36,2026-07-15 13:24:08,92,product,0
SES00014575,,D0002015,CH02,2025-05-09 00:37:26,2025-05-09 00:39:21,115,home,0
SES00014576,U001858,D0000928,CH12,2026-07-08 03:25:59,2026-07-08 03:28:01,122,home,0
SES00014577,U000476,D0003025,CH08,2025-06-29 09:53:21,2025-06-29 10:08:20,899,campaign,0
SES00014578,,D0000687,CH07,2025-07-13 10:31:33,2025-07-13 10:33:17,104,home,0
SES00014579,U001003,D0000556,CH09,2025-08-09 11:28:25,2025-08-09 11:30:57,152,live,0
SES00014580,U004465,D0002007,CH01,2026-08-18 19:31:20,2026-08-18 19:32:15,55,product,0
SES00014581,U003784,D0001805,CH04,2025-07-15 21:57:10,2025-07-15 21:59:21,131,home,0
SES00014582,U002588,D0005680,CH02,2025-06-30 04:23:07,2025-06-30 04:26:17,190,search,0
SES00014583,U001790,D0001784,CH03,2026-07-14 02:09:26,2026-07-14 02:13:18,232,home,0
SES00014584,U001884,D0004374,CH01,2026-06-25 18:13:29,2026-06-25 18:14:30,61,home,0
SES00014585,U001999,D0004757,CH04,2026-06-05 09:47:41,2026-06-05 09:52:42,301,home,1
SES00014586,,D0000475,CH01,2026-01-11 23:05:25,2026-01-11 23:06:38,73,product,0
SES00014587,U001536,D0001669,CH08,2026-05-03 06:21:44,2026-05-03 06:23:35,111,product,1
SES00014588,U000805,D0004609,CH05,2025-04-14 16:07:34,2025-04-14 16:11:12,218,search,0
SES00014589,U004785,D0004238,CH01,2025-02-05 23:07:16,2025-02-05 23:11:55,279,live,0
SES00014590,U003156,D0005280,CH03,2026-03-29 03:25:04,2026-03-29 03:27:36,152,home,1
SES00014591,U004179,D0006971,CH01,2026-07-05 05:48:49,2026-07-05 05:49:44,55,search,0
SES00014592,U003963,D0006937,CH01,2026-06-17 08:07:51,2026-06-17 08:09:07,76,search,1
SES00014593,U001990,D0004427,CH03,2026-01-29 17:37:52,2026-01-29 17:42:18,266,home,0
SES00014594,U003601,D0005056,CH12,2026-07-23 11:49:21,2026-07-23 11:51:20,119,home,0
SES00014595,U000188,D0002018,CH07,2025-10-31 11:31:48,2025-10-31 11:34:37,169,home,0
SES00014596,U000586,D0004661,CH06,2025-06-27 13:04:51,2025-06-27 13:13:56,545,home,0
SES00014597,,D0001987,CH07,2025-09-20 19:48:23,2025-09-20 19:49:25,62,product,1
SES00014598,U001396,D0005333,CH02,2025-05-23 09:12:49,2025-05-23 09:15:51,182,home,0
SES00014599,U004743,D0001320,CH04,2026-01-07 13:39:15,2026-01-07 13:43:55,280,product,0
SES00014600,U001525,D0004744,CH02,2026-07-01 09:08:20,2026-07-01 09:12:07,227,campaign,0
SES00014601,U002713,D0002814,CH02,2025-08-31 18:46:37,2025-08-31 18:48:09,92,product,0
SES00014602,U003637,D0003320,CH09,2026-01-08 05:53:38,2026-01-08 05:55:05,87,search,0
SES00014603,U001885,D0001031,CH11,2026-05-24 02:33:06,2026-05-24 02:34:35,89,product,0
SES00014604,U004241,D0001531,CH01,2025-03-06 16:10:43,2025-03-06 16:14:37,234,campaign,0
SES00014605,U001245,D0004392,CH01,2025-05-01 06:00:36,2025-05-01 06:06:02,326,live,0
SES00014606,U003335,D0001537,CH08,2025-06-03 09:42:43,2025-06-03 09:45:03,140,home,0
SES00014607,U004902,D0001430,CH06,2025-12-19 19:10:34,2025-12-19 19:14:22,228,search,0
SES00014608,,D0001072,CH07,2025-09-20 16:07:28,2025-09-20 16:08:09,41,campaign,1
SES00014609,U000929,D0005235,CH01,2026-05-07 03:42:05,2026-05-07 03:42:47,42,home,1
SES00014610,U002306,D0004877,CH06,2025-07-05 05:15:16,2025-07-05 05:16:48,92,campaign,0
SES00014611,U001758,D0000004,CH09,2025-10-04 02:12:55,2025-10-04 02:15:40,165,home,1
SES00014612,U001859,D0005061,CH05,2025-06-17 16:44:44,2025-06-17 16:46:49,125,home,0
SES00014613,U000249,D0001296,CH02,2026-01-15 10:58:26,2026-01-15 10:59:03,37,home,0
SES00014614,U001098,D0003848,CH06,2026-07-28 08:02:03,2026-07-28 08:02:50,47,home,0
SES00014615,U002230,D0005765,CH01,2026-04-14 23:10:38,2026-04-14 23:17:42,424,home,0
SES00014616,,D0006321,CH02,2025-12-10 00:06:02,2025-12-10 00:07:26,84,campaign,0
SES00014617,U003628,D0004318,CH01,2026-03-14 02:30:57,2026-03-14 02:33:53,176,search,1
SES00014618,,D0004821,CH01,2025-11-07 02:00:23,2025-11-07 02:01:46,83,home,0
SES00014619,U001869,D0004646,CH01,2025-04-24 10:43:17,2025-04-24 10:43:56,39,product,0
SES00014620,U000313,D0004723,CH01,2025-01-14 10:20:32,2025-01-14 10:21:46,74,live,0
SES00014621,U000532,D0001814,CH01,2026-02-14 05:52:20,2026-02-14 05:52:45,25,product,0
SES00014622,U002568,D0006062,CH01,2025-08-22 01:50:26,2025-08-22 01:54:17,231,home,1
SES00014623,U000927,D0001352,CH10,2026-01-30 10:31:56,2026-01-30 10:37:03,307,home,1
SES00014624,U000830,D0000224,CH01,2025-01-17 16:23:38,2025-01-17 16:27:22,224,product,0
SES00014625,U004981,D0002086,CH01,2026-04-26 04:17:49,2026-04-26 04:26:54,545,home,0
SES00014626,U004063,D0002447,CH01,2025-03-24 05:16:33,2025-03-24 05:22:03,330,home,0
SES00014627,U001722,D0003688,CH04,2026-06-03 18:04:50,2026-06-03 18:09:26,276,home,0
SES00014628,U002439,D0005974,CH10,2025-06-23 21:07:28,2025-06-23 21:08:26,58,search,0
SES00014629,,D0006661,CH01,2025-04-13 05:38:10,2025-04-13 05:41:56,226,campaign,0
SES00014630,U000878,D0006383,CH04,2025-01-21 04:16:40,2025-01-21 04:17:36,56,search,0
SES00014631,U004507,D0006955,CH07,2025-03-06 17:03:13,2025-03-06 17:09:54,401,live,0
SES00014632,U004634,D0006447,CH02,2026-08-06 20:39:01,2026-08-06 20:42:42,221,home,0
SES00014633,U002224,D0006584,CH03,2026-05-16 10:11:20,2026-05-16 10:14:02,162,product,1
SES00014634,U003368,D0000208,CH08,2025-02-18 01:37:53,2025-02-18 01:41:28,215,home,0
SES00014635,U004296,D0000958,CH04,2026-02-03 13:14:48,2026-02-03 13:21:13,385,home,0
SES00014636,U001285,D0000649,CH03,2025-10-11 02:07:42,2025-10-11 02:10:53,191,live,0
SES00014637,U003000,D0003935,CH01,2025-12-14 21:22:41,2025-12-14 21:23:19,38,home,1
SES00014638,U002840,D0000410,CH04,2026-08-07 17:30:13,2026-08-07 17:34:48,275,product,0
SES00014639,U003497,D0002332,CH06,2025-09-28 20:56:40,2025-09-28 20:58:53,133,product,0
SES00014640,U000400,D0001213,CH05,2025-08-17 12:33:58,2025-08-17 12:35:24,86,home,1
SES00014641,U001617,D0003463,CH09,2025-11-27 08:15:33,2025-11-27 08:20:12,279,product,0
SES00014642,U004515,D0005405,CH10,2025-02-23 21:35:02,2025-02-23 21:39:21,259,home,0
SES00014643,U004279,D0000687,CH05,2025-03-21 08:47:06,2025-03-21 08:48:07,61,home,0
SES00014644,,D0004175,CH06,2025-11-27 08:33:35,2025-11-27 08:36:05,150,search,1
SES00014645,U003878,D0004028,CH01,2026-03-15 02:53:06,2026-03-15 02:54:42,96,product,0
SES00014646,U002965,D0002858,CH09,2025-08-09 07:42:08,2025-08-09 07:45:07,179,product,0
SES00014647,U002046,D0000207,CH09,2025-06-19 00:34:37,2025-06-19 00:36:15,98,home,0
SES00014648,U004034,D0005816,CH06,2026-02-26 05:13:59,2026-02-26 05:18:11,252,search,0
SES00014649,U001510,D0001820,CH05,2025-03-10 09:10:03,2025-03-10 09:12:18,135,home,0
SES00014650,U002457,D0005911,CH10,2026-03-12 00:56:05,2026-03-12 00:58:32,147,product,1
SES00014651,U002554,D0000511,CH03,2026-03-23 17:44:02,2026-03-23 17:45:26,84,home,0
SES00014652,U004374,D0004854,CH08,2026-02-06 01:27:20,2026-02-06 01:29:22,122,home,1
SES00014653,,D0001940,CH02,2025-09-18 21:07:11,2025-09-18 21:11:58,287,search,0
SES00014654,U004407,D0000145,CH07,2025-06-01 19:36:34,2025-06-01 19:39:14,160,campaign,0
SES00014655,U002523,D0002875,CH08,2026-05-16 21:15:51,2026-05-16 21:19:18,207,product,0
SES00014656,U004835,D0002283,CH04,2026-01-07 23:26:48,2026-01-07 23:28:21,93,home,1
SES00014657,U003147,D0003432,CH01,2025-10-09 08:15:52,2025-10-09 08:19:40,228,search,1
SES00014658,U000893,D0004848,CH04,2026-08-02 16:39:15,2026-08-02 16:49:26,611,search,0
SES00014659,U004160,D0006164,CH03,2025-01-27 17:56:38,2025-01-27 18:01:26,288,home,0
SES00014660,U002082,D0004122,CH09,2026-02-10 09:30:03,2026-02-10 09:34:03,240,search,1
SES00014661,U003106,D0006715,CH07,2026-08-04 10:43:11,2026-08-04 10:48:00,289,campaign,0
SES00014662,U000103,D0001898,CH02,2025-10-28 13:19:12,2025-10-28 13:22:05,173,campaign,1
SES00014663,U001834,D0003433,CH01,2026-02-06 20:26:59,2026-02-06 20:27:59,60,home,1
SES00014664,U004363,D0004472,CH01,2025-12-10 05:31:39,2025-12-10 05:32:36,57,product,0
SES00014665,U003670,D0006176,CH02,2026-01-10 04:34:24,2026-01-10 04:40:06,342,product,0
SES00014666,U003628,D0006628,CH03,2025-02-27 14:08:59,2025-02-27 14:10:15,76,product,1
SES00014667,U003217,D0000434,CH04,2026-04-17 01:01:31,2026-04-17 01:03:29,118,search,0
SES00014668,U000303,D0005948,CH04,2026-08-06 17:10:09,2026-08-06 17:21:04,655,home,0
SES00014669,U003567,D0002217,CH09,2025-06-21 00:06:31,2025-06-21 00:07:29,58,home,0
SES00014670,U000296,D0002172,CH10,2026-02-10 00:56:11,2026-02-10 00:57:11,60,campaign,0
SES00014671,,D0002920,CH05,2025-04-30 08:56:57,2025-04-30 09:03:19,382,product,0
SES00014672,U003271,D0006827,CH07,2025-08-02 16:50:54,2025-08-02 16:58:48,474,product,0
SES00014673,U001653,D0006024,CH03,2025-01-28 06:54:00,2025-01-28 06:58:40,280,search,0
SES00014674,U004686,D0002948,CH01,2026-01-27 03:17:52,2026-01-27 03:23:41,349,home,0
SES00014675,,D0000725,CH06,2026-04-01 00:54:59,2026-04-01 00:59:36,277,search,1
SES00014676,U002232,D0000530,CH04,2026-04-27 16:50:17,2026-04-27 16:53:45,208,search,0
SES00014677,U000099,D0000007,CH01,2025-10-03 03:15:42,2025-10-03 03:17:03,81,home,0
SES00014678,U000917,D0005921,CH10,2026-08-13 09:08:40,2026-08-13 09:11:53,193,home,0
SES00014679,U004168,D0006784,CH02,2025-08-30 07:41:07,2025-08-30 07:43:40,153,home,0
SES00014680,,D0002757,CH02,2025-08-08 23:18:46,2025-08-08 23:20:21,95,campaign,0
SES00014681,U003307,D0005289,CH04,2026-05-17 06:22:06,2026-05-17 06:23:22,76,product,1
SES00014682,U000697,D0005919,CH04,2025-10-23 07:00:36,2025-10-23 07:04:15,219,search,0
SES00014683,,D0004570,CH06,2026-07-29 14:33:43,2026-07-29 14:37:34,231,home,0
SES00014684,U004442,D0006531,CH06,2026-05-13 08:44:22,2026-05-13 08:45:57,95,home,0
SES00014685,U003758,D0000575,CH05,2026-02-14 02:49:33,2026-02-14 02:53:13,220,product,1
SES00014686,U004789,D0003459,CH01,2025-03-30 21:01:29,2025-03-30 21:03:04,95,campaign,1
SES00014687,U000551,D0003048,CH02,2025-03-07 02:19:44,2025-03-07 02:22:29,165,search,0
SES00014688,U000152,D0001972,CH11,2026-07-05 01:55:22,2026-07-05 01:58:46,204,search,1
SES00014689,U004305,D0006891,CH04,2025-05-30 06:40:47,2025-05-30 06:42:39,112,product,0
SES00014690,U004180,D0006493,CH09,2025-06-10 01:07:15,2025-06-10 01:10:02,167,product,0
SES00014691,U001686,D0002664,CH03,2025-07-12 13:27:14,2025-07-12 13:30:53,219,home,1
SES00014692,U001385,D0004303,CH01,2026-07-02 22:13:49,2026-07-02 22:18:33,284,product,1
SES00014693,U002884,D0001397,CH01,2026-07-16 18:39:03,2026-07-16 18:42:08,185,campaign,0
SES00014694,U003742,D0002129,CH01,2025-12-07 08:34:06,2025-12-07 08:39:02,296,home,0
SES00014695,U000419,D0000116,CH06,2026-02-01 10:40:41,2026-02-01 10:42:54,133,campaign,0
SES00014696,U004942,D0006519,CH03,2025-07-12 02:08:18,2025-07-12 02:09:57,99,live,0
SES00014697,U000852,D0003735,CH09,2026-05-19 01:27:03,2026-05-19 01:28:03,60,home,0
SES00014698,U004006,D0006172,CH07,2026-05-20 00:45:24,2026-05-20 00:47:45,141,live,0
SES00014699,U002858,D0006845,CH08,2026-04-17 01:45:16,2026-04-17 01:48:04,168,home,0
SES00014700,U002053,D0006953,CH09,2026-05-24 10:48:33,2026-05-24 10:53:56,323,product,0
SES00014701,U004030,D0006306,CH04,2026-07-17 22:42:35,2026-07-17 22:44:24,109,product,0
SES00014702,U000337,D0003969,CH01,2026-08-17 03:44:07,2026-08-17 03:53:55,588,home,0
SES00014703,U004623,D0003575,CH01,2026-04-07 08:25:27,2026-04-07 08:33:48,501,product,0
SES00014704,,D0006445,CH10,2025-05-28 00:19:13,2025-05-28 00:27:50,517,home,0
SES00014705,U003913,D0006202,CH01,2025-01-03 20:48:42,2025-01-03 20:50:59,137,home,1
SES00014706,U002474,D0002116,CH02,2026-02-21 13:26:17,2026-02-21 13:32:47,390,home,0
SES00014707,U004557,D0004608,CH01,2025-01-14 04:49:45,2025-01-14 04:56:34,409,home,0
SES00014708,U001392,D0005824,CH09,2025-08-09 16:23:00,2025-08-09 16:26:07,187,search,0
SES00014709,U000909,D0000862,CH01,2026-05-14 11:47:51,2026-05-14 11:51:21,210,product,0
SES00014710,U000234,D0004121,CH06,2026-01-18 19:41:16,2026-01-18 19:45:59,283,home,0
SES00014711,U002084,D0000353,CH01,2026-01-24 21:21:01,2026-01-24 21:26:06,305,home,0
SES00014712,U002239,D0000730,CH01,2025-04-11 01:07:17,2025-04-11 01:10:56,219,home,1
SES00014713,U002150,D0003973,CH02,2025-03-10 15:08:53,2025-03-10 15:12:34,221,home,0
SES00014714,U003587,D0006783,CH02,2026-08-03 01:37:53,2026-08-03 01:39:46,113,campaign,0
SES00014715,U001204,D0006650,CH07,2025-06-29 15:46:29,2025-06-29 15:52:25,356,product,0
SES00014716,U000444,D0004143,CH02,2025-01-01 14:31:03,2025-01-01 14:33:47,164,campaign,0
SES00014717,U000038,D0003701,CH04,2025-11-12 02:19:19,2025-11-12 02:20:55,96,product,0
SES00014718,,D0003886,CH01,2026-01-14 17:29:35,2026-01-14 17:33:38,243,product,0
SES00014719,U003698,D0001727,CH03,2025-03-03 21:48:22,2025-03-03 21:53:17,295,product,0
SES00014720,U004005,D0006973,CH08,2025-09-13 01:22:46,2025-09-13 01:24:31,105,home,0
SES00014721,U001587,D0001851,CH01,2026-01-25 08:19:15,2026-01-25 08:24:58,343,campaign,0
SES00014722,U004087,D0002585,CH06,2025-01-12 23:17:19,2025-01-12 23:19:55,156,campaign,0
SES00014723,U002616,D0000849,CH07,2026-04-07 08:47:28,2026-04-07 08:57:29,601,product,1
SES00014724,U000612,D0005396,CH12,2025-08-17 06:23:00,2025-08-17 06:25:16,136,product,0
SES00014725,U001303,D0005026,CH01,2025-01-29 21:35:28,2025-01-29 21:36:53,85,home,0
SES00014726,U002324,D0002588,CH09,2025-10-21 00:46:29,2025-10-21 00:48:02,93,campaign,0
SES00014727,U003271,D0005451,CH08,2025-10-05 15:33:55,2025-10-05 15:42:59,544,search,0
SES00014728,U004938,D0003404,CH02,2026-04-30 02:00:05,2026-04-30 02:03:56,231,product,0
SES00014729,U002586,D0006492,CH07,2026-03-16 22:35:50,2026-03-16 22:41:33,343,search,0
SES00014730,U000870,D0001005,CH01,2025-08-11 06:36:29,2025-08-11 06:37:48,79,home,0
SES00014731,U000718,D0005502,CH07,2026-01-22 16:15:18,2026-01-22 16:17:34,136,campaign,0
SES00014732,U001584,D0001119,CH02,2026-03-28 09:00:49,2026-03-28 09:02:06,77,campaign,0
SES00014733,U003752,D0006921,CH09,2026-06-02 05:13:13,2026-06-02 05:14:46,93,campaign,1
SES00014734,,D0005148,CH04,2026-06-17 13:58:32,2026-06-17 14:00:44,132,search,0
SES00014735,U001295,D0005428,CH02,2026-01-05 02:37:02,2026-01-05 02:37:49,47,campaign,0
SES00014736,U003407,D0002345,CH02,2026-05-15 23:51:28,2026-05-15 23:52:29,61,product,0
SES00014737,U000113,D0006044,CH02,2025-06-24 09:06:22,2025-06-24 09:12:41,379,campaign,0
SES00014738,U001676,D0003472,CH09,2026-07-27 23:59:38,2026-07-28 00:00:00,22,home,0
SES00014739,U000249,D0000390,CH04,2025-03-29 18:47:54,2025-03-29 18:48:26,32,product,0
SES00014740,U000723,D0004223,CH02,2026-03-01 05:54:02,2026-03-01 05:58:30,268,home,0
SES00014741,U004240,D0001109,CH07,2026-03-13 18:45:01,2026-03-13 18:46:41,100,home,0
SES00014742,U003623,D0001414,CH03,2026-08-12 14:29:52,2026-08-12 14:31:36,104,product,0
SES00014743,U004827,D0004388,CH09,2025-11-02 23:31:50,2025-11-02 23:33:32,102,home,0
SES00014744,U004873,D0000192,CH04,2025-01-25 05:03:31,2025-01-25 05:04:46,75,campaign,0
SES00014745,U002235,D0000217,CH06,2025-11-21 23:21:28,2025-11-21 23:23:46,138,live,0
SES00014746,,D0001924,CH07,2025-12-16 11:08:03,2025-12-16 11:11:28,205,home,0
SES00014747,,D0006142,CH06,2026-04-08 00:04:07,2026-04-08 00:06:44,157,campaign,0
SES00014748,U002436,D0000328,CH02,2026-04-12 21:50:54,2026-04-12 21:53:07,133,home,0
SES00014749,U001685,D0006485,CH04,2025-06-22 15:23:28,2025-06-22 15:28:40,312,campaign,0
SES00014750,,D0004724,CH03,2025-02-10 03:22:55,2025-02-10 03:30:33,458,search,0
SES00014751,U000097,D0003295,CH02,2025-08-13 11:08:22,2025-08-13 11:24:36,974,campaign,0
SES00014752,U003668,D0004037,CH08,2026-05-19 08:38:36,2026-05-19 08:39:38,62,home,0
SES00014753,U000479,D0004948,CH01,2026-06-08 06:50:14,2026-06-08 06:55:51,337,home,0
SES00014754,U004673,D0006237,CH01,2026-02-21 03:51:13,2026-02-21 03:56:46,333,search,0
SES00014755,U003986,D0005225,CH04,2025-03-10 09:00:38,2025-03-10 09:02:10,92,live,0
SES00014756,,D0003912,CH08,2025-06-29 12:32:09,2025-06-29 12:38:22,373,live,1
SES00014757,U000986,D0004014,CH01,2025-04-04 05:47:35,2025-04-04 05:48:39,64,home,0
SES00014758,U001823,D0006568,CH05,2025-10-27 21:20:00,2025-10-27 21:20:46,46,campaign,1
SES00014759,U001217,D0000281,CH04,2025-03-19 02:06:41,2025-03-19 02:09:44,183,product,0
SES00014760,U004725,D0006769,CH01,2025-07-24 15:12:40,2025-07-24 15:13:10,30,home,0
SES00014761,U002481,D0001919,CH08,2026-03-03 08:47:14,2026-03-03 08:49:24,130,product,0
SES00014762,U001788,D0006063,CH07,2026-01-09 21:52:10,2026-01-09 21:53:43,93,home,0
SES00014763,U004087,D0004363,CH05,2025-08-12 10:16:03,2025-08-12 10:16:47,44,search,0
SES00014764,U004774,D0004335,CH06,2025-07-21 13:09:46,2025-07-21 13:13:23,217,campaign,0
SES00014765,U000569,D0003318,CH08,2025-07-02 06:15:39,2025-07-02 06:16:59,80,product,0
SES00014766,U003639,D0005483,CH09,2025-12-14 06:38:03,2025-12-14 06:41:09,186,search,0
SES00014767,U003841,D0002614,CH03,2025-03-10 13:22:50,2025-03-10 13:25:47,177,product,0
SES00014768,U000358,D0005395,CH08,2026-01-29 01:30:38,2026-01-29 01:31:52,74,live,0
SES00014769,U001525,D0002488,CH05,2025-11-25 01:25:43,2025-11-25 01:26:19,36,search,0
SES00014770,U000481,D0001571,CH08,2025-04-11 19:41:06,2025-04-11 19:48:00,414,home,0
SES00014771,U003884,D0000939,CH03,2025-10-30 11:28:20,2025-10-30 11:30:34,134,campaign,0
SES00014772,U002538,D0005294,CH04,2025-05-04 19:33:45,2025-05-04 19:36:03,138,campaign,1
SES00014773,U004475,D0005159,CH04,2025-10-27 12:45:46,2025-10-27 12:47:00,74,home,1
SES00014774,U001941,D0005382,CH10,2025-12-04 14:19:10,2025-12-04 14:21:12,122,home,0
SES00014775,U000811,D0006329,CH09,2026-01-08 11:32:57,2026-01-08 11:34:16,79,home,1
SES00014776,U003757,D0005133,CH03,2025-12-11 19:44:26,2025-12-11 19:46:01,95,home,1
SES00014777,U000863,D0001104,CH03,2026-05-16 21:42:09,2026-05-16 21:50:39,510,campaign,0
SES00014778,U001678,D0001027,CH04,2025-07-03 18:49:54,2025-07-03 18:51:44,110,product,0
SES00014779,U003638,D0001597,CH02,2026-08-18 03:40:37,2026-08-18 03:44:20,223,home,0
SES00014780,U000206,D0004159,CH03,2025-07-19 06:19:18,2025-07-19 06:19:56,38,live,0
SES00014781,U003255,D0001402,CH01,2025-09-20 20:08:50,2025-09-20 20:10:12,82,product,0
SES00014782,U000476,D0002771,CH01,2026-06-22 07:45:36,2026-06-22 07:47:13,97,campaign,0
SES00014783,,D0004304,CH02,2026-06-28 11:56:30,2026-06-28 11:58:46,136,search,0
SES00014784,U003627,D0001717,CH03,2025-02-10 01:10:58,2025-02-10 01:12:38,100,product,0
SES00014785,U002336,D0001746,CH01,2026-01-16 20:52:10,2026-01-16 20:55:46,216,product,0
SES00014786,U003804,D0002805,CH03,2025-09-07 14:46:55,2025-09-07 14:48:36,101,home,1
SES00014787,U001479,D0002371,CH03,2025-07-25 19:25:02,2025-07-25 19:26:30,88,product,0
SES00014788,U004984,D0004519,CH09,2026-07-01 21:11:05,2026-07-01 21:12:06,61,home,1
SES00014789,U003635,D0006057,CH05,2026-06-09 16:29:26,2026-06-09 16:37:56,510,home,0
SES00014790,U002457,D0000498,CH05,2025-09-09 13:35:10,2025-09-09 13:38:04,174,home,0
SES00014791,U003775,D0001745,CH10,2026-05-13 08:51:49,2026-05-13 08:54:29,160,product,0
SES00014792,U002239,D0000747,CH07,2026-02-15 15:49:29,2026-02-15 15:50:29,60,home,0
SES00014793,U000983,D0000109,CH11,2026-07-22 15:26:06,2026-07-22 15:32:47,401,search,1
SES00014794,,D0004553,CH01,2025-01-25 09:52:29,2025-01-25 09:53:35,66,home,0
SES00014795,,D0001469,CH03,2025-09-24 00:18:57,2025-09-24 00:22:05,188,search,0
SES00014796,U000307,D0003637,CH09,2026-02-23 13:39:04,2026-02-23 13:42:04,180,home,0
SES00014797,U000186,D0000730,CH04,2025-03-13 15:01:26,2025-03-13 15:14:39,793,search,1
SES00014798,U001597,D0006183,CH05,2026-08-04 21:51:35,2026-08-04 21:55:50,255,home,0
SES00014799,U000152,D0004836,CH08,2025-03-28 04:32:12,2025-03-28 04:34:51,159,product,0
SES00014800,U002080,D0001097,CH01,2025-11-03 02:13:15,2025-11-03 02:16:28,193,product,0
SES00014801,U001550,D0001424,CH05,2025-07-15 18:40:49,2025-07-15 18:41:13,24,home,0
SES00014802,,D0005716,CH08,2026-05-08 16:02:24,2026-05-08 16:05:04,160,home,0
SES00014803,U003650,D0005733,CH09,2025-07-20 13:06:57,2025-07-20 13:09:19,142,home,1
SES00014804,U004298,D0003626,CH07,2025-02-26 01:37:08,2025-02-26 01:38:38,90,search,1
SES00014805,U002014,D0002725,CH01,2025-06-26 22:29:42,2025-06-26 22:37:30,468,search,0
SES00014806,U003015,D0004476,CH01,2025-12-25 19:20:18,2025-12-25 19:23:04,166,home,1
SES00014807,U004466,D0004118,CH05,2025-10-26 14:48:43,2025-10-26 14:54:34,351,home,0
SES00014808,U000420,D0005427,CH03,2026-06-04 19:05:23,2026-06-04 19:06:57,94,campaign,0
SES00014809,U002197,D0000834,CH04,2025-04-24 23:27:10,2025-04-24 23:27:45,35,home,0
SES00014810,,D0006742,CH07,2025-05-19 12:00:53,2025-05-19 12:02:17,84,product,0
SES00014811,U001170,D0005274,CH08,2025-02-16 07:26:07,2025-02-16 07:27:36,89,live,0
SES00014812,U002335,D0006652,CH04,2025-01-26 19:35:34,2025-01-26 19:46:14,640,home,0
SES00014813,U002286,D0002937,CH03,2025-09-29 20:30:32,2025-09-29 20:37:57,445,home,0
SES00014814,U004900,D0004745,CH08,2025-05-14 21:20:47,2025-05-14 21:22:34,107,home,0
SES00014815,U000548,D0002157,CH05,2026-04-10 22:01:37,2026-04-10 22:03:28,111,home,0
SES00014816,U001389,D0004606,CH10,2025-05-02 01:31:04,2025-05-02 01:33:38,154,campaign,0
SES00014817,U002363,D0005987,CH02,2025-06-01 03:52:43,2025-06-01 04:04:28,705,home,0
SES00014818,U004578,D0003073,CH09,2025-06-28 12:32:43,2025-06-28 12:39:57,434,product,0
SES00014819,U002518,D0000864,CH01,2026-08-11 06:05:23,2026-08-11 06:09:15,232,home,0
SES00014820,U000788,D0003958,CH03,2026-06-04 15:13:47,2026-06-04 15:15:34,107,campaign,0
