metric_id,stat_date,product_id,store_id,impressions,page_views,unique_visitors,buyers,paid_orders,gmv,refund_orders,favorite_additions
DPM000017434,2026-05-06,P000168,S0008,11268,2620,2232,145,127,103564.55,15,34
DPM000017435,2026-02-10,P000639,S0079,15083,2245,1468,140,145,486289.86,6,133
DPM000017436,2026-07-03,P001073,S0033,13847,1855,1467,66,63,88023.33,3,20
DPM000017437,2025-08-24,P000106,S0026,16577,4323,3744,181,208,677991.7,21,177
DPM000017438,2026-03-21,P001306,S0026,3003,273,194,5,4,7024.24,1,16
DPM000017439,2026-06-05,P001447,S0007,22064,2989,1962,234,205,94196.92,9,195
DPM000017440,2026-07-30,P000650,S0010,2593,138,101,5,5,14955.61,1,1
DPM000017441,2026-06-30,P000054,S0054,7319,2334,1633,135,136,261667.42,13,28
DPM000017442,2026-04-11,P001441,S0001,23438,2580,1771,33,38,47495.73,0,137
DPM000017443,2025-12-03,P001169,S0049,4529,287,163,6,6,12518.44,0,21
DPM000017444,2025-12-05,P000426,S0026,8646,1135,682,50,55,25953.58,1,56
DPM000017445,2025-11-14,P000036,S0036,944,183,142,3,3,12301.98,1,15
DPM000017446,2025-12-04,P001184,S0064,24511,8532,4815,201,188,502518.02,6,135
DPM000017447,2025-12-03,P000105,S0025,22987,937,567,45,52,3172.26,1,23
DPM000017448,2026-02-10,P000429,S0029,18591,5850,3623,379,374,1457045.57,3,156
DPM000017449,2025-10-02,P001201,S0001,10304,1833,1128,13,11,45483.96,1,67
DPM000017450,2026-06-30,P001309,S0029,10218,1685,1117,27,26,112442.32,0,75
DPM000017451,2025-09-25,P000425,S0025,2114,512,342,35,39,32435.72,3,17
DPM000017452,2026-03-30,P000497,S0017,3090,387,277,21,20,26558.66,0,2
DPM000017453,2026-06-02,P001247,S0047,13838,2479,1492,48,48,126070.48,0,17
DPM000017454,2025-12-28,P001249,S0049,15329,4743,3815,125,107,187777.46,4,314
DPM000017455,2025-12-27,P000674,S0034,17004,5299,4089,194,168,170897.59,18,282
DPM000017456,2026-07-21,P000566,S0006,8746,607,466,41,45,113285.21,0,46
DPM000017457,2026-01-16,P000899,S0019,23570,6182,5355,459,376,520990.77,36,512
DPM000017458,2026-01-30,P000336,S0016,22003,2198,1265,107,119,69822.06,2,84
DPM000017459,2026-07-08,P000818,S0018,9161,796,448,25,29,82921.77,1,62
DPM000017460,2026-05-02,P000715,S0075,14934,1614,1249,53,60,88133.36,0,27
DPM000017461,2026-01-13,P000583,S0023,365,78,58,2,2,9098.68,1,2
DPM000017462,2026-03-30,P001121,S0001,3094,549,490,22,25,70886.17,2,20
DPM000017463,2026-07-20,P000275,S0035,18310,5866,3502,102,93,27076.13,8,297
DPM000017464,2025-09-15,P001091,S0051,8884,816,516,6,5,6895.96,1,46
DPM000017465,2025-12-22,P000291,S0051,6233,1819,1299,76,75,51518.24,5,102
DPM000017466,2026-04-25,P000089,S0009,9014,303,256,28,24,65882.57,0,21
DPM000017467,2026-07-09,P001326,S0046,17561,1032,647,77,67,223321.2,8,11
DPM000017468,2025-09-05,P000270,S0030,13644,3097,2420,234,203,285682.44,4,210
DPM000017469,2026-03-06,P000010,S0010,21294,885,548,30,28,14104.27,0,19
DPM000017470,2026-01-10,P001071,S0031,23185,8069,6067,243,272,900214.4,25,512
DPM000017471,2026-05-02,P001470,S0030,18992,6274,5574,344,341,403796.43,35,32
DPM000017472,2026-03-26,P001412,S0052,7680,2438,1705,94,83,314863.49,2,63
DPM000017473,2025-10-09,P000726,S0006,2924,795,530,59,58,106613.96,0,7
DPM000017474,2026-01-26,P001396,S0036,17714,2770,2382,231,215,10649.66,21,184
DPM000017475,2025-12-04,P000022,S0022,22202,4775,3298,167,174,156765.24,7,319
DPM000017476,2025-09-26,P000337,S0017,17918,6027,4032,325,320,881446.09,23,287
DPM000017477,2026-02-02,P000027,S0027,3228,179,158,8,8,8481.91,1,4
DPM000017478,2025-11-03,P001218,S0018,13453,1596,1123,75,64,182412.27,5,0
DPM000017479,2026-08-07,P000328,S0008,23246,3089,1899,19,21,31956.17,2,121
DPM000017480,2025-10-08,P001119,S0079,8902,2984,1830,100,110,140107.2,7,127
DPM000017481,2025-12-27,P000273,S0033,3679,738,445,48,39,102919.79,4,59
DPM000017482,2026-07-29,P000563,S0003,1592,190,157,14,15,47397.6,0,0
DPM000017483,2026-03-17,P000075,S0075,10388,950,822,85,72,72561.87,1,16
DPM000017484,2026-01-28,P000287,S0047,2302,485,390,10,8,26840.09,0,40
DPM000017485,2026-04-28,P000480,S0080,2511,534,305,3,2,5805.28,0,33
DPM000017486,2025-12-08,P001098,S0058,4097,756,509,52,42,147531.32,5,37
DPM000017487,2026-02-12,P000305,S0065,12037,2817,1759,194,228,904464.83,20,231
DPM000017488,2026-06-12,P001187,S0067,23052,5370,3404,257,292,162433.71,1,45
DPM000017489,2026-08-22,P000574,S0014,17793,5088,3433,283,268,786249.74,33,64
DPM000017490,2026-05-20,P000317,S0077,21952,1709,1443,106,121,213503.69,8,83
DPM000017491,2026-07-16,P001434,S0074,18492,4737,3784,116,107,175584.6,10,314
DPM000017492,2026-06-23,P000911,S0031,4078,1184,916,39,33,5407.8,4,7
DPM000017493,2025-09-13,P000485,S0005,4582,482,368,8,9,10528.08,1,20
DPM000017494,2026-04-10,P001410,S0050,7589,2086,1388,130,155,538635.18,0,152
DPM000017495,2026-02-10,P000633,S0073,12643,2088,1274,120,143,45563.37,7,50
DPM000017496,2026-02-16,P001198,S0078,16508,3039,1856,49,56,132212.93,1,251
DPM000017497,2025-08-25,P000764,S0044,20296,3360,2713,151,124,404931.85,11,62
DPM000017498,2026-02-08,P001221,S0021,9796,362,219,17,15,4010.54,0,6
DPM000017499,2026-05-05,P001292,S0012,4867,945,708,56,53,165793.93,2,54
DPM000017500,2025-11-30,P001488,S0048,17298,3423,2203,196,182,99292.64,19,204
DPM000017501,2026-06-11,P000292,S0052,24286,6311,5400,452,374,1152326.52,28,117
DPM000017502,2026-01-16,P000241,S0001,10407,2352,1901,112,125,351957.8,13,167
DPM000017503,2026-08-13,P001163,S0043,14764,1697,1210,103,114,350452.95,0,76
DPM000017504,2025-09-19,P000570,S0010,2380,466,297,31,34,53975.12,2,18
DPM000017505,2026-07-17,P001069,S0029,9221,2995,2591,41,35,2668.74,2,55
DPM000017506,2026-05-23,P001091,S0051,14956,1945,1624,12,14,22551.76,1,53
DPM000017507,2026-02-23,P001414,S0054,481,139,95,10,11,8646.21,1,9
DPM000017508,2025-11-28,P000162,S0002,13430,2049,1818,75,76,268904.47,9,105
DPM000017509,2026-05-12,P001400,S0040,19242,5359,4069,468,401,848189.28,32,60
DPM000017510,2026-01-19,P000514,S0034,6101,824,719,75,71,177218.58,4,33
DPM000017511,2025-11-24,P001142,S0022,14643,4127,3596,364,423,1365579.98,18,203
DPM000017512,2026-07-14,P001318,S0038,3129,860,730,27,32,46015.83,1,25
DPM000017513,2025-09-16,P000244,S0004,22486,834,532,37,40,129721.48,5,37
DPM000017514,2025-12-15,P000630,S0070,19401,6552,5314,86,69,204082.27,6,36
DPM000017515,2026-02-22,P000543,S0063,8533,2932,1687,187,203,331387.89,22,180
DPM000017516,2026-03-04,P000152,S0072,18820,5345,4202,29,29,34381.23,1,206
DPM000017517,2026-01-23,P001116,S0076,392,91,67,4,3,6587.1,0,0
DPM000017518,2026-03-21,P000549,S0069,11608,518,446,14,15,32687.79,0,2
DPM000017519,2025-11-09,P001276,S0076,8096,1212,768,15,12,25199.86,1,58
DPM000017520,2026-03-20,P001330,S0050,19643,5093,4018,281,315,602203.35,30,361
DPM000017521,2025-10-06,P000973,S0013,17423,2009,1541,20,16,33871.0,1,145
DPM000017522,2025-09-10,P000293,S0053,14891,2316,1924,105,103,381339.93,6,82
DPM000017523,2026-03-24,P001084,S0044,5285,351,210,14,11,17240.04,1,15
DPM000017524,2025-11-19,P000981,S0021,20367,1692,1383,31,34,78896.82,3,40
DPM000017525,2026-04-21,P000582,S0022,7159,916,612,69,81,242515.26,7,54
DPM000017526,2025-10-25,P000340,S0020,14772,480,338,18,19,34986.09,1,12
DPM000017527,2026-07-26,P000019,S0019,18051,5957,4443,487,574,2538215.66,71,3
DPM000017528,2026-03-14,P001307,S0027,3247,427,283,17,18,20464.12,1,2
DPM000017529,2026-02-06,P000484,S0004,14914,5218,2924,334,286,384333.18,15,89
DPM000017530,2026-08-07,P001067,S0027,4444,953,591,32,27,121162.27,2,77
DPM000017531,2025-09-24,P000533,S0053,17886,2531,1761,176,193,278998.67,3,164
DPM000017532,2025-11-30,P001407,S0047,13951,3193,2639,276,247,190201.03,14,226
DPM000017533,2025-12-20,P000432,S0032,18720,6314,5120,580,483,262651.06,14,179
DPM000017534,2025-09-21,P000828,S0028,22970,7875,5835,497,408,121290.29,35,230
DPM000017535,2025-09-06,P000559,S0079,11974,1359,842,66,70,121808.7,7,3
DPM000017536,2026-08-19,P000288,S0048,7846,1120,860,42,44,133876.5,1,30
DPM000017537,2026-02-25,P000672,S0032,14592,2667,1994,30,25,11521.66,2,46
DPM000017538,2026-01-23,P001331,S0051,154,51,29,0,0,0.0,0,4
DPM000017539,2025-09-28,P001460,S0020,2903,266,224,18,14,39645.15,1,21
DPM000017540,2025-09-22,P000970,S0010,16219,522,301,23,21,37674.61,0,17
DPM000017541,2026-05-24,P000385,S0065,19066,5772,3591,361,321,537465.03,18,70
DPM000017542,2025-08-26,P000262,S0022,2417,806,601,59,60,27740.33,4,29
DPM000017543,2026-02-26,P001478,S0038,4457,218,173,8,8,5378.06,0,16
DPM000017544,2025-10-26,P000019,S0019,20252,3865,2480,190,211,874207.76,11,309
DPM000017545,2026-02-23,P000873,S0073,23111,4583,3851,321,257,64556.97,9,68
DPM000017546,2026-05-27,P000235,S0075,20883,6073,4812,30,26,15615.01,0,467
DPM000017547,2026-04-22,P000780,S0060,3155,409,334,12,12,34147.04,1,4
DPM000017548,2025-08-24,P001001,S0041,9841,1438,958,100,113,145992.06,14,104
DPM000017549,2026-02-11,P000390,S0070,21419,966,661,39,39,140892.97,0,19
DPM000017550,2025-11-25,P000557,S0077,11371,1637,902,98,88,290757.63,4,117
DPM000017551,2026-02-14,P001128,S0008,5909,1444,1190,98,107,394674.66,7,85
DPM000017552,2026-08-10,P000993,S0033,12434,1498,929,44,39,109804.96,4,6
DPM000017553,2025-12-23,P000160,S0080,21299,2431,1595,33,38,56576.05,2,109
DPM000017554,2025-08-24,P001379,S0019,18159,900,765,49,44,91490.82,3,8
DPM000017555,2025-12-20,P000703,S0063,17692,1064,950,27,25,69173.24,2,52
DPM000017556,2026-08-09,P000130,S0050,20756,2767,2452,90,73,117738.64,0,88
DPM000017557,2026-04-04,P000567,S0007,9767,949,687,47,42,37894.43,1,54
DPM000017558,2026-05-29,P001153,S0033,18449,2110,1338,99,116,77038.23,0,26
DPM000017559,2026-05-20,P000781,S0061,14936,4125,2727,270,233,28577.81,13,129
DPM000017560,2026-07-03,P000440,S0040,23698,2734,1943,45,50,90502.0,4,210
DPM000017561,2026-01-02,P001446,S0006,3747,961,825,79,82,308153.46,5,61
DPM000017562,2026-05-26,P000239,S0079,15499,4341,3479,191,174,450408.13,9,276
DPM000017563,2026-02-08,P000828,S0028,6790,1442,1126,89,100,18386.85,6,36
DPM000017564,2026-03-25,P000783,S0063,14528,3321,2032,80,67,159435.7,6,137
DPM000017565,2025-09-19,P000646,S0006,14281,2280,1554,42,48,7905.73,1,10
DPM000017566,2026-07-16,P000662,S0022,9846,1428,801,55,49,72385.72,0,50
DPM000017567,2025-11-11,P000212,S0052,9277,811,615,18,19,38497.42,1,6
DPM000017568,2026-02-23,P001498,S0058,23866,2857,2385,157,147,149084.59,4,29
DPM000017569,2026-03-18,P000681,S0041,13206,1541,1223,94,77,140180.86,2,12
DPM000017570,2026-04-17,P000028,S0028,5227,1707,1245,15,17,37922.52,2,64
DPM000017571,2026-07-18,P000893,S0013,3409,978,738,10,9,11178.0,1,7
DPM000017572,2025-12-09,P000299,S0059,8202,1564,1073,24,26,47237.88,1,119
DPM000017573,2026-04-01,P000065,S0065,8606,1224,937,22,20,46394.02,2,69
DPM000017574,2026-06-09,P000568,S0008,9548,1623,893,61,69,14640.56,8,107
DPM000017575,2026-06-30,P000877,S0077,11478,3651,2034,144,146,499001.91,4,81
DPM000017576,2026-07-12,P000230,S0070,8127,2136,1665,9,9,35611.92,0,87
DPM000017577,2026-05-28,P000812,S0012,22482,5290,4513,358,369,809437.31,6,143
DPM000017578,2025-10-03,P001498,S0058,9515,1245,859,77,87,77089.01,7,102
DPM000017579,2025-09-13,P000806,S0006,4497,582,416,4,4,16109.09,0,47
DPM000017580,2026-06-20,P001332,S0052,13184,1410,1035,58,65,7950.49,1,66
DPM000017581,2026-06-09,P000807,S0007,17382,1554,1158,38,42,44326.48,4,31
DPM000017582,2025-09-26,P000230,S0070,6740,332,289,19,15,43184.39,1,9
DPM000017583,2026-04-22,P000423,S0023,20014,2115,1610,108,126,72945.12,0,176
DPM000017584,2026-07-11,P001369,S0009,3484,288,195,7,6,2818.91,1,10
DPM000017585,2025-08-30,P000009,S0009,2268,465,260,13,12,28583.45,0,7
DPM000017586,2026-06-07,P000298,S0058,20033,3537,2585,144,168,183552.45,21,198
DPM000017587,2025-12-11,P001486,S0046,8109,1283,990,43,36,52049.04,4,61
DPM000017588,2026-03-08,P000998,S0038,23231,7898,5924,672,566,682493.8,24,514
DPM000017589,2025-11-18,P000558,S0078,15109,492,295,22,19,8230.72,2,22
DPM000017590,2025-12-02,P000499,S0019,24069,5208,4455,506,561,634744.19,2,43
DPM000017591,2026-03-11,P000910,S0030,3385,138,90,9,7,6112.05,1,0
DPM000017592,2026-03-31,P000223,S0063,4601,311,246,12,10,24465.93,1,11
DPM000017593,2026-02-15,P001280,S0080,20251,4390,3525,54,59,6162.05,4,31
DPM000017594,2026-07-24,P001270,S0070,3153,352,197,20,23,9473.36,1,13
DPM000017595,2025-10-12,P000039,S0039,22170,6601,4940,491,581,330485.15,43,205
DPM000017596,2026-06-07,P001407,S0047,12927,4376,3001,267,286,193827.7,7,319
DPM000017597,2026-06-10,P001062,S0022,24917,2305,1562,32,28,28130.85,0,121
DPM000017598,2026-02-14,P000533,S0053,5538,1529,1219,20,17,32161.88,2,6
DPM000017599,2026-05-01,P000707,S0067,11038,1925,1460,45,41,19925.28,0,11
DPM000017600,2026-04-03,P000149,S0069,18363,2314,1433,70,58,36639.93,7,68
DPM000017601,2026-06-18,P001228,S0028,683,213,161,5,4,5214.94,1,15
DPM000017602,2025-12-08,P001132,S0012,4020,1162,661,61,54,65114.03,3,63
DPM000017603,2025-12-24,P000882,S0002,8871,3057,2323,92,79,108335.2,7,138
DPM000017604,2025-10-25,P000936,S0056,6216,294,162,5,4,10902.84,1,2
DPM000017605,2026-01-14,P000476,S0076,21065,1807,1225,120,96,422654.94,2,60
DPM000017606,2026-03-11,P000474,S0074,14646,1935,1385,163,138,348579.91,4,129
DPM000017607,2026-08-21,P001413,S0053,2582,310,190,20,18,55978.34,2,22
DPM000017608,2026-03-01,P000978,S0018,13986,3033,2187,159,135,195588.6,4,74
DPM000017609,2026-03-03,P000144,S0064,11428,1427,938,32,37,107022.88,4,16
DPM000017610,2026-04-25,P000021,S0021,18536,2410,1565,130,139,244228.25,6,144
DPM000017611,2026-03-21,P001142,S0022,9285,1568,1330,42,49,179143.01,0,5
DPM000017612,2026-08-09,P001338,S0058,1915,337,241,18,18,52871.79,0,21
DPM000017613,2026-02-21,P000006,S0006,8604,1536,921,58,65,112482.75,6,27
DPM000017614,2025-10-03,P000716,S0076,22183,3446,2526,162,177,138886.53,18,49
DPM000017615,2026-07-04,P001194,S0074,7685,696,441,7,6,15649.22,1,30
DPM000017616,2025-11-10,P001047,S0007,606,66,43,3,2,7268.59,0,2
DPM000017617,2026-04-25,P000635,S0075,17633,3679,3036,195,165,695308.46,11,128
DPM000017618,2026-05-27,P000866,S0066,20630,4692,2926,263,231,539182.42,14,173
DPM000017619,2026-04-14,P000309,S0069,13422,3484,2321,20,18,28045.48,0,4
DPM000017620,2026-05-03,P000793,S0073,10166,3418,2651,36,34,122138.84,0,50
DPM000017621,2025-12-16,P001297,S0017,18588,3706,2060,71,61,247524.22,5,216
DPM000017622,2026-05-31,P000925,S0045,5587,1037,787,32,34,75728.92,1,4
DPM000017623,2026-07-23,P001245,S0045,10041,3243,2860,239,237,576730.73,19,212
DPM000017624,2026-07-07,P000789,S0069,19033,5754,3790,197,173,607014.43,6,288
DPM000017625,2025-12-22,P000687,S0047,9676,1552,885,101,85,125657.99,8,32
DPM000017626,2026-02-16,P001212,S0012,3145,303,181,8,7,9925.12,0,12
DPM000017627,2025-09-16,P001317,S0037,9466,2148,1188,15,13,16518.22,1,61
DPM000017628,2026-01-17,P000239,S0079,1309,350,265,20,21,64400.95,0,23
DPM000017629,2026-08-13,P000154,S0074,24891,3939,2650,179,212,163623.35,24,7
DPM000017630,2025-12-30,P000231,S0071,23872,1088,976,57,49,60248.45,1,90
DPM000017631,2025-10-15,P000346,S0026,3837,1187,685,77,80,171518.98,0,10
DPM000017632,2025-10-02,P001290,S0010,11140,1090,835,51,46,95949.9,2,40
DPM000017633,2025-08-31,P000981,S0021,17359,5741,3939,315,284,466432.72,8,336
DPM000017634,2025-10-22,P000388,S0068,11437,1688,1202,54,57,113498.74,7,71
DPM000017635,2026-07-04,P000404,S0004,12448,1679,1223,22,21,22228.91,0,75
DPM000017636,2025-11-16,P000025,S0025,4658,987,556,64,75,131638.53,7,57
DPM000017637,2026-06-10,P000631,S0071,19600,2166,1774,80,73,69561.13,4,144
DPM000017638,2026-01-12,P000443,S0043,12162,3303,2207,144,140,2606.0,9,86
DPM000017639,2025-09-17,P000349,S0029,2831,436,388,2,1,970.77,1,17
DPM000017640,2025-11-14,P000725,S0005,11155,3764,3387,232,249,540239.29,7,312
DPM000017641,2026-05-04,P001183,S0063,15705,1432,973,77,62,90442.15,3,68
DPM000017642,2025-08-24,P000271,S0031,22021,2904,2396,180,189,163808.9,7,130
DPM000017643,2026-04-27,P001290,S0010,20797,6610,5298,207,185,284391.12,6,238
DPM000017644,2026-05-19,P000982,S0022,15605,2662,1746,76,76,135580.57,9,77
DPM000017645,2026-05-09,P000859,S0059,7953,308,198,12,12,29123.17,1,20
DPM000017646,2025-11-22,P000089,S0009,14676,4348,3702,348,314,608619.24,38,59
DPM000017647,2026-07-30,P000357,S0037,23597,2802,2420,203,215,698106.26,0,58
DPM000017648,2025-10-23,P000010,S0010,7602,1445,851,5,5,2627.8,1,11
DPM000017649,2025-10-31,P000075,S0075,2875,525,300,33,29,41490.33,1,20
DPM000017650,2026-04-28,P000924,S0044,22471,5145,2894,261,309,474018.89,22,83
DPM000017651,2026-07-23,P001486,S0046,3769,697,573,64,65,60599.39,3,11
DPM000017652,2026-07-06,P000758,S0038,9196,1824,1046,117,105,193455.24,3,90
DPM000017653,2025-09-21,P000102,S0022,22715,6697,4393,101,105,175652.68,2,219
DPM000017654,2026-01-18,P000199,S0039,12033,1598,1327,125,132,310709.05,2,81
DPM000017655,2026-02-09,P000207,S0047,20541,6427,5367,604,668,2144786.49,19,68
DPM000017656,2026-07-03,P000228,S0068,14504,2483,1791,153,166,129345.67,4,9
DPM000017657,2025-09-03,P001121,S0001,8408,257,141,8,7,19537.75,1,7
DPM000017658,2026-01-22,P000836,S0036,3510,124,70,2,2,5340.59,0,2
DPM000017659,2026-06-17,P000789,S0069,23325,5775,5073,372,397,1558571.61,29,234
DPM000017660,2026-03-10,P001235,S0035,8521,1515,919,71,80,184662.91,8,90
DPM000017661,2026-08-04,P000746,S0026,17476,3846,3223,164,171,310091.73,5,170
DPM000017662,2025-10-05,P000954,S0074,1465,480,285,5,4,1489.42,0,32
DPM000017663,2026-08-05,P001148,S0028,18342,1056,847,32,37,37337.7,1,79
DPM000017664,2026-04-27,P000046,S0046,4079,1197,709,21,20,41412.21,1,91
DPM000017665,2026-08-13,P001098,S0058,16923,2461,2130,185,188,418566.6,18,99
DPM000017666,2025-12-05,P001137,S0017,1585,146,114,13,15,12305.21,1,0
DPM000017667,2025-09-12,P000127,S0047,13606,825,466,42,39,5293.35,0,54
DPM000017668,2026-07-29,P000239,S0079,17778,1701,1497,16,13,29398.75,1,119
DPM000017669,2025-11-16,P000197,S0037,11106,1130,657,59,51,85878.71,1,7
DPM000017670,2026-03-02,P000704,S0064,11893,3482,2345,230,190,637243.01,4,166
DPM000017671,2025-10-24,P001401,S0041,17804,5577,4731,436,435,1033310.28,35,151
DPM000017672,2025-11-22,P001324,S0044,19415,5552,4315,253,221,864271.86,27,341
DPM000017673,2025-09-18,P001351,S0071,17837,987,756,31,34,81448.92,2,34
DPM000017674,2025-11-14,P000541,S0061,2504,174,130,10,8,27238.47,0,4
DPM000017675,2025-09-09,P001392,S0032,4749,1134,859,49,58,101161.72,2,68
DPM000017676,2026-06-03,P001326,S0046,11116,1539,1189,125,141,443913.04,15,59
DPM000017677,2025-12-11,P001096,S0056,11144,1029,660,33,39,145247.84,4,64
DPM000017678,2025-11-03,P000544,S0064,6267,1099,824,22,21,9051.75,0,43
DPM000017679,2025-12-16,P001387,S0027,14995,2357,1721,187,207,116385.34,12,177
DPM000017680,2026-03-05,P000204,S0044,17493,1355,1025,85,87,4968.45,6,79
DPM000017681,2026-07-01,P000566,S0006,13953,462,414,2,2,4791.34,1,25
DPM000017682,2025-12-25,P001151,S0031,9303,959,758,51,53,204558.32,3,12
DPM000017683,2026-05-16,P000412,S0012,19301,3471,2568,299,279,164046.33,2,97
DPM000017684,2026-05-20,P001461,S0021,9285,2483,2015,235,203,478443.32,21,192
DPM000017685,2026-03-27,P001013,S0053,4749,815,730,6,6,13219.87,1,59
DPM000017686,2025-11-11,P001281,S0001,8100,753,627,62,66,206601.4,7,58
DPM000017687,2026-08-05,P000156,S0076,2506,702,553,54,51,85387.34,5,45
DPM000017688,2025-09-12,P001267,S0067,17490,1032,886,78,69,65413.15,8,86
DPM000017689,2026-02-12,P000172,S0012,21877,3400,2623,242,202,381142.01,7,148
DPM000017690,2026-04-24,P001110,S0070,6904,714,512,2,2,2248.28,0,29
DPM000017691,2026-02-23,P001320,S0040,6835,2221,1350,60,69,202049.41,5,64
DPM000017692,2026-03-29,P000649,S0009,6260,1784,1511,152,140,423697.0,4,12
DPM000017693,2026-02-04,P001417,S0057,10367,378,217,12,12,55218.5,1,25
DPM000017694,2026-01-01,P001055,S0015,15871,1407,1046,60,54,192110.6,6,98
DPM000017695,2026-03-11,P000595,S0035,1715,200,110,3,2,2586.77,0,11
DPM000017696,2026-08-14,P001018,S0058,11782,2293,1580,165,160,287228.88,17,60
DPM000017697,2026-08-17,P000752,S0032,20226,6079,4590,253,290,1163498.6,16,379
DPM000017698,2026-02-17,P001270,S0070,14375,4066,3150,322,290,108805.74,25,52
DPM000017699,2025-09-24,P000442,S0042,15433,4450,2565,257,216,554617.1,15,156
DPM000017700,2026-04-26,P000337,S0017,13254,3234,1965,187,167,350218.78,10,244
DPM000017701,2025-08-29,P000320,S0080,24091,1922,1356,68,78,13319.35,4,118
DPM000017702,2025-10-25,P001132,S0012,15696,4643,3308,34,31,42007.91,1,263
DPM000017703,2026-04-06,P001318,S0038,390,67,51,3,3,5849.93,1,4
DPM000017704,2026-02-22,P000790,S0070,24741,4213,3656,191,169,214064.75,8,228
DPM000017705,2025-12-11,P000235,S0075,6082,432,265,16,15,6084.06,1,30
DPM000017706,2025-12-24,P000609,S0049,3078,1033,929,81,88,245763.11,4,85
DPM000017707,2026-07-09,P000171,S0011,13762,3765,2714,175,141,293634.17,1,156
DPM000017708,2026-03-30,P001231,S0031,11981,425,262,25,23,8295.95,2,28
DPM000017709,2026-05-24,P001440,S0080,18896,4175,3600,39,35,55577.46,3,316
DPM000017710,2026-02-06,P000465,S0065,8698,344,293,20,21,50883.2,1,2
DPM000017711,2026-02-23,P000408,S0008,6892,1068,633,36,36,1213.69,1,30
DPM000017712,2025-12-08,P001104,S0064,1987,270,237,27,23,18744.36,0,13
DPM000017713,2025-08-25,P001421,S0061,23857,987,646,12,13,45197.58,1,62
DPM000017714,2025-11-08,P001184,S0064,15964,1628,903,79,73,112562.17,7,100
DPM000017715,2026-07-26,P000799,S0079,7928,408,366,10,11,11819.49,0,24
DPM000017716,2025-11-15,P000969,S0009,21157,3668,2176,36,34,41160.49,0,197
DPM000017717,2026-06-03,P000791,S0071,16689,4319,3835,245,202,356845.68,21,320
DPM000017718,2026-03-28,P000585,S0025,15773,5338,3945,204,203,33624.98,10,244
DPM000017719,2025-09-22,P000237,S0077,17045,1122,923,30,28,55165.41,0,29
DPM000017720,2025-12-19,P000233,S0073,15961,849,673,68,77,275013.03,8,35
DPM000017721,2026-07-31,P001046,S0006,6101,1532,1110,59,62,246382.89,7,105
DPM000017722,2026-03-07,P000173,S0013,16989,3027,2279,58,50,191212.97,2,29
DPM000017723,2026-04-16,P000323,S0003,12303,679,455,45,42,108758.65,4,1
DPM000017724,2025-09-02,P000968,S0008,6983,262,229,13,14,24920.42,1,0
DPM000017725,2026-08-08,P000012,S0012,16148,726,411,2,1,1048.57,0,33
DPM000017726,2026-01-17,P000213,S0053,12781,1726,1391,152,159,595374.94,4,64
DPM000017727,2025-11-07,P000991,S0031,15279,4270,2915,329,286,796157.86,9,297
DPM000017728,2025-10-05,P000703,S0063,2944,1005,875,65,74,290827.64,1,57
DPM000017729,2026-07-24,P000645,S0005,20125,2286,1514,122,134,104700.45,11,16
DPM000017730,2026-05-05,P001322,S0042,15181,1739,1392,85,99,99663.92,3,36
DPM000017731,2026-06-27,P000753,S0033,2875,795,502,53,61,82341.85,4,65
DPM000017732,2026-01-31,P000310,S0070,19863,1780,1394,117,127,3268.79,5,137
DPM000017733,2026-01-01,P000358,S0038,22966,3396,2012,28,33,51809.61,0,113
DPM000017734,2025-09-22,P001044,S0004,19738,1658,1345,31,31,28895.47,0,50
DPM000017735,2025-10-14,P001302,S0022,18448,2909,2138,25,20,5028.53,2,117
DPM000017736,2026-07-17,P000694,S0054,408,96,52,0,0,0.0,0,2
DPM000017737,2025-09-19,P000900,S0020,1206,142,84,6,5,7461.64,1,8
DPM000017738,2025-11-30,P000296,S0056,23725,3896,3299,169,173,640252.28,1,107
DPM000017739,2026-01-17,P000970,S0010,23808,5629,4409,262,252,664353.99,29,316
DPM000017740,2026-06-28,P001251,S0051,19736,4950,3372,64,69,18482.23,3,391
DPM000017741,2026-02-18,P000860,S0060,11193,1527,1108,98,78,146619.72,0,21
DPM000017742,2026-05-22,P000540,S0060,17104,1113,675,49,39,22180.26,1,24
DPM000017743,2026-01-05,P000443,S0043,12954,1008,872,73,84,2626.71,5,21
DPM000017744,2026-06-12,P001216,S0016,10092,2766,2329,268,226,140209.14,23,43
DPM000017745,2026-03-17,P001325,S0045,4909,1026,747,47,49,139834.92,2,76
DPM000017746,2026-07-21,P000216,S0056,8883,1538,864,102,110,408589.54,13,67
DPM000017747,2026-07-17,P000635,S0075,15430,618,498,23,19,52788.71,0,41
DPM000017748,2026-04-07,P001152,S0032,7770,378,280,21,20,3502.62,2,14
DPM000017749,2026-08-03,P000922,S0042,13069,1745,1316,133,158,323433.72,6,74
DPM000017750,2025-09-16,P001499,S0059,4502,724,417,26,24,30140.23,2,4
DPM000017751,2026-02-20,P001298,S0018,3581,287,204,11,9,35173.69,1,9
DPM000017752,2026-06-17,P000478,S0078,778,239,171,4,4,5473.23,0,4
DPM000017753,2025-11-18,P001101,S0061,12986,2648,1521,159,179,420227.37,18,130
DPM000017754,2026-02-10,P001386,S0026,5639,1339,1117,69,76,230403.33,3,97
DPM000017755,2026-04-18,P000742,S0022,10536,774,613,26,26,108403.85,2,64
