exposure_id,user_id,product_id,position_name,strategy_name,exposed_at,clicked,converted
RE000022200,U001108,P000341,首页猜你喜欢,recommend_v4,2026-08-19 12:16:05,0,0
RE000022201,U003240,P001168,购物车凑单,recommend_v4,2025-02-18 10:58:48,0,0
RE000022202,U003798,P000836,商品详情相似推荐,recommend_v3,2026-01-09 07:30:41,0,0
RE000022203,U000235,P001347,商品详情相似推荐,recommend_v4,2025-07-19 18:48:46,0,0
RE000022204,U001253,P000843,首页猜你喜欢,recommend_v4,2026-01-01 21:34:04,0,0
RE000022205,U001707,P000286,商品详情相似推荐,recommend_v4,2025-04-28 19:13:21,0,0
RE000022206,U002157,P000343,商品详情相似推荐,rule_based,2025-05-21 11:15:07,0,0
RE000022207,U004179,P001268,会员频道,recommend_v3,2025-02-12 01:00:36,1,0
RE000022208,U004287,P001468,首页猜你喜欢,recommend_v3,2026-08-16 11:31:08,0,0
RE000022209,U003583,P000728,首页猜你喜欢,recommend_v3,2025-10-14 06:26:01,0,0
RE000022210,U000017,P000267,会员频道,rule_based,2025-06-01 16:42:45,1,0
RE000022211,U000550,P000701,首页猜你喜欢,recommend_v3,2025-01-01 08:19:37,0,0
RE000022212,U003138,P000982,搜索联想,recommend_v4,2026-04-17 00:17:31,0,0
RE000022213,U003351,P000834,搜索联想,recommend_v4,2026-03-12 04:49:58,0,0
RE000022214,U000297,P001160,首页猜你喜欢,recommend_v3,2025-09-17 16:24:46,0,0
RE000022215,U000554,P000435,搜索联想,recommend_v4,2025-09-15 02:18:59,0,0
RE000022216,U000727,P000271,搜索联想,recommend_v3,2025-11-02 01:00:03,0,0
RE000022217,U003102,P000666,搜索联想,recommend_v3,2026-03-07 05:53:31,0,0
RE000022218,U004091,P001412,购物车凑单,recommend_v4,2025-06-26 03:44:05,0,0
RE000022219,U004668,P000045,会员频道,recommend_v3,2025-02-12 15:27:09,0,0
RE000022220,U004916,P001102,购物车凑单,recommend_v3,2025-06-14 09:42:01,1,1
RE000022221,U003277,P000561,商品详情相似推荐,recommend_v4,2026-01-12 22:14:22,1,0
RE000022222,U004252,P001054,会员频道,recommend_v4,2025-08-08 02:58:20,1,0
RE000022223,U002277,P001262,会员频道,rule_based,2026-08-14 18:41:42,0,0
RE000022224,U003008,P000069,搜索联想,recommend_v4,2025-04-13 20:14:24,0,0
RE000022225,U001538,P000727,会员频道,recommend_v4,2025-02-07 09:03:08,0,0
RE000022226,U000089,P000252,搜索联想,popular,2025-05-17 18:08:32,0,0
RE000022227,U000842,P000008,购物车凑单,recommend_v4,2025-05-23 00:22:06,1,0
RE000022228,U004389,P000109,首页猜你喜欢,recommend_v3,2026-03-15 02:32:15,0,0
RE000022229,U002178,P000020,会员频道,recommend_v3,2025-12-01 18:27:34,0,0
RE000022230,U000858,P000615,购物车凑单,recommend_v3,2025-04-20 11:00:24,0,0
RE000022231,U003201,P000531,搜索联想,popular,2025-05-29 11:23:54,0,0
RE000022232,U000910,P000384,首页猜你喜欢,recommend_v3,2026-02-17 08:54:33,0,0
RE000022233,U004132,P000573,购物车凑单,recommend_v4,2025-01-12 18:54:47,0,0
RE000022234,U002902,P001134,购物车凑单,rule_based,2026-07-05 17:58:59,1,0
RE000022235,U002765,P001381,购物车凑单,recommend_v3,2025-07-23 23:23:31,0,0
RE000022236,U001765,P000806,购物车凑单,rule_based,2025-06-21 12:42:06,0,0
RE000022237,U000242,P000185,首页猜你喜欢,recommend_v4,2025-03-03 02:58:37,0,0
RE000022238,U004562,P000464,搜索联想,popular,2026-04-17 19:25:35,0,0
RE000022239,U004447,P000846,购物车凑单,recommend_v4,2026-03-20 05:22:12,0,0
RE000022240,U000986,P000296,会员频道,recommend_v4,2026-06-23 15:10:10,0,0
RE000022241,U001366,P000095,首页猜你喜欢,recommend_v4,2026-06-03 06:04:39,0,0
RE000022242,U002307,P000803,首页猜你喜欢,recommend_v4,2025-06-07 20:19:24,0,0
RE000022243,U001670,P000860,购物车凑单,recommend_v4,2025-08-05 08:52:40,0,0
RE000022244,U000548,P000229,商品详情相似推荐,recommend_v4,2026-08-04 23:04:52,0,0
RE000022245,U003811,P000680,搜索联想,popular,2025-02-17 02:18:07,0,0
RE000022246,U000502,P000978,搜索联想,recommend_v4,2025-04-17 06:55:59,0,0
RE000022247,U002664,P001196,会员频道,popular,2025-08-24 07:46:12,0,0
RE000022248,U001083,P000726,购物车凑单,recommend_v4,2025-09-10 16:05:02,0,0
RE000022249,U003009,P001006,商品详情相似推荐,recommend_v4,2025-01-30 18:24:59,0,0
RE000022250,U001443,P000681,搜索联想,recommend_v3,2025-02-09 14:44:20,0,0
RE000022251,U003211,P001110,购物车凑单,rule_based,2025-05-29 12:36:13,0,0
RE000022252,U000783,P001260,商品详情相似推荐,recommend_v3,2025-10-17 09:48:00,0,0
RE000022253,U004577,P000337,商品详情相似推荐,recommend_v4,2025-09-08 03:15:39,0,0
RE000022254,U002187,P000986,首页猜你喜欢,recommend_v4,2025-11-19 00:33:19,0,0
RE000022255,U002208,P001328,会员频道,recommend_v3,2026-05-11 16:29:14,0,0
RE000022256,U004993,P000045,购物车凑单,recommend_v4,2026-08-17 05:26:44,0,0
RE000022257,U000115,P000473,会员频道,popular,2025-05-09 02:46:47,1,0
RE000022258,U004343,P001388,购物车凑单,recommend_v3,2026-01-10 03:35:07,0,0
RE000022259,U001376,P001176,会员频道,recommend_v3,2025-09-06 02:02:21,1,0
RE000022260,U001173,P000350,首页猜你喜欢,popular,2026-01-17 14:06:18,0,0
RE000022261,U003124,P000694,搜索联想,recommend_v4,2026-06-07 06:12:25,0,0
RE000022262,U003619,P001226,搜索联想,recommend_v3,2025-09-20 22:55:04,0,0
RE000022263,U002431,P000198,首页猜你喜欢,recommend_v3,2026-07-26 01:03:04,0,0
RE000022264,U004287,P000650,搜索联想,popular,2025-02-26 08:23:20,0,0
RE000022265,U003142,P001475,商品详情相似推荐,recommend_v4,2025-04-14 17:15:45,0,0
RE000022266,U003370,P000074,商品详情相似推荐,recommend_v3,2025-07-03 04:59:33,0,0
RE000022267,U004062,P000608,会员频道,recommend_v3,2025-01-26 13:46:26,0,0
RE000022268,U001865,P000912,搜索联想,popular,2026-04-18 04:07:29,0,0
RE000022269,U004716,P000670,搜索联想,recommend_v3,2025-12-12 12:22:59,0,0
RE000022270,U003934,P000432,首页猜你喜欢,recommend_v4,2025-01-27 18:11:34,0,0
RE000022271,U002424,P000211,会员频道,recommend_v4,2025-11-14 03:35:44,1,0
RE000022272,U003586,P000619,首页猜你喜欢,recommend_v3,2026-06-24 04:12:53,0,0
RE000022273,U004753,P001463,购物车凑单,recommend_v4,2026-02-06 01:56:11,0,0
RE000022274,U004388,P000973,商品详情相似推荐,recommend_v4,2025-10-03 07:20:16,0,0
RE000022275,U001177,P000780,搜索联想,recommend_v4,2025-04-10 08:33:42,0,0
RE000022276,U002005,P001162,购物车凑单,recommend_v3,2025-01-02 18:02:21,0,0
RE000022277,U001310,P000804,商品详情相似推荐,rule_based,2025-04-26 11:15:25,0,0
RE000022278,U004505,P000244,会员频道,recommend_v3,2025-06-28 13:35:15,0,0
RE000022279,U000979,P001372,会员频道,recommend_v4,2026-01-11 02:28:47,1,0
RE000022280,U002276,P001453,购物车凑单,recommend_v4,2025-11-19 14:56:52,0,0
RE000022281,U000010,P001473,搜索联想,popular,2025-12-02 06:16:33,1,0
RE000022282,U001846,P000290,购物车凑单,rule_based,2026-06-20 12:51:44,0,0
RE000022283,U002410,P000313,购物车凑单,popular,2025-02-02 06:54:04,0,0
RE000022284,U001783,P000383,搜索联想,rule_based,2025-06-07 16:27:53,0,0
RE000022285,U003565,P001389,首页猜你喜欢,recommend_v3,2025-11-20 03:39:17,0,0
RE000022286,U003063,P000891,会员频道,popular,2025-08-15 08:05:26,0,0
RE000022287,U002357,P000984,购物车凑单,recommend_v4,2025-03-28 02:22:50,0,0
RE000022288,U003901,P001152,购物车凑单,recommend_v4,2025-11-21 14:00:15,0,0
RE000022289,U001298,P000518,首页猜你喜欢,rule_based,2026-04-30 16:24:38,0,0
RE000022290,U004657,P001247,搜索联想,recommend_v3,2025-02-05 23:46:26,1,0
RE000022291,U001198,P000922,商品详情相似推荐,recommend_v4,2025-09-07 19:39:26,0,0
RE000022292,U000707,P000564,购物车凑单,recommend_v3,2026-08-06 03:53:19,0,0
RE000022293,U000849,P000782,购物车凑单,recommend_v4,2025-08-01 00:51:41,0,0
RE000022294,U003933,P000897,购物车凑单,recommend_v3,2026-01-07 07:11:49,0,0
RE000022295,U003842,P001418,商品详情相似推荐,recommend_v4,2026-07-14 13:11:28,1,0
RE000022296,U004074,P001087,商品详情相似推荐,recommend_v3,2025-02-02 01:08:36,0,0
RE000022297,U001513,P001209,购物车凑单,recommend_v4,2025-09-23 11:28:59,0,0
RE000022298,U000675,P000954,会员频道,recommend_v3,2026-03-02 07:44:04,0,0
RE000022299,U002653,P001395,商品详情相似推荐,recommend_v4,2025-12-13 19:34:33,1,0
RE000022300,U004600,P000953,搜索联想,popular,2026-04-09 15:27:38,0,0
RE000022301,U002307,P001262,购物车凑单,rule_based,2025-11-18 23:07:08,0,0
RE000022302,U000668,P000726,会员频道,popular,2026-07-07 06:14:47,0,0
RE000022303,U002657,P001005,会员频道,recommend_v3,2026-06-08 18:30:32,0,0
RE000022304,U002658,P001101,会员频道,recommend_v3,2025-04-10 04:16:40,0,0
RE000022305,U002577,P001422,搜索联想,recommend_v4,2026-01-11 06:46:57,1,0
RE000022306,U000237,P000608,搜索联想,recommend_v3,2026-06-30 18:45:33,0,0
RE000022307,U002676,P000839,首页猜你喜欢,recommend_v3,2026-01-05 11:43:17,0,0
RE000022308,U001616,P000497,商品详情相似推荐,recommend_v3,2026-01-03 19:53:27,0,0
RE000022309,U004298,P000773,购物车凑单,recommend_v4,2026-06-06 15:43:54,0,0
RE000022310,U001945,P000945,会员频道,recommend_v4,2025-11-10 14:53:56,1,0
RE000022311,U001521,P000536,首页猜你喜欢,recommend_v4,2025-05-25 08:26:43,1,0
RE000022312,U002351,P001409,购物车凑单,recommend_v4,2025-01-15 16:11:38,0,0
RE000022313,U000107,P001120,购物车凑单,recommend_v3,2025-09-22 12:12:05,0,0
RE000022314,U001208,P000833,会员频道,popular,2026-02-03 22:40:27,0,0
RE000022315,U002320,P000282,首页猜你喜欢,recommend_v4,2025-07-12 20:18:15,0,0
RE000022316,U003940,P001326,购物车凑单,rule_based,2025-07-14 17:52:01,0,0
RE000022317,U004898,P000316,购物车凑单,recommend_v4,2026-06-26 17:46:31,0,0
RE000022318,U002890,P001161,搜索联想,rule_based,2026-03-05 06:57:42,0,0
RE000022319,U000288,P001479,搜索联想,recommend_v4,2025-01-25 06:25:27,0,0
RE000022320,U001845,P001031,商品详情相似推荐,rule_based,2026-08-10 04:32:37,1,0
RE000022321,U002926,P000949,会员频道,recommend_v3,2026-07-22 15:33:25,0,0
RE000022322,U000991,P000685,会员频道,recommend_v4,2025-02-02 07:28:51,0,0
RE000022323,U002541,P001070,会员频道,recommend_v3,2025-03-07 07:10:48,1,0
RE000022324,U004998,P000304,商品详情相似推荐,rule_based,2025-07-12 09:13:00,0,0
RE000022325,U003982,P000821,会员频道,recommend_v4,2025-11-09 12:40:13,0,0
RE000022326,U000296,P001210,会员频道,popular,2025-08-04 22:30:24,0,0
RE000022327,U002952,P000531,购物车凑单,recommend_v4,2026-01-30 08:48:14,1,0
RE000022328,U002453,P000516,搜索联想,recommend_v4,2026-05-31 06:16:17,0,0
RE000022329,U002599,P001428,购物车凑单,popular,2025-11-13 14:46:46,0,0
RE000022330,U000318,P001222,会员频道,rule_based,2025-08-04 18:10:31,0,0
RE000022331,U004064,P001065,商品详情相似推荐,recommend_v3,2025-12-13 16:00:28,0,0
RE000022332,U004891,P000932,购物车凑单,rule_based,2025-05-19 21:19:22,0,0
RE000022333,U003289,P000732,商品详情相似推荐,recommend_v4,2025-12-29 10:03:30,0,0
RE000022334,U004560,P000953,会员频道,recommend_v4,2025-08-24 16:33:41,0,0
RE000022335,U003265,P000635,搜索联想,recommend_v4,2025-10-01 05:40:18,0,0
RE000022336,U001416,P001222,商品详情相似推荐,recommend_v3,2026-04-27 03:22:13,0,0
RE000022337,U000071,P000964,会员频道,recommend_v4,2025-12-28 03:58:08,0,0
RE000022338,U003682,P000393,搜索联想,rule_based,2025-06-24 02:18:00,0,0
RE000022339,U002150,P001238,会员频道,recommend_v4,2026-05-01 11:05:16,1,0
RE000022340,U002729,P000296,会员频道,popular,2025-12-16 04:05:39,0,0
RE000022341,U001517,P000822,首页猜你喜欢,popular,2025-06-17 07:26:16,0,0
RE000022342,U004511,P001205,商品详情相似推荐,recommend_v4,2026-03-26 14:14:44,0,0
RE000022343,U002820,P000526,会员频道,popular,2025-03-17 08:49:45,0,0
RE000022344,U003231,P001449,搜索联想,recommend_v3,2025-05-26 04:50:32,0,0
RE000022345,U001887,P000082,首页猜你喜欢,recommend_v3,2025-01-11 07:05:56,0,0
RE000022346,U000763,P001491,商品详情相似推荐,rule_based,2025-04-27 13:37:23,0,0
RE000022347,U000034,P001065,购物车凑单,rule_based,2025-01-19 21:24:58,1,0
RE000022348,U001082,P001251,购物车凑单,popular,2025-06-16 17:54:25,0,0
RE000022349,U004910,P001232,会员频道,rule_based,2026-01-27 05:59:48,0,0
RE000022350,U002441,P001343,搜索联想,recommend_v3,2025-12-22 19:58:49,0,0
RE000022351,U002687,P000017,购物车凑单,recommend_v3,2026-01-30 23:29:27,0,0
RE000022352,U003708,P001417,会员频道,recommend_v4,2025-09-30 03:28:41,0,0
RE000022353,U002496,P001444,搜索联想,recommend_v4,2025-08-15 15:03:17,0,0
RE000022354,U003410,P000899,搜索联想,recommend_v3,2026-02-21 07:31:15,0,0
RE000022355,U001768,P000199,搜索联想,rule_based,2026-02-03 05:41:21,0,0
RE000022356,U001433,P000082,商品详情相似推荐,rule_based,2026-05-06 05:44:14,0,0
RE000022357,U004987,P000662,购物车凑单,rule_based,2025-01-22 10:37:27,1,0
RE000022358,U004158,P000833,商品详情相似推荐,recommend_v3,2025-05-06 04:12:04,0,0
RE000022359,U001766,P000153,购物车凑单,recommend_v3,2025-08-21 10:47:07,1,0
RE000022360,U000424,P000389,商品详情相似推荐,recommend_v3,2025-07-11 11:39:38,1,0
RE000022361,U001926,P001469,会员频道,recommend_v4,2026-05-12 09:00:54,0,0
RE000022362,U004322,P000075,会员频道,rule_based,2026-08-15 10:09:57,0,0
RE000022363,U000472,P000043,商品详情相似推荐,recommend_v3,2025-06-03 05:04:21,0,0
RE000022364,U001335,P000805,搜索联想,recommend_v4,2025-09-22 01:06:30,0,0
RE000022365,U002623,P000908,搜索联想,recommend_v4,2025-09-20 18:18:35,0,0
RE000022366,U003265,P001430,会员频道,popular,2025-05-21 16:48:30,0,0
RE000022367,U000202,P001375,首页猜你喜欢,recommend_v3,2025-12-29 04:43:01,0,0
RE000022368,U002714,P000184,搜索联想,recommend_v4,2026-07-18 08:07:31,0,0
RE000022369,U003349,P000340,搜索联想,recommend_v4,2025-01-28 08:18:55,0,0
RE000022370,U000512,P001003,搜索联想,rule_based,2026-05-23 14:53:50,0,0
RE000022371,U001777,P001175,购物车凑单,recommend_v4,2026-05-29 12:11:00,0,0
RE000022372,U002468,P000895,商品详情相似推荐,recommend_v3,2025-02-24 14:21:35,0,0
RE000022373,U003735,P000251,会员频道,popular,2025-08-16 18:32:13,0,0
RE000022374,U001181,P001115,会员频道,recommend_v4,2026-04-25 00:32:48,0,0
RE000022375,U002369,P001087,商品详情相似推荐,popular,2025-01-30 19:47:44,0,0
RE000022376,U003292,P000218,会员频道,recommend_v3,2026-02-26 03:02:28,1,0
RE000022377,U000235,P000003,搜索联想,recommend_v3,2025-11-09 20:57:18,0,0
RE000022378,U002910,P001405,会员频道,recommend_v3,2025-08-16 17:44:08,0,0
RE000022379,U002569,P000790,会员频道,recommend_v3,2026-04-27 09:41:04,0,0
RE000022380,U000344,P001493,购物车凑单,recommend_v3,2025-09-08 00:27:08,0,0
RE000022381,U002323,P000237,首页猜你喜欢,recommend_v4,2025-03-04 18:17:34,0,0
RE000022382,U001474,P000281,商品详情相似推荐,recommend_v4,2025-06-21 17:33:25,0,0
RE000022383,U002426,P001164,搜索联想,recommend_v3,2026-04-16 03:53:22,0,0
RE000022384,U001024,P000085,会员频道,recommend_v4,2026-02-03 07:32:30,0,0
RE000022385,U001544,P001004,首页猜你喜欢,rule_based,2026-08-14 04:17:33,1,0
RE000022386,U000958,P000881,商品详情相似推荐,recommend_v4,2025-02-12 06:39:29,0,0
RE000022387,U003307,P001011,会员频道,rule_based,2026-03-28 09:00:17,0,0
RE000022388,U000078,P001125,首页猜你喜欢,recommend_v4,2026-07-09 02:40:23,0,0
RE000022389,U004776,P000509,首页猜你喜欢,recommend_v4,2025-12-25 00:29:09,0,0
RE000022390,U000799,P001213,首页猜你喜欢,popular,2025-09-15 16:54:00,0,0
RE000022391,U001164,P000196,首页猜你喜欢,recommend_v4,2025-07-30 15:45:21,0,0
RE000022392,U000157,P001255,搜索联想,recommend_v4,2026-07-27 11:49:41,1,0
RE000022393,U003635,P001404,购物车凑单,recommend_v3,2026-02-08 04:45:29,0,0
RE000022394,U003139,P001428,首页猜你喜欢,recommend_v4,2025-02-04 09:52:27,0,0
RE000022395,U003027,P000284,搜索联想,rule_based,2025-04-29 01:58:49,1,1
RE000022396,U000522,P000123,商品详情相似推荐,recommend_v3,2025-07-06 12:49:56,0,0
RE000022397,U003492,P000483,首页猜你喜欢,recommend_v4,2026-01-11 15:38:22,0,0
RE000022398,U001452,P001230,会员频道,recommend_v4,2025-12-10 19:30:29,0,0
RE000022399,U002730,P000097,购物车凑单,rule_based,2026-08-18 21:25:59,0,0
RE000022400,U003567,P000793,搜索联想,recommend_v4,2026-07-25 22:48:51,0,0
RE000022401,U001652,P001219,购物车凑单,recommend_v3,2025-09-10 19:50:55,0,0
RE000022402,U000461,P001145,会员频道,popular,2026-07-09 20:34:47,0,0
RE000022403,U001168,P000882,会员频道,recommend_v4,2026-07-16 06:46:25,0,0
RE000022404,U002871,P000224,购物车凑单,recommend_v3,2026-07-31 15:23:55,1,0
RE000022405,U001756,P000273,购物车凑单,recommend_v4,2026-02-20 22:04:56,0,0
RE000022406,U000095,P000331,首页猜你喜欢,popular,2026-06-20 04:52:08,0,0
RE000022407,U003908,P000209,购物车凑单,recommend_v4,2026-06-30 10:32:45,1,0
RE000022408,U000031,P000216,会员频道,recommend_v3,2025-02-12 07:01:53,0,0
RE000022409,U003945,P000290,商品详情相似推荐,recommend_v3,2025-02-11 19:02:31,0,0
RE000022410,U002648,P000335,会员频道,recommend_v3,2025-08-11 00:51:41,0,0
RE000022411,U000450,P000057,首页猜你喜欢,recommend_v4,2025-01-23 20:10:06,0,0
RE000022412,U004435,P001061,搜索联想,popular,2026-02-01 08:09:13,0,0
RE000022413,U000253,P000204,购物车凑单,recommend_v4,2026-05-05 17:59:16,0,0
RE000022414,U001781,P001186,首页猜你喜欢,recommend_v3,2025-11-15 18:32:12,0,0
RE000022415,U002184,P001477,购物车凑单,rule_based,2025-11-22 08:22:21,0,0
RE000022416,U000996,P000208,会员频道,recommend_v3,2025-09-21 02:30:39,0,0
RE000022417,U001462,P000865,首页猜你喜欢,recommend_v4,2025-08-06 15:09:16,0,0
RE000022418,U000888,P001306,购物车凑单,rule_based,2026-05-02 02:20:53,0,0
RE000022419,U001934,P001010,首页猜你喜欢,recommend_v4,2025-09-26 20:44:23,1,0
RE000022420,U003107,P001256,商品详情相似推荐,recommend_v3,2026-03-17 12:27:23,0,0
RE000022421,U004823,P001380,搜索联想,recommend_v4,2026-01-30 17:29:47,0,0
RE000022422,U000218,P001256,会员频道,rule_based,2026-04-22 05:44:06,0,0
RE000022423,U003867,P000178,首页猜你喜欢,recommend_v4,2025-08-02 07:05:43,0,0
RE000022424,U001925,P000783,商品详情相似推荐,recommend_v4,2025-06-09 22:45:42,0,0
RE000022425,U001867,P001353,首页猜你喜欢,recommend_v4,2026-02-18 18:23:07,1,0
RE000022426,U001215,P001192,会员频道,recommend_v3,2025-10-01 03:13:18,0,0
RE000022427,U002317,P001158,购物车凑单,recommend_v3,2026-07-15 05:54:37,0,0
RE000022428,U001527,P001109,商品详情相似推荐,recommend_v3,2025-05-13 19:06:07,0,0
RE000022429,U003857,P000622,首页猜你喜欢,popular,2026-04-19 16:01:18,0,0
RE000022430,U004990,P001282,首页猜你喜欢,recommend_v3,2025-01-07 22:31:46,0,0
RE000022431,U001188,P000945,搜索联想,recommend_v3,2025-02-07 10:09:34,0,0
RE000022432,U004692,P000740,购物车凑单,popular,2026-02-04 00:28:06,0,0
RE000022433,U000663,P000427,商品详情相似推荐,recommend_v4,2026-04-14 12:58:07,0,0
RE000022434,U004087,P000577,商品详情相似推荐,rule_based,2025-01-22 06:40:59,0,0
RE000022435,U000673,P000215,购物车凑单,recommend_v3,2025-08-26 20:27:15,0,0
RE000022436,U001216,P000582,购物车凑单,recommend_v4,2025-02-19 12:55:40,0,0
RE000022437,U002271,P000405,会员频道,recommend_v4,2025-10-05 13:39:21,0,0
RE000022438,U004490,P000814,会员频道,recommend_v3,2025-03-15 17:26:31,0,0
RE000022439,U000187,P000184,搜索联想,recommend_v3,2026-07-05 09:02:41,1,1
RE000022440,U003319,P000705,购物车凑单,recommend_v4,2025-06-22 21:01:52,0,0
RE000022441,U002929,P001084,商品详情相似推荐,recommend_v4,2026-04-12 00:34:56,0,0
RE000022442,U002267,P001295,购物车凑单,recommend_v4,2025-09-10 13:46:05,0,0
RE000022443,U003606,P000555,搜索联想,popular,2025-05-18 12:33:56,0,0
RE000022444,U000312,P001301,搜索联想,recommend_v4,2025-12-12 06:38:38,0,0
RE000022445,U002839,P001290,购物车凑单,recommend_v3,2026-03-30 18:55:52,0,0
RE000022446,U003128,P000481,首页猜你喜欢,recommend_v3,2026-03-11 02:05:29,0,0
RE000022447,U000574,P001183,搜索联想,rule_based,2025-03-18 11:32:42,0,0
RE000022448,U004142,P000579,商品详情相似推荐,recommend_v3,2026-07-09 17:39:24,0,0
RE000022449,U000612,P000072,首页猜你喜欢,recommend_v3,2026-05-22 19:36:11,0,0
RE000022450,U004313,P000463,搜索联想,recommend_v3,2026-02-10 19:23:27,0,0
RE000022451,U002881,P000293,会员频道,recommend_v3,2025-03-25 11:37:21,0,0
RE000022452,U003550,P000256,商品详情相似推荐,recommend_v4,2026-02-06 05:19:34,0,0
RE000022453,U000047,P000526,首页猜你喜欢,rule_based,2025-07-05 04:05:26,0,0
RE000022454,U001219,P001133,首页猜你喜欢,recommend_v4,2026-08-22 02:34:23,0,0
RE000022455,U001258,P000929,搜索联想,recommend_v4,2025-12-05 16:00:31,0,0
RE000022456,U001030,P000234,会员频道,popular,2026-01-20 20:51:29,0,0
RE000022457,U004423,P000403,购物车凑单,rule_based,2025-12-06 11:12:53,0,0
RE000022458,U000943,P000928,会员频道,recommend_v4,2026-04-26 16:56:03,0,0
RE000022459,U003813,P000533,首页猜你喜欢,recommend_v3,2026-01-04 04:26:30,0,0
RE000022460,U004893,P001117,首页猜你喜欢,recommend_v4,2025-08-01 00:51:01,0,0
RE000022461,U001364,P001362,会员频道,recommend_v4,2026-05-10 13:55:47,1,0
RE000022462,U001788,P000674,购物车凑单,rule_based,2026-05-16 01:04:44,1,0
RE000022463,U000375,P000247,购物车凑单,recommend_v4,2026-07-22 13:15:41,0,0
RE000022464,U003935,P001388,首页猜你喜欢,recommend_v3,2026-01-10 03:24:09,0,0
RE000022465,U004982,P000175,购物车凑单,recommend_v4,2026-01-27 08:14:58,0,0
RE000022466,U001053,P000526,商品详情相似推荐,recommend_v4,2025-06-26 15:15:29,0,0
RE000022467,U003386,P000996,商品详情相似推荐,recommend_v3,2026-06-16 02:56:43,1,0
RE000022468,U004076,P000609,会员频道,recommend_v4,2025-10-14 08:05:28,0,0
RE000022469,U001613,P000357,会员频道,recommend_v4,2026-02-28 04:41:33,0,0
RE000022470,U002934,P000347,会员频道,recommend_v3,2025-05-26 04:54:58,0,0
RE000022471,U004849,P000289,会员频道,recommend_v4,2025-02-22 02:34:12,1,0
RE000022472,U002542,P000391,商品详情相似推荐,rule_based,2025-01-29 16:31:15,0,0
RE000022473,U000031,P001181,首页猜你喜欢,popular,2026-08-17 10:27:35,0,0
RE000022474,U002430,P001328,搜索联想,rule_based,2025-12-14 13:56:28,0,0
RE000022475,U004726,P001436,购物车凑单,recommend_v4,2025-09-27 04:42:51,1,0
RE000022476,U000564,P001119,会员频道,recommend_v3,2025-10-06 15:03:16,0,0
RE000022477,U003409,P000815,会员频道,recommend_v3,2025-09-29 03:21:33,0,0
RE000022478,U003812,P000414,会员频道,recommend_v3,2025-11-16 15:58:23,1,0
RE000022479,U003136,P001339,搜索联想,recommend_v3,2026-08-02 05:15:12,0,0
RE000022480,U001689,P001260,商品详情相似推荐,recommend_v4,2026-08-13 04:50:57,1,0
RE000022481,U004158,P001138,搜索联想,recommend_v3,2025-06-05 13:34:17,0,0
RE000022482,U000182,P000054,搜索联想,popular,2025-10-29 13:23:01,1,0
RE000022483,U002163,P000343,会员频道,recommend_v3,2026-02-13 20:54:16,0,0
RE000022484,U002039,P000410,商品详情相似推荐,recommend_v4,2025-08-03 17:28:56,0,0
RE000022485,U004706,P000435,首页猜你喜欢,recommend_v3,2025-06-23 01:16:18,0,0
RE000022486,U003280,P000350,会员频道,rule_based,2025-09-12 15:26:27,0,0
RE000022487,U003118,P001183,首页猜你喜欢,recommend_v3,2025-12-28 04:01:53,1,0
RE000022488,U001205,P000927,购物车凑单,rule_based,2026-06-15 22:37:39,0,0
RE000022489,U003866,P001476,会员频道,recommend_v4,2026-04-30 05:08:24,1,1
RE000022490,U000329,P000665,会员频道,rule_based,2025-04-08 17:07:20,1,1
RE000022491,U002735,P000752,会员频道,recommend_v4,2026-03-19 16:12:34,0,0
RE000022492,U002433,P000688,商品详情相似推荐,rule_based,2026-02-22 12:53:37,0,0
RE000022493,U002610,P001374,首页猜你喜欢,popular,2025-04-06 23:06:18,0,0
RE000022494,U003471,P000896,会员频道,recommend_v4,2026-07-04 05:08:58,0,0
RE000022495,U001511,P000652,商品详情相似推荐,recommend_v3,2025-01-22 13:06:08,0,0
RE000022496,U001353,P001490,首页猜你喜欢,popular,2025-10-31 18:16:30,0,0
RE000022497,U003786,P000699,商品详情相似推荐,recommend_v3,2026-06-09 00:44:49,0,0
RE000022498,U002480,P000186,搜索联想,recommend_v4,2025-09-17 06:27:10,0,0
RE000022499,U003251,P000839,会员频道,recommend_v4,2026-07-10 08:43:40,1,0
RE000022500,U000850,P001395,会员频道,recommend_v3,2026-02-12 02:01:23,0,0
RE000022501,U003026,P000689,商品详情相似推荐,recommend_v4,2025-06-06 03:23:19,0,0
RE000022502,U000846,P000880,购物车凑单,recommend_v4,2026-05-28 01:22:01,0,0
RE000022503,U003419,P000744,搜索联想,rule_based,2026-03-19 16:09:19,1,0
RE000022504,U000473,P000310,商品详情相似推荐,recommend_v4,2026-04-07 02:07:40,0,0
RE000022505,U001575,P000277,首页猜你喜欢,recommend_v3,2025-12-05 13:34:56,1,1
RE000022506,U004088,P001357,商品详情相似推荐,recommend_v3,2025-04-03 11:10:03,0,0
RE000022507,U004481,P000272,会员频道,rule_based,2025-11-13 20:14:43,0,0
RE000022508,U001356,P001095,首页猜你喜欢,recommend_v3,2025-12-04 15:49:47,0,0
RE000022509,U001983,P000994,搜索联想,rule_based,2025-06-29 16:31:39,0,0
RE000022510,U003032,P000917,搜索联想,recommend_v4,2026-04-02 15:02:53,1,0
RE000022511,U001488,P001405,会员频道,popular,2026-03-23 07:38:26,0,0
RE000022512,U004020,P000609,搜索联想,popular,2026-06-03 16:49:43,0,0
